userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
1644: (167,11.044931411743164)* (440,9.92441177368164)* (17,9.637828826904297)* (546,9.553747177124023) (136,9.54585075378418) (520,9.459805488586426) (164,9.45758056640625) (215,9.334070205688477) (632,9.311161994934082) (512,8.988334655761719) (130,8.971256256103516) (166,8.778787612915039) (1368,8.718864440917969)* (385,8.654882431030273) (560,8.653392791748047) (11,8.643131256103516)* (539,8.583127975463867) (73,8.535037994384766) (915,8.504924774169922) (116,8.48271656036377)
1646: (48,12.015990257263184)* (159,11.751315116882324) (82,11.349954605102539) (263,11.309261322021484) (592,10.784355163574219) (72,10.656590461730957) (14,10.634254455566406) (258,10.55533218383789) (298,10.456666946411133)* (670,10.443862915039062) (185,10.377906799316406) (269,10.3359375)* (131,10.159912109375) (174,10.058389663696289) (4,10.028385162353516)* (374,10.024306297302246) (168,9.987590789794922)* (265,9.88733959197998)* (922,9.700522422790527) (169,9.687074661254883)*
1647: (2137,12.25311279296875) (512,12.080098152160645)* (560,11.526026725769043)* (625,11.389079093933105) (373,10.935882568359375)* (489,10.634567260742188)* (806,10.594449996948242) (1100,10.564552307128906) (941,10.479345321655273) (2014,10.427536010742188) (2602,10.366896629333496) (4074,10.353055953979492)* (178,10.307716369628906)* (2114,10.305145263671875) (169,10.2904634475708) (986,10.179564476013184) (952,10.11322021484375)* (2069,10.058914184570312) (343,10.037364959716797) (642,9.980274200439453)*
1648: (185,2.802988290786743) (806,2.7267227172851562) (15,2.617971420288086) (625,2.5955779552459717) (159,2.5848870277404785) (560,2.557054042816162) (167,2.5432682037353516) (941,2.4834322929382324) (2131,2.479246139526367) (2137,2.47859525680542) (48,2.4724645614624023) (932,2.4688680171966553) (147,2.4581751823425293) (512,2.433117628097534) (642,2.4223036766052246) (136,2.409233808517456) (166,2.3969461917877197) (493,2.3896372318267822) (2143,2.3847830295562744) (2609,2.377224922180176)
1649: (263,9.798851013183594)* (82,9.565874099731445) (670,9.518722534179688)* (823,9.453012466430664) (72,9.363432884216309) (174,9.307563781738281) (14,9.218205451965332) (189,9.152414321899414) (54,9.140752792358398) (922,9.135004997253418) (131,9.094001770019531) (107,9.00190258026123) (300,8.884300231933594) (142,8.88399887084961) (324,8.882970809936523) (115,8.86605453491211) (298,8.833687782287598) (276,8.828073501586914) (560,8.79309368133545) (262,8.775044441223145)
1651: (263,12.720501899719238) (4321,11.685222625732422) (54,11.264230728149414) (258,11.08023452758789) (51,10.560094833374023) (2243,10.559591293334961) (129,10.550148010253906) (802,10.492610931396484) (2973,10.15011978149414) (1116,10.14168930053711) (4008,10.039921760559082) (1177,10.024467468261719) (368,10.01399040222168) (560,9.996196746826172) (7555,9.972674369812012)* (61,9.94487190246582) (160,9.895024299621582) (3873,9.884940147399902) (842,9.857524871826172) (3967,9.72378158569336)
1654: (1091,12.137263298034668)* (147,11.971858978271484)* (136,11.51203727722168) (2137,11.34665298461914) (167,11.157255172729492)* (806,11.02528190612793)* (366,11.002523422241211) (159,10.963942527770996)* (210,10.740702629089355)* (17,10.68526840209961) (941,10.657842636108398) (166,10.452259063720703) (1062,10.300268173217773) (658,10.1889009475708) (626,10.154056549072266) (2790,10.04831600189209) (215,10.00846004486084) (2038,9.911067008972168)* (1368,9.907378196716309)* (674,9.849900245666504)
1656: (185,4.497615814208984) (560,4.249770641326904) (1273,4.153979301452637) (159,4.098367214202881) (147,4.086300849914551) (707,4.083451271057129) (806,4.076606750488281) (625,4.066849708557129) (166,4.043864727020264) (2779,4.022632122039795) (136,3.975935459136963) (1062,3.964998483657837) (1063,3.9201600551605225) (2137,3.87821102142334) (493,3.8776800632476807) (15,3.8368470668792725) (1144,3.8336477279663086) (130,3.7997183799743652) (2069,3.7990357875823975) (167,3.795600175857544)
1657: (512,11.662775039672852) (324,10.932316780090332)* (88,10.76075267791748) (520,10.490594863891602) (686,10.415283203125) (67,10.356364250183105)* (186,10.199832916259766) (185,10.185773849487305)* (1144,10.17044448852539) (1063,10.124558448791504)* (106,10.11322021484375) (721,10.011336326599121)* (20672,9.890493392944336)* (681,9.869134902954102) (2026,9.725580215454102) (210,9.710081100463867)* (875,9.630715370178223) (388,9.604438781738281)* (870,9.594086647033691) (16,9.515168190002441)
1658: (50,9.198226928710938) (48,9.196765899658203) (107,9.0294189453125) (159,8.998373031616211) (592,8.894845962524414) (312,8.596467018127441) (823,8.556243896484375) (686,8.551645278930664) (302,8.525927543640137) (366,8.51225757598877) (168,8.481857299804688) (862,8.447348594665527) (158,8.41072940826416) (67,8.376768112182617) (215,8.372907638549805) (1273,8.303630828857422) (190,8.131153106689453) (15,8.087514877319336) (345,8.059263229370117)* (130,8.045085906982422)
1659: (2997,10.03001880645752) (190,9.333517074584961) (185,9.28335952758789) (932,9.138533592224121) (575,9.075674057006836) (1091,8.800405502319336) (625,8.79040813446045) (806,8.760213851928711)* (592,8.548552513122559) (172,8.422348022460938) (2779,8.311988830566406)* (1626,8.255422592163086) (2131,8.213122367858887) (1144,8.21086597442627) (626,8.156129837036133) (642,7.940301418304443)* (2790,7.8135528564453125) (147,7.779974937438965) (2096,7.763988494873047) (3266,7.716629981994629)
1660: (48,1.1065412759780884) (159,1.0924484729766846) (265,1.0623927116394043) (15,1.0476069450378418) (279,1.0393961668014526) (135,0.9961118698120117) (169,0.9938234090805054) (72,0.9915895462036133) (174,0.9914330840110779) (167,0.9904340505599976) (670,0.9848237037658691) (142,0.9827481508255005) (263,0.9815986156463623) (54,0.9756783246994019) (53,0.9753595590591431) (115,0.9651440978050232) (823,0.9612094759941101) (16,0.9610497951507568) (237,0.9609795808792114) (113,0.9528142213821411)
1662: (159,8.639734268188477) (185,8.491412162780762)* (265,8.421745300292969) (15,8.35639762878418) (592,8.158646583557129) (135,8.153051376342773) (276,8.060956954956055) (136,8.04104232788086) (560,8.039803504943848) (72,7.910178184509277) (174,7.79340934753418) (823,7.721636772155762)* (670,7.693514347076416) (92,7.625006198883057)* (263,7.558637619018555) (170,7.554938793182373) (16,7.545736789703369) (113,7.512516498565674)* (67,7.45377254486084) (262,7.44033670425415)
1664: (207,12.941777229309082)* (1386,12.80712890625)* (1385,12.686025619506836)* (140,12.293502807617188)* (1028,12.246194839477539) (2630,11.906158447265625)* (956,11.798189163208008)* (716,11.790557861328125)* (810,11.788764953613281)* (833,11.738382339477539)* (124,11.682722091674805)* (203,11.62771987915039)* (1371,11.548760414123535) (365,11.547344207763672) (719,11.535987854003906) (913,11.512444496154785)* (1826,11.40219497680664)* (632,11.361927032470703)* (358,11.351832389831543) (3060,11.338532447814941)*
1665: (178,11.916784286499023)* (2137,11.794215202331543)* (664,11.376363754272461) (1759,11.132128715515137) (185,11.11916732788086)* (4167,10.488229751586914)* (3864,10.479692459106445)* (1091,10.36678695678711)* (3655,10.237175941467285) (342,10.209329605102539)* (649,10.208683013916016) (11465,10.122373580932617) (779,10.120420455932617)* (207,10.1031494140625)* (2096,10.069128036499023) (572,10.042339324951172) (4092,10.029863357543945)* (4,9.993437767028809)* (932,9.968765258789062) (222,9.87818431854248)
1666: (159,10.895381927490234) (169,10.529373168945312)* (625,10.475918769836426) (135,10.29063606262207)* (1063,10.003996849060059) (276,9.724077224731445)* (136,9.66567325592041) (1224,9.65714168548584) (73,9.584136009216309)* (512,9.491284370422363) (166,9.473093032836914) (337,9.464618682861328) (137,9.425670623779297) (123,9.40611457824707) (2846,9.391770362854004) (1273,9.348173141479492) (1242,9.339062690734863) (1830,9.327611923217773) (90,9.28681755065918) (106,9.252934455871582)
1668: (185,1.5573968887329102) (560,1.4513243436813354) (625,1.4347892999649048) (15,1.3938543796539307) (806,1.3725694417953491) (147,1.3578789234161377) (136,1.3554219007492065) (1144,1.3524514436721802) (166,1.3432226181030273) (159,1.343139410018921) (512,1.3340258598327637) (167,1.319389820098877) (130,1.3142085075378418) (1063,1.3124217987060547) (2137,1.308561086654663) (2609,1.298262596130371) (941,1.294403076171875) (707,1.2921019792556763) (2779,1.2824877500534058) (932,1.2703971862792969)
1669: (952,7.843640327453613)* (2328,7.748640537261963) (159,7.571593284606934) (269,7.445268630981445) (185,7.2787089347839355) (72,7.182745933532715) (3744,7.164201736450195) (1180,7.126614570617676) (862,7.066000938415527) (131,6.981534957885742) (4,6.9779276847839355) (1273,6.901135444641113) (172,6.860343933105469) (2026,6.848164081573486) (270,6.843672275543213) (904,6.829314231872559) (560,6.799569129943848) (844,6.792006969451904) (3499,6.752704620361328) (54,6.745051860809326)
1670: (707,12.95464038848877) (916,12.060575485229492) (1116,12.01963996887207) (2814,11.741769790649414) (1518,11.688095092773438) (3204,11.681342124938965) (413,11.65194320678711) (5313,11.644763946533203)* (1058,11.29995059967041) (4306,11.285638809204102) (514,11.253074645996094)* (2318,11.202103614807129)* (3619,11.156234741210938) (3766,11.139957427978516) (287,11.12408447265625) (2058,11.095191955566406) (4345,11.024286270141602) (670,11.013062477111816) (1939,10.849517822265625) (1017,10.822408676147461)
1671: (159,5.533417224884033) (592,5.3797287940979) (185,5.355038642883301) (48,5.351518630981445) (560,5.296201705932617) (167,5.242633819580078) (136,5.053526878356934) (169,4.9954118728637695) (4,4.950314521789551) (147,4.764615058898926) (298,4.764060974121094) (312,4.763094902038574) (130,4.754517555236816) (1063,4.711709022521973) (215,4.652780532836914) (519,4.6115617752075195) (707,4.605247497558594) (512,4.601129531860352) (625,4.598239421844482) (107,4.590309143066406)
1672: (245,17.58636474609375)* (122,16.49739646911621) (2132,16.41176986694336) (863,16.28424072265625) (2423,16.282304763793945)* (1235,16.238990783691406)* (6703,16.21828269958496) (701,16.149465560913086)* (312,16.14208221435547) (368,15.887864112854004)* (215,15.465802192687988) (5,15.430122375488281) (2907,15.052595138549805)* (6575,14.854494094848633) (1102,14.490826606750488)* (827,14.426839828491211)* (1682,14.387406349182129) (1,14.371147155761719)* (1183,14.328752517700195)* (34,14.217191696166992)*
1673: (625,15.157386779785156)* (806,14.042232513427734)* (649,13.674227714538574)* (200,12.995849609375)* (941,12.62435531616211) (1062,12.558371543884277) (660,12.434231758117676)* (560,12.246419906616211)* (147,12.233541488647461) (650,12.148476600646973) (1099,12.115010261535645)* (626,11.815296173095703)* (2138,11.489891052246094)* (1683,11.430578231811523)* (1298,11.392446517944336) (166,11.390946388244629) (3977,11.375314712524414) (555,11.373638153076172) (3280,11.303895950317383) (2134,11.20170783996582)
1674: (15,3.5173168182373047) (707,3.4994256496429443) (493,3.4575140476226807) (130,3.425297737121582) (106,3.421034812927246) (81,3.4035987854003906) (2066,3.354168653488159) (1267,3.346266746520996) (855,3.3456661701202393) (592,3.2893917560577393) (159,3.2887392044067383) (425,3.2619173526763916) (1278,3.2540500164031982) (941,3.2423927783966064) (520,3.234318256378174) (806,3.22652006149292) (721,3.2182068824768066) (560,3.208892583847046) (916,3.1947646141052246) (167,3.193626880645752)
1675: (625,12.055164337158203)* (1100,11.251256942749023)* (1063,11.131172180175781)* (628,10.619348526000977)* (116,10.453908920288086)* (806,10.44664192199707) (618,10.287290573120117) (575,10.28639030456543)* (1091,10.25624942779541) (649,10.2120943069458)* (2609,10.205606460571289) (512,9.96357536315918) (167,9.943463325500488) (1144,9.939678192138672)* (2066,9.912642478942871) (1553,9.909873962402344) (1095,9.828612327575684)* (1027,9.784860610961914) (1649,9.776546478271484) (1061,9.375568389892578)
1676: (1063,8.763944625854492) (592,8.757773399353027) (147,8.595436096191406) (560,8.59195613861084) (625,8.332283973693848) (166,8.254859924316406) (1790,8.126521110534668) (896,8.123056411743164) (2609,8.07381820678711) (130,7.942000865936279) (136,7.880159854888916) (2137,7.81252384185791) (164,7.807953834533691) (1062,7.735799789428711) (707,7.729271411895752) (1100,7.728753566741943) (628,7.698719024658203) (153,7.69145393371582) (519,7.691023349761963) (1553,7.686894416809082)
1677: (106,11.063287734985352)* (875,10.968997955322266) (81,10.639664649963379) (1061,10.415763854980469) (89,10.269268035888672)* (94,10.243805885314941) (159,10.027352333068848) (747,10.021734237670898)* (851,9.879533767700195) (1008,9.772902488708496) (842,9.732925415039062) (1248,9.730828285217285)* (746,9.674236297607422) (1267,9.57059097290039) (1894,9.544167518615723) (1222,9.532878875732422) (70,9.454977035522461) (855,9.349980354309082) (215,9.334371566772461) (889,9.32162094116211)
1678: (48,8.346323013305664) (15,7.573882102966309) (174,7.566963195800781) (131,7.504016876220703) (72,7.480771064758301) (560,7.480429649353027) (11,7.442150115966797) (167,7.43892765045166) (312,7.39248514175415) (16,7.371240615844727) (263,7.36752986907959) (823,7.35227108001709) (439,7.342719078063965) (113,7.327816009521484) (158,7.300234794616699) (366,7.2943572998046875) (168,7.27489709854126) (142,7.273420333862305) (1273,7.261541366577148) (374,7.160255432128906)
1679: (106,1.230078935623169) (15,1.1394697427749634) (81,1.1367053985595703) (130,1.1315327882766724) (116,1.108341932296753) (1061,1.051863670349121) (136,1.0513821840286255) (167,1.0484206676483154) (1027,1.046215534210205) (889,1.003469705581665) (520,1.0030806064605713) (164,1.0025207996368408) (143,1.0015203952789307) (1278,1.0005197525024414) (688,0.9894822239875793) (71,0.9891383647918701) (134,0.9819811582565308) (159,0.9809743165969849) (779,0.9802708029747009) (758,0.9797914624214172)
1680: (167,4.736356258392334) (4,4.673820972442627) (130,4.648685932159424) (136,4.603290557861328) (15,4.577358245849609) (159,4.550388813018799) (512,4.52683162689209) (952,4.519437789916992) (81,4.490983963012695) (560,4.454179763793945) (364,4.38918399810791) (48,4.375350475311279) (215,4.3751020431518555) (17,4.349452972412109) (147,4.331501007080078) (67,4.328679084777832) (862,4.324807643890381) (166,4.292058944702148) (185,4.2497053146362305) (164,4.243264675140381)
1681: (592,3.0545148849487305) (560,3.0524404048919678) (185,2.9970149993896484) (147,2.9353439807891846) (159,2.9170055389404297) (512,2.914619207382202) (136,2.9062819480895996) (15,2.9000134468078613) (130,2.8811001777648926) (1273,2.868105411529541) (707,2.8526129722595215) (1063,2.7944207191467285) (2066,2.781804323196411) (493,2.7745113372802734) (48,2.7671046257019043) (166,2.7224059104919434) (519,2.686072826385498) (806,2.6785264015197754) (625,2.678516387939453) (2137,2.654036045074463)
1682: (560,9.4981050491333) (136,9.396949768066406) (2066,9.109909057617188)* (364,9.103042602539062)* (106,9.090494155883789)* (721,9.060785293579102)* (512,9.019709587097168) (164,8.971739768981934)* (166,8.960380554199219) (11,8.945847511291504) (1063,8.912162780761719) (67,8.794379234313965) (4,8.68167495727539) (0,8.582143783569336)* (147,8.559181213378906) (1061,8.473493576049805) (18,8.432903289794922) (1278,8.428468704223633) (153,8.422810554504395) (366,8.277555465698242)
1683: (1281,11.393014907836914)* (360,11.2833251953125)* (94,11.258931159973145) (364,11.20667839050293)* (915,10.982444763183594)* (722,10.948135375976562)* (366,10.942398071289062) (592,10.886682510375977)* (512,10.660608291625977) (823,10.641671180725098)* (210,10.529777526855469)* (810,10.519665718078613) (1336,10.490668296813965)* (689,10.366332054138184)* (439,10.29977798461914) (669,10.213598251342773) (2137,10.191977500915527) (2056,10.13074779510498) (142,10.129904747009277) (1063,10.090226173400879)
1684: (15,10.246867179870605) (2613,9.201515197753906) (366,9.18310546875) (2220,9.177528381347656) (686,9.1248140335083) (159,9.046128273010254) (327,9.03950309753418) (67,8.984068870544434) (414,8.949009895324707) (131,8.669361114501953) (107,8.617423057556152) (371,8.616375923156738) (1352,8.532172203063965) (168,8.505237579345703) (823,8.464008331298828) (101,8.463902473449707) (922,8.428377151489258) (240,8.416111946105957) (1062,8.366189956665039) (157,8.327985763549805)
1686: (108,11.605960845947266) (116,10.939937591552734)* (2945,10.746803283691406)* (1553,10.617855072021484) (901,10.569156646728516) (3216,10.453862190246582)* (519,10.23655891418457)* (833,10.207162857055664) (122,10.193617820739746) (1569,10.088297843933105) (76,10.061771392822266) (1116,10.049386024475098) (914,9.963653564453125)* (1253,9.944381713867188) (3128,9.925877571105957) (5791,9.868795394897461) (3008,9.85833740234375) (92,9.836294174194336) (164,9.779498100280762) (20672,9.630806922912598)
1687: (159,11.704565048217773)* (136,11.464841842651367)* (185,11.308610916137695)* (592,11.132783889770508)* (130,10.934171676635742) (48,10.852320671081543)* (169,10.844168663024902)* (520,10.83071231842041) (364,10.716117858886719) (164,10.507421493530273) (404,10.408182144165039) (519,10.22998046875) (818,10.225305557250977) (1144,10.202922821044922) (440,9.963170051574707) (147,9.949923515319824) (6,9.906932830810547) (479,9.891775131225586)* (222,9.847497940063477) (444,9.806936264038086)*
1688: (240,6.715987205505371) (3862,6.561293601989746) (237,6.335773468017578) (1186,6.0988874435424805) (95,6.083295822143555) (298,6.076606750488281) (159,6.026689529418945) (842,6.016201496124268) (48,5.934738636016846) (553,5.916398048400879) (2119,5.91015100479126) (686,5.903338432312012) (922,5.888671875) (169,5.87645149230957) (263,5.861372470855713) (823,5.830905914306641) (1813,5.822033882141113) (371,5.803816318511963) (382,5.798304557800293) (519,5.7910051345825195)
1689: (2328,13.95857048034668)* (3374,12.652863502502441) (789,12.589794158935547) (20712,12.442331314086914) (1177,12.337980270385742)* (4995,12.066459655761719) (2069,11.96108341217041)* (4232,11.934234619140625) (3430,11.916494369506836) (2096,11.417707443237305) (185,11.360480308532715) (5806,11.310482025146484) (4561,11.265472412109375)* (4358,11.231410026550293) (6718,10.97788143157959)* (592,10.971745491027832) (3379,10.812261581420898) (3445,10.778076171875) (2673,10.714141845703125) (2141,10.678278923034668)
1690: (735,10.83537483215332) (388,10.62411117553711)* (1863,10.570470809936523) (703,10.418004989624023) (17,10.370748519897461) (1044,10.355508804321289)* (2150,10.175615310668945) (722,10.166238784790039) (420,10.15422248840332)* (675,10.12679672241211)* (1826,10.043645858764648)* (485,9.973825454711914) (166,9.909721374511719) (5211,9.899497985839844)* (1058,9.887176513671875)* (981,9.876575469970703) (669,9.851951599121094)* (1835,9.848828315734863)* (1875,9.838316917419434) (1197,9.743696212768555)
1691: (263,11.334327697753906) (4887,11.03960132598877)* (384,10.93607234954834)* (3708,10.541217803955078) (1812,10.435276985168457) (48,10.370328903198242) (374,10.329604148864746)* (676,10.110962867736816)* (317,10.083293914794922)* (274,10.01112174987793) (42,9.980304718017578) (712,9.959199905395508) (4224,9.864484786987305) (2207,9.751242637634277) (4181,9.725521087646484) (123,9.648504257202148) (211,9.636540412902832) (670,9.561019897460938) (86,9.507213592529297)* (0,9.506878852844238)*
1692: (167,5.052220821380615) (810,4.961961269378662) (81,4.93867301940918)* (106,4.90936279296875) (364,4.856574535369873) (0,4.849791526794434) (226,4.708215713500977) (421,4.594137191772461) (1336,4.52757453918457) (704,4.5270490646362305) (159,4.519657135009766) (398,4.490134239196777) (818,4.48764705657959) (420,4.475573539733887) (130,4.470424652099609) (1826,4.448482990264893) (207,4.411065578460693) (164,4.408082008361816) (222,4.402831554412842) (136,4.392315864562988)
1693: (1180,11.75671100616455) (3141,11.450584411621094) (1894,11.132974624633789) (3944,10.58768081665039) (2066,10.566280364990234) (998,10.548261642456055) (4489,10.49699592590332) (269,10.422327995300293) (952,10.373531341552734) (4561,10.199014663696289) (312,10.025781631469727) (1900,9.972765922546387) (159,9.794179916381836) (3585,9.68435001373291) (3204,9.508426666259766) (715,9.448501586914062) (2615,9.438709259033203) (4,9.303457260131836) (3188,9.185625076293945)* (896,9.172914505004883)
1694: (2137,9.017518043518066) (806,9.015382766723633) (147,8.725894927978516) (625,8.478924751281738) (896,8.208566665649414) (2997,8.177939414978027) (1790,8.09584903717041) (941,8.000621795654297) (1273,7.8617963790893555) (3346,7.815105438232422) (1100,7.734644889831543) (459,7.714776039123535)* (3204,7.700766563415527) (2790,7.6997246742248535) (642,7.6554436683654785) (159,7.608835697174072) (1063,7.518612384796143) (190,7.518150329589844) (1802,7.379868507385254) (1116,7.364196300506592)
1695: (130,8.500192642211914) (48,8.212169647216797) (159,8.19973087310791) (136,8.164193153381348) (4,8.160846710205078) (15,8.114176750183105) (167,8.105522155761719) (95,8.016915321350098) (2066,7.8133320808410645) (2058,7.697955131530762) (185,7.650606632232666)* (3741,7.605489730834961) (896,7.603044509887695) (2137,7.585493087768555)* (625,7.511824607849121) (419,7.485971450805664) (343,7.444203853607178) (855,7.424752235412598) (1180,7.373669624328613) (106,7.371830463409424)
1696: (4709,12.680488586425781) (4750,11.831348419189453) (1010,11.761996269226074) (451,11.352812767028809)* (116,11.344776153564453)* (5255,11.259109497070312) (287,11.247873306274414)* (1074,11.008078575134277)* (230,10.848819732666016) (779,10.831504821777344)* (1257,10.67042350769043) (1021,10.66444206237793) (404,10.534111022949219) (104,10.516853332519531) (73,10.416803359985352) (15,10.396093368530273) (500,10.26479721069336) (122,10.227388381958008)* (4802,10.114777565002441) (1242,10.07590389251709)
1697: (15,8.81556224822998) (159,8.67756462097168) (806,8.285850524902344) (167,8.277694702148438) (625,8.266670227050781) (142,8.015533447265625) (875,7.9375481605529785) (130,7.9199113845825195) (0,7.913496017456055) (298,7.909450531005859) (512,7.893835067749023) (4,7.8703460693359375) (519,7.869856357574463) (1144,7.835587501525879) (364,7.807005882263184) (81,7.788835525512695) (170,7.788404941558838) (818,7.7420196533203125) (67,7.734926223754883) (388,7.708000183105469)
1698: (159,9.251850128173828) (312,8.884761810302734) (237,8.51775074005127) (17,8.493547439575195) (72,8.401354789733887) (298,8.36433219909668) (2147,8.230250358581543) (168,8.18323802947998) (669,8.177520751953125)* (67,8.140411376953125) (169,8.077820777893066) (952,8.069446563720703) (54,8.054776191711426) (823,8.040138244628906) (131,7.998543739318848) (81,7.986269474029541) (1180,7.923641204833984)* (922,7.893294334411621) (4181,7.873664855957031) (9,7.869475841522217)*
1699: (932,12.035659790039062) (2803,11.533425331115723) (2186,11.159980773925781)* (2779,11.126859664916992) (415,10.987152099609375)* (2788,10.907163619995117)* (153,10.905130386352539) (1273,10.867725372314453) (625,10.651688575744629)* (4415,10.650073051452637) (4744,10.540946006774902) (170,10.47657299041748) (1629,10.413224220275879) (3270,10.384010314941406)* (712,10.262602806091309) (70,10.10377311706543) (209,10.08404541015625) (560,10.077018737792969)* (3280,10.027313232421875)* (896,9.979347229003906)
1700: (512,11.452491760253906)* (159,11.324352264404297)* (1273,11.12775993347168) (519,11.023605346679688)* (952,10.41867446899414) (2956,10.328954696655273) (48,10.138803482055664) (419,10.12877082824707) (906,10.085073471069336) (1305,10.081811904907227) (1062,10.073382377624512) (707,10.058881759643555) (862,9.993583679199219) (806,9.976922988891602) (2066,9.976188659667969)* (932,9.952788352966309)* (459,9.943479537963867) (941,9.91737174987793) (95,9.867307662963867) (3622,9.829620361328125)
1701: (1336,11.443288803100586)* (207,11.213016510009766)* (1377,11.178422927856445)* (388,11.01681900024414)* (226,10.995904922485352)* (704,10.89208698272705)* (222,10.834268569946289) (668,10.818087577819824) (364,10.791534423828125)* (4,10.698391914367676) (4122,10.430610656738281) (701,10.40768051147461) (1949,10.375404357910156) (48,10.325190544128418) (342,10.191789627075195) (215,10.012513160705566) (719,9.976682662963867) (68,9.9667387008667)* (34,9.883853912353516)* (373,9.867416381835938)
1702: (3117,10.588890075683594) (3086,10.401876449584961) (71,10.39151382446289)* (779,9.95135498046875) (1874,9.871047019958496)* (1221,9.745445251464844) (4869,9.680452346801758) (5241,9.621042251586914) (4897,9.603564262390137) (1188,9.434488296508789) (404,9.43210220336914) (423,9.393603324890137)* (1429,9.268962860107422) (3716,9.253189086914062) (6437,9.22865104675293)* (4887,9.204643249511719) (217,9.190272331237793)* (2349,9.153764724731445) (1900,9.061674118041992) (3741,9.047992706298828)
1703: (592,8.697529792785645) (932,8.631864547729492) (802,8.3853759765625) (625,8.116929054260254) (941,8.027587890625) (2069,7.985669136047363) (190,7.962771892547607) (2137,7.927725315093994) (147,7.853266716003418) (2096,7.801090717315674) (1062,7.792448043823242) (560,7.743431091308594) (1273,7.742690086364746) (1116,7.674869537353516)* (2143,7.523250579833984) (1553,7.4189581871032715) (1144,7.4182257652282715) (575,7.383429050445557) (493,7.37568473815918) (3280,7.353397846221924)*
1704: (185,9.502433776855469) (136,9.03266429901123) (555,8.544678688049316) (163,8.54345989227295) (575,8.411656379699707) (69,8.375009536743164) (459,8.23337459564209) (560,8.193636894226074)* (172,8.116854667663574) (1062,8.11616325378418) (539,8.112262725830078) (147,8.050710678100586) (300,7.983619689941406) (862,7.969490051269531) (2602,7.902120590209961) (135,7.871108055114746)* (202,7.849195957183838) (823,7.832346439361572)* (1278,7.792339324951172) (279,7.7615838050842285)
1705: (167,7.870761871337891) (130,7.77694845199585)* (159,7.7629265785217285) (81,7.585301399230957) (136,7.5146894454956055) (166,7.308669567108154) (520,7.292090892791748) (164,7.290724754333496) (1063,7.127933025360107) (625,7.058460235595703) (67,7.051055431365967) (512,7.031930923461914) (215,7.019926071166992) (1267,6.966792106628418) (1061,6.9575700759887695) (11,6.916534423828125) (1144,6.905461311340332) (147,6.904282569885254) (806,6.887040615081787) (2609,6.881892204284668)
1706: (48,5.86175537109375) (167,5.779365539550781) (159,5.65317440032959) (67,5.441398620605469) (81,5.3690900802612305)* (215,5.3532586097717285) (312,5.342146873474121) (168,5.319713115692139) (823,5.271871089935303) (113,5.2329607009887695) (158,5.211136817932129) (4,5.195642471313477) (107,5.15511417388916) (169,5.143054962158203) (366,5.126059532165527) (922,5.103924751281738) (371,5.046387672424316) (686,5.020024299621582) (298,5.0196123123168945) (136,5.017622947692871)
1707: (167,9.359722137451172) (159,9.299280166625977) (404,9.169427871704102) (15,9.118131637573242) (519,8.676044464111328) (364,8.564197540283203) (116,8.512405395507812) (215,8.447347640991211) (207,8.411023139953613) (11,8.38058853149414) (419,8.358013153076172) (2066,8.355229377746582) (2082,8.317384719848633) (661,8.294404029846191) (1278,8.2647705078125) (0,8.247793197631836) (560,8.245586395263672) (106,8.181415557861328) (1260,8.175675392150879) (592,8.17116641998291)
1708: (89,2.094998359680176) (87,1.9458885192871094) (48,1.7526181936264038) (5993,1.7139403820037842) (990,1.6870436668395996) (81,1.6782599687576294) (54,1.6661150455474854) (1232,1.6198644638061523) (129,1.6123144626617432) (95,1.6028544902801514) (952,1.6000903844833374) (691,1.5850592851638794) (131,1.568179965019226) (3738,1.5615886449813843) (72,1.5591657161712646) (688,1.551218032836914) (1180,1.5467424392700195) (827,1.5374255180358887) (342,1.5283315181732178) (136,1.4939215183258057)
1709: (1221,11.36826229095459) (1197,11.104836463928223)* (69,10.872047424316406)* (1201,10.832159042358398)* (2150,10.784744262695312) (483,10.614336013793945) (1061,10.604080200195312) (2779,10.561440467834473) (520,10.495973587036133) (92,10.378815650939941) (1093,10.308801651000977) (560,10.299999237060547) (1826,10.221258163452148)* (519,10.111359596252441) (88,10.10037899017334) (2147,10.056565284729004) (649,10.008350372314453) (1298,10.004284858703613) (169,9.996627807617188)* (455,9.91579818725586)
1710: (625,6.895195007324219) (628,6.446274280548096) (592,6.442310333251953) (649,6.281190395355225) (1100,6.158323764801025) (185,6.15694522857666) (806,6.13676118850708) (200,6.059141159057617) (618,5.971390247344971) (1278,5.931236267089844) (560,5.876679420471191) (1649,5.861114978790283) (147,5.6772661209106445) (2137,5.639373779296875) (1063,5.628756046295166) (539,5.611175537109375) (1144,5.592048645019531) (941,5.563378810882568) (1091,5.533660888671875) (619,5.527667999267578)
