userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
1219: (9,4.969611167907715) (11,4.49162483215332) (4,4.431997299194336) (16,4.217179775238037) (54,4.02387809753418) (48,3.8841357231140137) (18,3.601003646850586) (13,3.5880730152130127) (168,3.544616460800171) (3445,3.5277044773101807) (312,3.507452964782715) (670,3.4195048809051514)* (15,3.3865137100219727) (189,3.3141489028930664) (142,3.1889004707336426) (237,3.158632755279541) (215,3.143321990966797) (82,3.1244235038757324) (1192,3.074709177017212) (265,3.071512222290039)
1220: (366,8.331018447875977)* (360,7.696372985839844)* (704,7.635275363922119)* (48,7.605155944824219) (210,7.453095436096191)* (1374,7.439974308013916) (9,7.377838134765625) (81,7.221225738525391) (18,7.1269025802612305) (371,7.101844310760498) (159,7.03169059753418)* (1336,6.834498405456543)* (592,6.82435417175293) (204,6.8072052001953125)* (3,6.704736709594727)* (10,6.447293281555176) (2868,6.332178592681885) (1196,6.297430992126465) (1894,6.27119779586792) (679,6.261874675750732)
1221: (5683,10.367142677307129) (44,9.984481811523438) (1910,9.900104522705078)* (51,9.784996032714844)* (991,9.367389678955078)* (976,9.299812316894531)* (2005,9.096681594848633) (974,8.977192878723145) (1034,8.872138023376465)* (1050,8.56671142578125) (572,8.520590782165527)* (1832,8.420513153076172)* (1259,8.368961334228516)* (434,8.341476440429688)* (8409,8.161264419555664) (5621,8.146528244018555) (147,8.103865623474121)* (150,8.053237915039062) (6132,7.897463798522949) (8848,7.85665225982666)*
1223: (4,5.605193138122559) (8829,2.720459461212158) (329,2.6941161155700684) (131,2.6174755096435547)* (345,2.5495829582214355) (1972,2.5270698070526123)* (1279,2.414618492126465) (1814,2.4017434120178223) (787,2.385230779647827) (15,2.342348337173462) (3,2.337529420852661) (1987,2.2578444480895996) (744,2.25528621673584) (3972,2.182917594909668) (2594,2.175513744354248) (302,2.136214256286621) (1780,2.1230854988098145) (2077,2.0979037284851074) (342,2.0944924354553223) (242,2.0942940711975098)
1224: (4,12.368677139282227) (1,11.44653034210205) (2,9.230745315551758) (364,7.062143325805664)* (153,6.8176727294921875) (560,6.793554306030273) (1091,6.66200065612793) (15,6.484114646911621) (226,6.468020439147949) (825,6.445469379425049) (1055,6.438499450683594) (1629,6.436082363128662) (818,6.433940887451172) (6,6.4114460945129395) (583,6.384053707122803) (203,6.291615009307861) (731,6.253641605377197) (134,6.163773536682129) (420,6.123075485229492) (1061,6.087551116943359)
1225: (3,8.656293869018555) (1116,8.50047779083252)* (237,8.197601318359375) (247,8.140218734741211)* (952,8.104631423950195) (54,8.037336349487305) (368,7.892557144165039) (274,7.851208686828613)* (2423,7.714249610900879) (142,7.379947185516357) (842,7.370981216430664)* (16,7.344944000244141)* (269,7.172636985778809) (1342,7.124096870422363) (3402,7.107022285461426) (2898,6.78969669342041) (2328,6.749684810638428) (4471,6.693518161773682)* (1172,6.58815336227417) (987,6.529971122741699)
1226: (0,1.536569356918335) (1,0.6940255165100098) (8,0.611426591873169) (1243,0.5704224705696106) (205,0.5341609120368958) (15,0.5290453433990479) (683,0.5221995711326599) (719,0.5209258794784546) (2159,0.4889179468154907) (1967,0.4837020933628082) (957,0.4787636399269104) (101,0.47023698687553406) (685,0.4663161039352417) (1867,0.4617495536804199) (2932,0.46165573596954346) (4122,0.4606655240058899) (810,0.45140621066093445) (1949,0.4472123086452484) (68,0.44332557916641235) (3191,0.44222456216812134)
1227: (625,8.81618595123291) (3114,7.450745105743408) (660,7.400249004364014)* (185,7.123396396636963) (806,7.100747108459473)* (592,6.970765113830566) (3266,6.946953773498535) (3255,6.934958457946777) (1087,6.914612770080566)* (642,6.426288604736328) (2114,6.308424472808838) (2138,6.232122421264648) (1099,6.117335319519043) (657,6.10903787612915)* (1158,6.033587455749512) (1303,5.963207721710205) (1094,5.898290157318115)* (15107,5.873582363128662)* (603,5.871421813964844) (486,5.867411136627197)
1228: (4,10.693931579589844)* (689,9.806024551391602)* (211,8.881386756896973) (215,8.320320129394531) (48,8.215706825256348) (1202,8.171339988708496) (4181,8.145577430725098)* (3862,8.014701843261719)* (668,7.7127532958984375)* (3864,7.185625076293945) (388,7.167366981506348) (312,6.9962687492370605) (413,6.898451805114746) (1345,6.878491401672363) (2148,6.8035783767700195) (2864,6.769758224487305) (3938,6.698945999145508) (3,6.63685417175293) (254,6.628814220428467) (168,6.614327430725098)
1229: (560,3.847722053527832) (147,3.4160947799682617) (136,3.314695358276367) (1063,3.0818824768066406) (806,3.0533127784729004) (625,3.0425710678100586) (166,3.0249485969543457) (1144,2.9744601249694824) (2131,2.9654674530029297) (642,2.8949477672576904) (520,2.8891165256500244) (539,2.8620998859405518) (707,2.8517141342163086) (640,2.848698854446411) (164,2.8407652378082275) (163,2.8248448371887207) (493,2.7909278869628906) (130,2.7860889434814453) (559,2.7744202613830566) (575,2.749988079071045)
1230: (18,10.120138168334961) (185,9.59752082824707) (67,9.369111061096191)* (493,8.619272232055664)* (269,8.609067916870117)* (1202,8.516115188598633) (48,8.2799072265625)* (123,8.189181327819824) (1192,8.143905639648438)* (806,8.029118537902832)* (87,7.947906970977783)* (17,7.694293022155762) (115,7.430941581726074)* (1289,7.333230018615723) (53,7.297548770904541)* (211,7.289605140686035) (661,7.263302326202393)* (107,7.200817108154297) (712,7.146772384643555) (1831,7.04689359664917)
1231: (3347,8.446739196777344) (3346,7.9969162940979)* (2120,7.636538028717041) (3344,7.4755048751831055)* (20688,7.357560157775879)* (2096,7.215719223022461) (4096,7.066936492919922) (1098,6.9938483238220215)* (592,6.961993217468262)* (640,6.8501296043396) (941,6.724310874938965) (1790,6.649128437042236)* (1091,6.645730495452881) (3894,6.510899543762207) (2790,6.416532516479492)* (3204,6.4086151123046875) (2822,6.399642467498779)* (1100,6.313681602478027) (3266,6.257115840911865) (3341,6.232568740844727)
1232: (15,5.9779863357543945) (4,5.850717544555664) (592,5.175224781036377) (1144,4.951038360595703) (806,4.4221510887146)* (1100,4.346670150756836) (640,4.192678451538086) (575,4.174726486206055) (2997,4.098651885986328) (1091,4.065553665161133) (2137,3.999541997909546)* (626,3.9771270751953125) (147,3.916288375854492) (618,3.9128894805908203) (2131,3.8930506706237793)* (560,3.7438008785247803) (3346,3.724365711212158) (1103,3.673466205596924) (1626,3.649524211883545)* (1689,3.6400163173675537)
1233: (2116,7.69230842590332) (546,7.582427501678467) (1058,7.368107318878174) (563,7.116199493408203)* (1298,7.1071062088012695) (566,6.945052623748779) (164,6.788897514343262)* (640,6.606503009796143) (1055,6.460403919219971) (628,6.333679676055908)* (555,6.297562599182129)* (1267,6.290513515472412) (2137,6.254607200622559) (130,6.249689102172852) (1295,6.2495880126953125) (1302,6.204761505126953)* (889,6.186674118041992) (2114,6.1389617919921875) (642,6.097752571105957) (1260,6.0756611824035645)
1234: (4,5.39967155456543) (512,4.893017768859863) (136,4.694149971008301) (560,4.299267768859863) (15,4.292841911315918)* (592,4.273736000061035)* (147,4.2474565505981445) (185,4.112712860107422) (915,4.070201396942139)* (2069,4.040388107299805)* (164,4.030046463012695) (11,3.998156785964966) (153,3.9540579319000244) (419,3.9354920387268066) (9,3.9234766960144043) (875,3.894641399383545) (1790,3.893129825592041) (3346,3.8875248432159424) (166,3.876574993133545) (67,3.863525629043579)
1235: (0,1.659195065498352) (2,1.2464563846588135)* (5,0.8307248950004578)* (701,0.7800918817520142)* (59,0.7705651521682739)* (6,0.7457152009010315)* (1183,0.6893132925033569)* (51,0.6491069197654724)* (4,0.6320865154266357)* (8,0.6106916666030884)* (161,0.5702645182609558)* (203,0.56136554479599)* (34,0.5559433102607727) (205,0.5532543659210205)* (112,0.5487342476844788) (344,0.5330683588981628)* (1279,0.5195469260215759)* (716,0.5172284841537476)* (176,0.5106277465820312)* (23,0.5094711780548096)
1236: (4,6.467861175537109) (15,5.3647565841674805) (560,4.091250419616699) (167,4.016226768493652) (592,4.01235818862915) (8,3.9101614952087402) (434,3.90384578704834) (185,3.8513245582580566) (366,3.8278074264526367) (67,3.651405096054077) (941,3.6422905921936035) (1144,3.6171417236328125) (172,3.6030898094177246) (1279,3.571824073791504) (1813,3.294713020324707) (1294,3.2509827613830566) (168,3.2479653358459473) (1,3.242121696472168) (2,3.2173383235931396) (512,3.211524724960327)
1237: (4,10.649898529052734) (9,8.456771850585938) (11,7.749691963195801)* (48,7.582245826721191) (592,6.177101135253906) (136,5.917176246643066) (366,5.607236385345459) (147,5.496609687805176) (113,5.445050239562988) (54,5.370156764984131) (493,5.35382604598999) (1790,5.249567031860352) (8,5.220704078674316) (130,5.198030471801758) (142,5.124213695526123) (123,5.0188140869140625) (115,4.92807149887085) (153,4.896317958831787) (707,4.840055465698242) (915,4.8035664558410645)
1238: (4,8.098114967346191) (48,6.90101432800293) (15,6.375783443450928) (131,5.8443098068237305) (54,5.769567966461182) (312,5.701998233795166) (276,5.593228816986084) (136,5.539113521575928) (168,5.4179582595825195) (434,5.371018409729004) (185,5.369743824005127) (1192,5.249246120452881) (519,5.248686790466309) (862,5.240364074707031) (592,5.21860933303833) (67,5.218572616577148) (159,5.2103471755981445) (265,5.206422328948975) (269,5.16909122467041) (270,5.1490325927734375)
1239: (2,2.1794188022613525) (4,1.9533932209014893) (0,1.9014817476272583) (1,1.525651216506958) (15,1.4753522872924805)* (6,1.3123726844787598) (167,1.2110319137573242)* (8,1.1531119346618652)* (632,1.0659141540527344) (139,1.0650110244750977) (48,1.0272399187088013)* (11,1.004786491394043) (203,1.0021686553955078) (324,0.9912301301956177)* (344,0.9829503297805786) (222,0.9454248547554016) (162,0.9441501498222351) (1279,0.9409908056259155) (986,0.9326037168502808)* (440,0.9215823411941528)
1240: (4,8.890911102294922) (0,7.223985195159912) (11,7.174077987670898) (48,7.152449607849121) (159,6.750757217407227) (131,6.268640518188477) (9,6.181581497192383)* (107,6.0098676681518555) (674,5.763683795928955)* (2,5.622702598571777)* (113,5.537949562072754) (371,5.342659950256348) (162,5.3393235206604) (101,5.321316242218018) (8,5.298800468444824) (54,5.220793724060059)* (81,5.218056678771973) (13,5.067384243011475) (142,5.050172805786133) (169,5.038092613220215)
1241: (15,3.809174060821533) (4,3.7886102199554443) (2,3.743011474609375) (8,3.2727608680725098)* (136,3.05818510055542)* (167,2.9508652687072754) (324,2.8979339599609375) (106,2.876066207885742)* (520,2.754734516143799) (632,2.7216849327087402) (440,2.6739001274108887) (116,2.647343158721924) (81,2.639603614807129) (419,2.6122922897338867) (67,2.605339527130127) (363,2.5958175659179688) (5,2.592785120010376) (404,2.5507102012634277) (139,2.5460240840911865) (1195,2.5414295196533203)
1242: (0,8.03193187713623) (15,7.768342018127441) (11,6.051511287689209) (9,5.783186912536621) (215,5.491183280944824) (48,5.386890411376953) (159,5.35792350769043) (131,4.938133239746094)* (107,4.926301002502441) (142,4.635587692260742) (366,4.630562782287598) (113,4.615843772888184) (324,4.545928955078125) (162,4.375161170959473) (211,4.276098251342773) (360,4.270804405212402) (312,4.221019744873047) (2,4.178447246551514) (101,4.128316879272461) (8,4.128148555755615)
1243: (15,11.182855606079102) (0,10.313028335571289) (4,9.191314697265625) (167,7.9007391929626465)* (159,7.060118675231934)* (48,7.037956237792969)* (67,6.569416046142578)* (2,6.484107971191406) (324,6.375866889953613) (674,6.105860233306885) (35,6.05133056640625) (371,5.971861839294434) (101,5.908475875854492) (170,5.895358085632324) (113,5.818286895751953) (8,5.733072280883789) (142,5.664134979248047) (173,5.645237922668457) (81,5.632819652557373) (169,5.582563400268555)
1244: (136,4.492359161376953) (560,4.225089073181152) (4,4.188665390014648) (419,4.181838512420654) (3346,3.8573451042175293) (1790,3.750021457672119) (915,3.7260642051696777) (546,3.7052152156829834) (519,3.67340087890625)* (3808,3.6344990730285645) (566,3.5644288063049316) (2997,3.557955741882324) (2069,3.546982526779175)* (153,3.4680285453796387) (520,3.456960678100586)* (166,3.388355255126953) (1062,3.3412606716156006)* (806,3.2746434211730957) (1265,3.2740323543548584) (2026,3.2729384899139404)
1245: (1144,5.945498466491699) (625,5.840267181396484) (1100,5.6743974685668945) (15,5.538328647613525) (592,5.40011739730835) (806,5.298284530639648) (618,4.790621757507324)* (1095,4.76416015625)* (147,4.719683647155762) (2137,4.66743278503418)* (1087,4.595340728759766)* (520,4.567807197570801) (640,4.52041482925415) (1091,4.412614345550537) (2997,4.388123512268066) (642,4.368124485015869) (560,4.342859268188477) (3266,4.290994167327881) (2609,4.181659698486328) (187,4.172854423522949)*
1247: (6987,1.8298060894012451) (35999,1.7980928421020508) (7339,1.5697009563446045) (6985,1.4119036197662354) (6090,1.3597757816314697) (2258,1.3334288597106934) (9170,1.3086156845092773) (7374,1.2940945625305176) (9065,1.292884349822998) (9041,1.268209457397461) (1798,1.2508726119995117)* (6989,1.1854233741760254) (3712,1.1532789468765259) (1735,1.1444460153579712) (9183,1.133673906326294) (22044,1.1216683387756348) (7359,1.1148390769958496) (9099,1.1102914810180664) (6628,1.10498046875) (6393,1.0790005922317505)
1248: (559,12.29975700378418)* (106,10.596410751342773)* (116,10.350532531738281) (15,10.07768440246582) (0,9.395100593566895)* (1260,9.195533752441406) (1095,8.912226676940918)* (324,8.853116989135742)* (1224,8.786941528320312)* (92,8.519285202026367)* (592,8.462177276611328) (2114,8.407489776611328) (1242,8.197161674499512)* (774,8.185445785522461) (1087,8.140790939331055) (123,7.953038692474365) (34,7.952127456665039) (50,7.914530277252197) (2141,7.845766544342041)* (1,7.812453269958496)
1250: (131,4.6732988357543945) (592,4.547793388366699) (2069,4.325997352600098) (519,4.289071559906006) (512,4.097370147705078) (190,4.007352828979492) (575,3.980525493621826) (1116,3.977205753326416) (168,3.961452007293701) (932,3.900811195373535) (560,3.8995003700256348) (862,3.8852171897888184) (1144,3.8409509658813477) (2997,3.7829782962799072) (15,3.6210997104644775) (172,3.5818734169006348) (67,3.580516815185547) (493,3.5652337074279785) (1172,3.556100606918335) (136,3.533588409423828)
1251: (1099,5.561034679412842) (190,5.524155616760254) (592,5.360834121704102) (649,5.34326171875) (1100,5.306975364685059)* (2143,5.03974723815918) (185,5.020931720733643) (3280,4.914661884307861) (1682,4.883345603942871) (1144,4.851201057434082) (626,4.746988296508789)* (660,4.728921890258789) (1091,4.609705924987793) (3266,4.555375576019287) (2134,4.483123302459717) (642,4.469809532165527) (3381,4.463305473327637) (1095,4.442765712738037)* (2141,4.40529727935791) (2132,4.347440242767334)
1253: (15,1.6561065912246704) (560,1.3842265605926514) (4,1.3671481609344482) (147,1.3010108470916748) (185,1.2378356456756592)* (512,1.2365121841430664) (130,1.1846375465393066) (592,1.171288013458252) (167,1.1259305477142334) (493,1.1240875720977783) (67,1.0936639308929443) (519,1.0453823804855347) (419,1.0374364852905273) (48,1.0332908630371094) (707,1.0052745342254639) (1273,1.0031589269638062) (520,0.9841563701629639)* (1063,0.9794284105300903) (2069,0.9668077826499939) (164,0.9653838276863098)
1254: (2,0.7362108826637268) (420,0.5663388967514038) (421,0.5422561764717102) (8,0.5329216718673706) (226,0.5093805193901062) (4,0.5086824893951416)* (810,0.5066696405410767)* (1,0.5066611766815186) (388,0.4988022744655609) (685,0.4834059476852417) (1949,0.45210644602775574) (1826,0.4498230218887329) (721,0.4455392062664032) (716,0.4323055148124695) (4122,0.4106346666812897) (986,0.40526244044303894) (2932,0.3974664807319641)* (1867,0.3963688611984253) (364,0.3927674889564514) (1336,0.39169371128082275)*
1255: (0,10.049153327941895) (5319,8.55887222290039)* (11,8.429159164428711) (3,7.946834564208984) (2072,7.85841178894043)* (721,7.569499492645264)* (3139,7.437682628631592)* (2821,7.1197614669799805)* (413,6.967443943023682) (215,6.91796875)* (2152,6.842036247253418) (301,6.72114896774292) (4547,6.492637634277344) (8148,6.469490051269531)* (2621,6.386423587799072) (3100,6.3027825355529785)* (3206,6.2616777420043945) (101,6.212608814239502) (4130,6.167784690856934) (6050,6.161948204040527)
1256: (15,2.269235134124756) (0,2.2341389656066895) (4,1.9378620386123657) (167,1.5095443725585938) (159,1.2967503070831299) (67,1.2726482152938843) (215,1.2606158256530762) (11,1.1853537559509277) (9,1.1462293863296509) (952,1.1394785642623901) (185,1.1384578943252563) (553,1.1299985647201538) (95,1.1162875890731812) (87,1.1028515100479126) (312,1.085068941116333) (113,1.0655847787857056) (94,1.0655643939971924) (419,1.0643064975738525) (168,1.0489897727966309) (8,1.0477405786514282)
1257: (4,13.912596702575684) (15,11.35624885559082)* (522,9.074783325195312) (136,8.731420516967773)* (39,8.612796783447266) (2188,8.380327224731445)* (1192,8.373798370361328) (2956,8.344430923461914)* (649,8.332998275756836)* (1103,8.248441696166992) (73,8.12170696258545)* (932,7.829082489013672) (486,7.802663326263428)* (74,7.76168155670166) (1116,7.731173992156982)* (540,7.618108749389648)* (1305,7.613880157470703)* (1172,7.525898456573486)* (3245,7.504674911499023) (913,7.488763809204102)*
1258: (15,6.863058090209961)* (168,4.776333808898926) (11,4.758650779724121) (48,4.479334354400635) (167,4.443696975708008) (67,4.419695854187012) (215,4.292662620544434) (13,4.258368492126465) (113,4.023236274719238) (107,3.9775733947753906) (3,3.956995725631714) (16,3.9260776042938232) (72,3.7186384201049805) (366,3.693081855773926) (17,3.690929412841797) (14,3.6295111179351807) (512,3.5209319591522217) (18,3.51641583442688) (674,3.478689193725586) (661,3.4549899101257324)
1259: (592,1.8788565397262573) (185,1.8099043369293213)* (147,1.7497105598449707) (560,1.7402541637420654) (1144,1.5697743892669678) (136,1.4645782709121704) (625,1.4514667987823486) (153,1.4375145435333252) (512,1.3782589435577393) (941,1.3693716526031494) (1091,1.357185959815979) (1063,1.3495358228683472) (806,1.3365325927734375) (172,1.3231515884399414) (575,1.320061206817627) (3346,1.3151500225067139) (2114,1.2998735904693604) (166,1.2997477054595947) (1072,1.295515775680542) (539,1.2850836515426636)
1260: (11,1.5818662643432617)* (0,1.506864309310913) (15,1.237518072128296)* (18,1.1684925556182861) (4,1.031599760055542) (215,0.9779554009437561)* (17,0.9130536317825317) (13,0.8886610269546509)* (168,0.8799402713775635)* (167,0.8644672632217407)* (54,0.844153106212616) (661,0.8374555110931396)* (142,0.8215296268463135)* (123,0.8154884576797485)* (721,0.8074390888214111) (81,0.7909728288650513) (115,0.788854718208313) (67,0.7852829694747925)* (211,0.7740731239318848) (113,0.7634332180023193)*
1261: (18,9.717094421386719) (9,9.179872512817383) (11,8.024896621704102) (17,7.970269203186035)* (2026,7.638429164886475)* (72,7.558849334716797) (6215,7.479790210723877) (2147,7.441811561584473)* (964,7.1343464851379395) (248,6.966636657714844) (113,6.856045722961426) (870,6.847845077514648)* (848,6.79276180267334)* (1187,6.6991376876831055)* (2435,6.65037727355957)* (1202,6.649197578430176) (763,6.647086143493652) (189,6.636588096618652) (990,6.595676422119141) (186,6.583377838134766)
1262: (4,13.109583854675293)* (0,9.932159423828125)* (15,9.133184432983398) (147,8.523260116577148)* (1,8.119967460632324) (1144,7.703269958496094) (8,7.633114814758301) (11,7.189848899841309) (170,7.083621025085449) (1336,7.070704460144043)* (364,7.053539276123047) (806,6.915192604064941)* (159,6.913902282714844) (360,6.807091236114502) (51,6.711346626281738) (131,6.650613307952881) (3266,6.618681907653809) (366,6.566163539886475)* (129,6.471035957336426) (222,6.469952583312988)*
1263: (2,0.7361000776290894) (420,0.5662136077880859) (421,0.542125940322876)* (8,0.5328152179718018) (226,0.5092068910598755) (4,0.5083518624305725) (1,0.5065855979919434) (810,0.5064913034439087)* (388,0.49866223335266113)* (685,0.48328039050102234)* (1949,0.4519862234592438) (1826,0.4496903419494629)* (721,0.44540852308273315)* (716,0.4322032034397125) (4122,0.4105108976364136) (986,0.4051484763622284) (2932,0.3973548412322998)* (1867,0.39628052711486816)* (364,0.3926401138305664)* (1336,0.3915526270866394)
1264: (4,13.4453125) (15,6.950883865356445) (345,6.880484580993652) (48,6.703866004943848) (342,6.366547584533691) (67,6.296255111694336) (167,6.117103576660156) (952,5.8948540687561035)* (51,5.539664268493652) (2077,5.442193508148193) (8,5.408125877380371) (159,5.381889343261719) (419,5.3803863525390625) (0,5.300732612609863) (129,5.281615734100342) (130,5.251791477203369)* (3310,5.181477069854736) (270,5.1669745445251465)* (512,5.158358573913574) (1972,5.144229412078857)
1265: (2,0.736190676689148)* (420,0.5663250684738159) (421,0.5422348380088806) (8,0.5328938364982605)* (226,0.5093653202056885) (4,0.5085667371749878)* (1,0.5066841244697571) (810,0.5066492557525635) (388,0.49878036975860596) (685,0.48339492082595825) (1949,0.45209184288978577) (1826,0.4498085677623749) (721,0.4455256462097168) (716,0.4322827160358429) (4122,0.4106203317642212) (986,0.4052444100379944) (2932,0.397453248500824) (1867,0.396364688873291) (364,0.39276111125946045)* (1336,0.3916824460029602)
1266: (18,5.616795539855957) (9,5.448629379272461) (17,4.880690097808838) (0,4.642152786254883) (721,4.583807945251465) (215,4.508699893951416) (689,4.2187089920043945) (722,4.076059341430664) (3938,3.9735612869262695) (668,3.8634278774261475) (254,3.8458175659179688) (2932,3.8344295024871826) (5059,3.834285259246826) (3865,3.7942845821380615) (18366,3.710939407348633) (661,3.701892375946045) (1202,3.6739988327026367) (211,3.632453441619873) (2152,3.613217353820801) (252,3.595557451248169)*
1267: (11,8.176870346069336) (15,8.144380569458008) (9,7.723560333251953)* (81,6.990396022796631) (18,6.808759689331055) (0,6.6142473220825195) (167,6.587845802307129) (707,6.466072082519531)* (560,6.447441101074219)* (136,6.305709362030029) (159,5.789941787719727)* (88,5.773827075958252)* (512,5.678761959075928) (952,5.596489429473877) (106,5.5854387283325195) (168,5.460829734802246)* (16,5.433398246765137) (904,5.298061847686768)* (123,5.249152183532715) (419,5.142248153686523)
1268: (2,0.7361979484558105)* (420,0.5663323402404785)* (421,0.5422537922859192)* (8,0.5329181551933289)* (226,0.5093796849250793)* (4,0.508677065372467) (810,0.5066686868667603)* (1,0.5066590905189514)* (388,0.49880093336105347)* (685,0.48340582847595215)* (1949,0.452102392911911)* (1826,0.4498237669467926)* (721,0.44554466009140015)* (716,0.4323047399520874)* (4122,0.41063398122787476)* (986,0.40526074171066284)* (2932,0.397474467754364)* (1867,0.396367609500885)* (364,0.39277029037475586)* (1336,0.39169615507125854)*
1269: (707,2.8133506774902344)* (493,2.713202476501465) (560,2.711585283279419) (512,2.6925320625305176)* (520,2.6271462440490723)* (2066,2.6075198650360107) (136,2.5376698970794678) (130,2.4866015911102295) (1273,2.4347050189971924) (915,2.401829481124878)* (153,2.396369218826294) (166,2.3929803371429443) (185,2.3496298789978027) (147,2.3228230476379395) (592,2.3025107383728027) (1063,2.2238893508911133) (1267,2.2043685913085938) (1790,2.088690996170044) (546,2.0824224948883057) (875,2.057847023010254)
1270: (345,9.277807235717773)* (34,8.834529876708984)* (434,8.406591415405273)* (44,7.916631698608398) (395,7.798221588134766) (61,7.691234111785889)* (324,7.555057525634766) (1,7.479410648345947) (167,7.471981048583984)* (4397,7.440271854400635) (510,7.3975725173950195) (205,7.3284454345703125)* (123,7.207377910614014) (486,7.147624492645264)* (113,7.134355545043945)* (1072,6.973901748657227)* (11,6.929914951324463) (1055,6.618380069732666) (107,6.538424968719482) (101,6.48628044128418)*
1271: (15,13.933991432189941)* (11,9.805734634399414) (0,7.709355354309082) (173,7.661338806152344)* (113,7.390044212341309)* (71,7.379539489746094) (6,7.215752601623535) (265,7.172126770019531) (153,7.124659061431885)* (625,7.055571556091309)* (35,7.029659271240234) (9,7.017160415649414) (168,7.01647424697876)* (87,6.979496002197266) (520,6.949102401733398) (818,6.916116714477539) (707,6.909456253051758)* (17,6.908047676086426) (986,6.811223983764648) (63,6.794136047363281)
1272: (89,9.160406112670898) (1267,8.628189086914062)* (2066,8.198641777038574) (520,7.813502311706543) (875,7.732486724853516)* (842,7.703367233276367) (874,7.614100933074951) (1891,7.512824535369873) (2713,7.461170196533203) (904,7.4253339767456055) (1248,7.414445877075195)* (419,7.23324728012085) (136,7.231207847595215) (834,7.217214584350586)* (913,7.115750789642334) (476,7.098613739013672) (1918,7.087861061096191) (640,7.051920413970947)* (848,7.018087387084961)* (2026,6.930562973022461)
1273: (1021,9.173166275024414)* (1051,9.147406578063965)* (170,9.126447677612305)* (12375,8.896198272705078)* (4144,8.641190528869629)* (1002,8.585539817810059) (2846,8.538002014160156)* (1766,8.285242080688477) (1906,8.263832092285156)* (9443,8.084242820739746) (4722,8.016727447509766)* (1992,7.944547653198242)* (1645,7.906134605407715)* (1626,7.815794944763184) (2838,7.798140525817871) (4750,7.661694526672363) (16952,7.571584701538086)* (12380,7.521609783172607)* (1689,7.370572090148926)* (1068,7.286708831787109)*
1274: (4540,12.384597778320312) (8679,12.311395645141602)* (2830,12.211938858032227)* (3141,12.11133098602295)* (4529,11.810749053955078) (3874,10.654961585998535)* (4553,10.288249015808105) (8854,10.183168411254883)* (1778,9.955623626708984) (1739,9.730660438537598) (4482,9.7205810546875) (2328,9.5911226272583)* (3877,9.469781875610352)* (4293,9.365751266479492) (2823,9.313910484313965) (9371,9.24116325378418) (6670,9.226734161376953) (8676,9.196460723876953)* (3499,9.144938468933105)* (12123,9.041742324829102)
1275: (4,1.3045542240142822) (167,1.2582557201385498) (48,1.2496987581253052)* (0,1.23603355884552) (159,1.0825451612472534) (11,1.071819543838501) (67,1.0670361518859863) (215,0.9530914425849915) (168,0.9124729633331299) (324,0.908061146736145) (107,0.903522253036499) (131,0.9007247090339661) (113,0.8974593877792358)* (170,0.8879335522651672) (9,0.8747397661209106) (366,0.8657861948013306) (101,0.8262640833854675) (185,0.8184628486633301)* (674,0.8175671100616455)* (169,0.8057458996772766)
1276: (4,8.58917236328125) (1180,6.781275749206543)* (3445,6.268019676208496) (952,6.201481819152832) (54,5.983025550842285)* (3499,5.941456317901611) (242,5.487489700317383) (51,5.451476573944092) (168,5.094516277313232)* (1279,5.04578971862793) (13,5.030389785766602) (9,4.960014343261719) (189,4.946981430053711) (553,4.835569381713867) (16,4.7734222412109375) (342,4.728584289550781) (4951,4.7232208251953125)* (434,4.6905436515808105) (1242,4.678365707397461) (129,4.600624084472656)
1277: (15,5.167234420776367) (4,4.177245140075684) (11,3.7146780490875244) (167,3.680891513824463) (0,3.6642088890075684) (131,3.5497140884399414) (48,3.547636032104492) (215,3.524543046951294) (13,3.4853675365448) (159,3.466628313064575) (67,3.2048330307006836) (366,3.1323347091674805) (371,3.078078269958496) (113,3.0569677352905273) (674,3.053675651550293) (14,3.0426197052001953) (324,3.0079293251037598) (9,2.9604196548461914) (2,2.8199191093444824) (3,2.8000502586364746)
1278: (15,14.128022193908691) (17,7.776262283325195) (18,7.122917652130127) (721,7.098545074462891)* (632,7.078269958496094) (123,7.018863677978516) (440,6.774591445922852) (35,6.755516052246094) (101,6.721438884735107) (2,6.3916425704956055) (674,6.286128520965576)* (366,6.060493469238281)* (5,5.948747634887695) (135,5.915622711181641)* (560,5.894555568695068) (665,5.833478927612305) (115,5.769960880279541) (922,5.765787124633789) (139,5.751133918762207) (4,5.734164714813232)
