userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
2956: (2571,5.8953728675842285) (480,5.362783908843994) (260,5.15640926361084) (1196,5.108513832092285) (2916,4.776531219482422) (1527,4.683612823486328)* (1580,4.653378486633301) (1372,4.534968376159668) (329,4.485791206359863) (1584,4.466966152191162)* (1374,4.44849967956543) (1376,4.313251495361328) (316,4.300450801849365) (1270,4.059019088745117) (3793,3.9498648643493652) (541,3.9461631774902344) (1240,3.8816020488739014) (1676,3.836672306060791) (1653,3.7476086616516113) (1375,3.7326626777648926)
2957: (2571,3.542872428894043) (480,3.226867198944092) (1240,2.8150720596313477) (1580,2.8095803260803223) (110,2.7869694232940674)* (2916,2.5672059059143066) (457,2.4735164642333984)* (260,2.463684558868408)* (1214,2.314295768737793) (1249,2.3110034465789795) (1200,2.300039529800415) (1196,2.24709415435791)* (2028,2.1976964473724365)* (1210,2.1876444816589355)* (1,2.1677188873291016) (1610,2.057173728942871) (593,1.911668300628662)* (1259,1.8683443069458008) (541,1.8432464599609375)* (1036,1.8256895542144775)
2958: (2987,10.629926681518555) (2997,10.442594528198242) (2762,6.661330223083496) (2396,6.54719352722168) (223,5.443569183349609) (2683,5.421130180358887) (2959,5.329755783081055) (3176,4.948119163513184) (3793,4.897702217102051)* (3114,4.767006874084473)* (2908,4.729753017425537) (2395,4.709522247314453) (3578,4.625972747802734) (2336,4.511118412017822) (2580,4.196237087249756) (1127,4.144694805145264) (1210,4.136202812194824) (2710,4.133601665496826) (3174,4.132873058319092) (260,4.114765167236328)
2959: (2987,8.989664077758789) (3793,6.234466075897217) (2997,5.813957691192627) (2683,5.20346736907959)* (2355,5.098329544067383)* (223,5.085269927978516) (3005,4.953334331512451)* (2706,4.910808563232422)* (2959,4.818870544433594) (2605,4.812187194824219) (2490,4.4016265869140625)* (3081,4.39729642868042) (3623,4.263994216918945) (2058,4.217254638671875) (3578,4.1477766036987305) (3114,3.931654453277588)* (2770,3.863555908203125) (1127,3.8314695358276367) (3176,3.7579286098480225) (2396,3.744082450866699)
2960: (858,7.535821914672852) (608,7.3548736572265625) (2997,7.013409614562988) (2028,6.777362823486328) (1213,6.68071174621582) (260,6.1959228515625)* (50,6.089622497558594) (912,6.024595260620117) (1252,5.529778957366943) (2762,5.015452861785889) (1225,4.990217685699463)* (1198,4.900315284729004) (1136,4.869858741760254) (1208,4.7246551513671875) (923,4.6794962882995605) (1207,4.591860771179199) (924,4.453364372253418) (919,4.451652526855469) (1704,4.374789237976074) (908,4.295398235321045)
2961: (1259,8.211023330688477) (2858,7.373682498931885) (2791,5.888767242431641) (110,5.613680839538574) (1284,5.361162185668945)* (2160,5.264168739318848) (1248,4.868069648742676) (2948,4.839601993560791) (1965,4.515848159790039) (3481,4.409997940063477) (3930,4.3637471199035645) (2291,4.320499897003174) (2455,4.230051040649414) (3753,4.209600448608398) (3897,3.94488263130188) (2454,3.9247679710388184) (3450,3.863832712173462) (2997,3.7672219276428223) (3160,3.7544965744018555) (1252,3.6941823959350586)
2962: (541,6.340314865112305) (924,6.222006797790527) (1249,6.093917369842529) (1214,5.966846466064453) (1252,5.865220069885254) (1219,5.821310520172119)* (1199,5.797325611114502)* (908,5.6703362464904785) (903,5.6571173667907715) (1240,5.286988735198975) (1258,5.033411026000977) (1267,5.033208847045898)* (1284,4.517666816711426) (3435,4.509284496307373)* (2664,4.4145588874816895) (593,4.306823253631592) (3471,4.292302131652832) (1748,4.252617835998535) (3897,4.034448623657227) (2455,4.008132457733154)*
2963: (318,3.605682373046875) (608,3.304961681365967)* (527,3.241231918334961) (50,2.927833080291748)* (2762,2.8899636268615723) (2028,2.808743476867676) (296,2.7544946670532227) (1617,2.7138285636901855) (2858,2.652890682220459)* (1213,2.48960280418396) (589,2.1717257499694824) (1704,2.1472253799438477)* (1358,2.0904088020324707) (1193,2.0406458377838135)* (1,2.023754596710205) (858,1.9667612314224243)* (1089,1.9309053421020508) (457,1.8696166276931763) (2571,1.8479328155517578) (260,1.8475315570831299)
2964: (1617,2.7123212814331055)* (1248,2.6073620319366455) (903,2.218395709991455)* (904,2.214561939239502)* (913,2.2104485034942627)* (1267,2.0474350452423096)* (541,2.019900321960449) (924,2.008641004562378)* (858,1.9896184206008911) (608,1.989502191543579)* (111,1.961129903793335)* (3435,1.9396072626113892)* (750,1.9332666397094727) (2987,1.9289666414260864) (1284,1.8954226970672607) (912,1.8781622648239136)* (1230,1.8622493743896484)* (1221,1.8417987823486328) (1193,1.8341641426086426)* (908,1.8222914934158325)*
2965: (593,5.863813400268555) (260,5.602324485778809) (1221,5.381808280944824) (2028,4.864810943603516) (1196,4.734800815582275) (1225,4.655488014221191) (608,4.49544620513916) (1198,4.159189701080322) (1207,4.156067848205566) (296,4.1508331298828125) (1213,4.016429424285889) (1247,3.9982800483703613) (919,3.990713357925415)* (923,3.8820741176605225) (111,3.8682940006256104) (1276,3.7228593826293945) (50,3.5471129417419434) (1252,3.5121161937713623) (1136,3.5032401084899902) (2997,3.4755964279174805)
2966: (2716,2.545647621154785) (913,2.1922354698181152) (2355,1.996889352798462) (2683,1.986189603805542) (3175,1.6941713094711304) (3114,1.6907721757888794) (223,1.5907320976257324)* (2997,1.5815865993499756)* (588,1.5810632705688477) (2700,1.518786907196045)* (1127,1.4845061302185059) (2770,1.4328522682189941) (1291,1.4328206777572632)* (2706,1.3339893817901611)* (1,1.3221065998077393)* (2396,1.3204249143600464)* (1210,1.3032660484313965)* (1198,1.2882379293441772)* (2761,1.2872629165649414) (2394,1.277879238128662)
2967: (1248,10.402552604675293)* (111,7.462881565093994)* (904,6.83089542388916) (1256,6.801070690155029) (1199,6.761566162109375) (1136,6.719723224639893)* (2186,6.640663146972656) (912,6.245829105377197)* (1953,6.169112205505371) (1214,6.011669635772705)* (1148,6.0019941329956055) (903,5.983372688293457) (1945,5.94171142578125)* (908,5.8042168617248535) (2010,5.768073081970215) (2692,5.756121635437012)* (3730,5.73988151550293) (2289,5.689490795135498) (1,5.5808305740356445) (1284,5.572001934051514)*
2968: (586,1.7337491512298584) (588,1.6769018173217773)* (575,1.2871477603912354) (589,1.2337849140167236) (364,1.1738157272338867)* (595,1.1141160726547241) (1028,1.1061712503433228) (2052,1.0927211046218872) (62,1.0857810974121094) (150,1.07638680934906) (2085,1.0743985176086426)* (1907,1.0721769332885742) (1013,1.0252578258514404)* (1588,1.018900990486145) (1097,1.0112626552581787)* (1022,1.0000851154327393) (2018,0.9888312816619873) (2687,0.9715920686721802) (48,0.965123176574707) (587,0.9598938822746277)
2969: (2987,10.36984634399414) (2683,6.769876003265381) (2997,6.647233963012695)* (2028,6.622309684753418) (1580,6.077156066894531)* (110,6.006810188293457) (1,5.795749664306641) (1197,5.694149494171143) (2959,5.61953067779541) (32,5.3229660987854) (1584,5.30744743347168) (1036,5.261242866516113) (223,5.253113746643066) (318,5.239821434020996) (457,5.194833278656006) (780,5.154957294464111) (924,4.959918975830078) (2763,4.851944446563721) (1617,4.761649131774902) (50,4.7144856452941895)
2970: (593,7.779967308044434) (2028,7.20271110534668)* (527,6.1457319259643555) (1704,6.025556564331055)* (608,5.831683158874512) (50,5.727541923522949) (2997,5.679410934448242) (2396,5.554155349731445) (457,5.10698127746582)* (1923,5.095598220825195) (1213,5.0881853103637695) (480,5.080953598022461) (1580,4.671080589294434) (150,4.552815914154053)* (2324,4.532618999481201) (34,4.345931053161621) (3147,4.268665313720703)* (2706,4.1971516609191895) (223,4.195695877075195) (3578,4.156399726867676)
2971: (2064,4.74540376663208) (3793,4.092694282531738) (162,4.08088493347168)* (3007,3.7933502197265625) (246,3.617171287536621) (3911,3.350220203399658) (2395,3.140479803085327) (2692,3.1081554889678955) (1199,3.0876920223236084) (589,3.0821101665496826) (1649,3.0282084941864014)* (3897,2.9868364334106445) (2997,2.8573272228240967) (1259,2.8476815223693848) (2858,2.835075855255127) (581,2.8069956302642822) (1248,2.7891719341278076) (1673,2.6844398975372314) (2912,2.681887626647949) (3328,2.6400070190429688)*
2972: (2571,6.88111686706543)* (2028,6.683691501617432) (1923,6.204015731811523)* (2058,5.7347917556762695) (2706,5.635770320892334)* (733,5.524256706237793) (356,5.452950477600098) (858,5.425673007965088) (480,5.399086952209473) (377,5.2235260009765625) (1517,5.200783729553223) (1580,5.066639423370361) (1573,5.011868476867676) (1610,4.945225715637207) (296,4.838653087615967) (1912,4.776403427124023) (21,4.768008708953857) (1221,4.757875919342041) (593,4.738559246063232) (50,4.731009006500244)
2973: (2683,7.7981061935424805)* (223,7.447778224945068) (2396,7.1132707595825195) (2716,6.584999084472656)* (2959,6.288742542266846) (3114,6.184720039367676) (3793,5.847365379333496) (3176,5.782047748565674) (2700,5.758110046386719)* (2580,5.586041450500488) (2710,5.50372314453125) (3081,5.367867469787598) (2502,5.31138801574707) (785,5.142216205596924) (2333,5.139994144439697) (3175,5.126746654510498) (3408,5.019857883453369)* (2694,4.973998069763184) (2707,4.858004093170166) (2692,4.770760536193848)
2974: (589,2.2431540489196777) (2571,2.063292980194092)* (3578,2.0567924976348877)* (3624,1.888298749923706) (1249,1.7034165859222412) (3175,1.6910557746887207) (3555,1.657118558883667) (260,1.6158615350723267)* (1374,1.6108745336532593) (3753,1.5935040712356567) (3745,1.5783575773239136) (1196,1.5443605184555054) (3623,1.5402352809906006)* (3751,1.5145044326782227) (1210,1.5132155418395996)* (3510,1.4091997146606445) (2959,1.3988405466079712)* (480,1.3864067792892456) (1197,1.3837110996246338)* (1240,1.3326480388641357)*
2975: (908,7.380032539367676) (608,7.168724060058594)* (923,7.006731986999512) (1230,6.852391242980957)* (904,6.789825439453125) (593,6.701752662658691) (1247,6.452145576477051) (111,6.442716598510742) (910,5.942255020141602)* (1221,5.9316301345825195) (296,5.923707008361816) (903,5.839594841003418) (1250,5.781852722167969) (1213,5.770136833190918) (919,5.59816837310791)* (1256,5.546189308166504) (1196,5.526291370391846) (50,5.50834846496582) (3435,5.481464385986328) (1219,5.279426097869873)
2976: (2716,6.150839805603027) (1220,5.833030700683594) (2700,5.561350345611572)* (1394,5.494537830352783)* (2683,5.387001037597656) (1257,5.237618923187256) (1079,4.90661096572876) (3210,4.869065284729004) (1215,4.6822829246521) (1258,4.530527591705322) (1261,4.51069974899292) (1222,4.4912109375) (1663,4.463821887969971) (2959,4.425900459289551) (1923,4.382282733917236)* (2502,4.332395553588867) (3052,4.301388263702393) (785,4.145429611206055) (1732,4.097927570343018)* (1270,4.011640548706055)
2977: (2858,4.188300609588623) (2706,3.6135075092315674) (2762,3.5037150382995605) (2683,3.1367154121398926) (2396,3.080477714538574) (2959,3.001352548599243) (593,2.9326603412628174) (3005,2.912987232208252) (223,2.7619452476501465) (2688,2.737454891204834) (2707,2.5716795921325684) (2605,2.5589475631713867) (2987,2.541837692260742) (2355,2.470525026321411) (2881,2.450058937072754) (2716,2.4446191787719727) (2336,2.4361815452575684) (2433,2.435814380645752) (2908,2.413691520690918) (3408,2.402811288833618)
2978: (1248,8.186909675598145) (923,6.7252302169799805)* (1219,6.536561012268066)* (1252,6.491003036499023) (2186,6.2765045166015625) (910,6.235800266265869) (593,5.938112258911133) (1267,5.796293258666992) (1212,5.71710205078125) (1284,5.539149761199951)* (1213,5.463149070739746)* (1148,5.30185604095459) (2858,5.281155109405518) (1207,5.229004859924316) (912,4.956830978393555)* (2289,4.946226119995117) (905,4.930085182189941)* (930,4.874703884124756) (2300,4.850251197814941) (1250,4.841447353363037)
2979: (745,5.9831085205078125) (3751,5.7538042068481445)* (2997,5.435088157653809) (3175,5.134588718414307) (1223,5.025122165679932) (720,4.783453941345215) (1097,4.366189002990723) (2762,4.322002410888672) (1265,4.2964253425598145) (1282,4.282720565795898) (594,4.2191267013549805) (2858,4.2158613204956055) (2687,4.157753944396973) (2081,4.101845741271973)* (2571,4.043784141540527) (3159,3.925736904144287) (1580,3.894062042236328) (527,3.8569812774658203) (2716,3.8529953956604004) (2394,3.8393983840942383)
2980: (1198,4.987311363220215)* (1242,4.825278282165527) (1961,4.672274112701416) (1293,4.66802978515625) (2028,4.628576755523682)* (1225,4.626777648925781)* (1957,4.346571445465088)* (1250,4.339356422424316) (1299,4.303369522094727) (1196,4.282519817352295) (3578,4.212083339691162) (589,4.097145080566406) (593,4.060884952545166) (1960,3.9036331176757812)* (1097,3.900076389312744) (318,3.89469313621521)* (110,3.821730136871338) (1674,3.817875623703003) (1291,3.8138222694396973) (1197,3.7623159885406494)
2981: (593,4.9965739250183105) (1196,4.964629650115967) (2396,4.7139081954956055) (608,4.627695083618164) (1617,4.587577819824219) (527,4.477982521057129) (296,4.316742420196533)* (1265,4.287051200866699)* (1210,4.241677761077881) (356,4.235782623291016)* (2028,4.230528354644775) (50,4.174461364746094) (1198,4.1216230392456055) (1193,4.116178512573242) (1,4.0554704666137695) (2324,3.692169666290283) (1270,3.5972628593444824) (2762,3.550126075744629) (3481,3.4524688720703125) (1641,3.447199821472168)
2982: (3435,5.461825370788574) (913,5.219509124755859) (1284,5.146524429321289) (904,5.110228538513184) (903,4.864168167114258) (608,4.694112777709961) (50,4.533935546875) (922,4.386470794677734) (930,4.212006568908691) (908,4.209252834320068) (2987,4.065982818603516)* (3334,4.046306133270264) (1212,3.960437774658203) (1089,3.9264674186706543) (942,3.8368611335754395) (2066,3.653017282485962) (541,3.5182576179504395)* (912,3.4503533840179443) (1213,3.421391010284424) (2203,3.273641347885132)
2983: (165,6.278782367706299) (349,6.06510591506958) (589,6.040546417236328) (648,5.777242660522461) (1608,5.724198341369629) (6,5.605709552764893) (457,5.579044342041016) (10,5.564162731170654) (474,5.409546852111816) (2763,5.384030342102051) (1918,5.293677806854248) (3082,5.258694171905518) (2001,5.252325534820557) (780,5.2405805587768555) (1573,5.000388145446777) (1527,4.975731372833252) (2273,4.930369853973389) (2916,4.884390354156494)* (292,4.8699493408203125) (1408,4.744488716125488)
2984: (3450,2.1220130920410156)* (586,2.0233631134033203) (1259,1.8961477279663086) (356,1.642421841621399) (587,1.5545073747634888) (524,1.5117226839065552) (597,1.5050296783447266) (480,1.477948784828186) (539,1.4652748107910156) (1569,1.417227029800415) (110,1.3990302085876465)* (2791,1.3478760719299316) (908,1.3341020345687866)* (500,1.3036977052688599) (2424,1.2603559494018555) (344,1.2295033931732178) (3753,1.2257578372955322) (1580,1.222096562385559)* (1544,1.1904659271240234) (2671,1.1779447793960571)
2985: (2987,9.01451301574707) (1196,8.50024700164795)* (260,8.481840133666992)* (2628,8.076335906982422)* (588,6.497895240783691) (1376,6.042963981628418)* (1372,5.874866485595703)* (2054,5.8205156326293945) (3175,5.6307806968688965) (2028,5.122780799865723) (2193,5.077845573425293)* (2396,5.016763687133789) (2916,4.843289375305176) (2005,4.8147478103637695) (2081,4.793000221252441)* (2105,4.752581596374512) (648,4.690462589263916) (592,4.67859411239624)* (364,4.651978015899658) (1584,4.619429111480713)
2986: (2997,9.63742446899414)* (1641,7.166815757751465)* (3176,7.082309246063232)* (296,6.480773448944092)* (1784,6.440578460693359)* (2324,6.171871185302734)* (3148,5.916128635406494) (1060,5.913197994232178) (1094,5.629219055175781) (1704,5.616228103637695) (2108,5.499953269958496) (3174,5.435054302215576) (1673,5.418876647949219) (2395,5.410139560699463)* (838,5.36185359954834) (39,5.3382415771484375) (1729,5.320191383361816) (1357,5.311532020568848) (800,5.306807518005371) (1285,5.212840557098389)
2987: (593,6.21243143081665) (296,6.082775115966797) (1617,5.756786346435547) (3793,5.414277076721191) (608,5.342447280883789)* (2571,5.255838394165039) (2959,5.069668292999268) (2028,4.876938819885254) (2599,4.840500831604004) (589,4.8292646408081055) (1213,4.725574493408203) (1265,4.6531853675842285) (1196,4.631397247314453) (1197,4.535506248474121) (2395,4.510837554931641) (1923,4.49674129486084) (2396,4.485835075378418)* (2987,4.428544998168945) (47,4.397362232208252) (260,4.358457565307617)
2988: (2716,2.5456480979919434) (913,2.1922359466552734) (2355,1.9968898296356201)* (2683,1.9861900806427002)* (3175,1.6941717863082886)* (3114,1.690772533416748) (223,1.5907325744628906)* (2997,1.5815870761871338)* (588,1.5810635089874268) (2700,1.518787145614624) (1127,1.484506607055664)* (2770,1.4328527450561523) (1291,1.4328210353851318) (2706,1.3339898586273193)* (1,1.3221067190170288) (2396,1.3204251527786255) (1210,1.3032665252685547)* (1198,1.2882381677627563) (2761,1.2872631549835205) (2394,1.2778794765472412)
2989: (2987,2.2734856605529785) (1097,2.1345763206481934)* (1270,1.7919702529907227)* (2797,1.7574326992034912) (2005,1.5959923267364502) (1073,1.5378270149230957)* (2100,1.519090175628662) (2174,1.5054996013641357) (317,1.5044562816619873) (2161,1.4927849769592285)* (2011,1.4911799430847168) (2628,1.4728184938430786)* (2,1.432377815246582)* (260,1.4076464176177979)* (1019,1.3935916423797607)* (2407,1.392234206199646)* (586,1.366272211074829) (1210,1.3439160585403442)* (2105,1.3422136306762695)* (3479,1.3415175676345825)
2990: (1,8.222733497619629) (1225,7.150474548339844) (1265,6.950150489807129) (1307,6.926278591156006) (527,6.862415313720703) (589,6.822718620300293)* (1674,6.671051025390625)* (912,6.552685260772705) (265,6.375194549560547) (1230,6.264369010925293)* (1198,5.992105484008789) (296,5.722740173339844) (2020,5.705435752868652) (1617,5.694914817810059) (920,5.642757415771484) (919,5.613005638122559)* (1188,5.566836357116699) (1231,5.424956321716309)* (1252,5.313072204589844) (1183,5.252910614013672)
2991: (912,6.944074630737305) (1250,5.8437604904174805) (527,5.715810298919678) (1193,5.576025009155273) (1221,5.24528169631958) (1225,5.08680534362793)* (1230,4.857636451721191) (318,4.805049896240234) (1196,4.798870086669922) (1304,4.750237941741943) (969,4.749714374542236) (750,4.69083309173584)* (608,4.682940483093262) (920,4.636196136474609) (904,4.596892833709717)* (2028,4.571567058563232) (923,4.425461769104004) (1,4.283960342407227) (1233,4.2679033279418945) (111,4.210995674133301)
2992: (3793,12.090825080871582) (3510,7.819743633270264) (3408,7.6260881423950195) (3798,7.448670864105225) (3624,7.204302787780762) (3409,6.446703910827637) (3948,6.2828569412231445) (3481,6.255170822143555) (3623,6.031709671020508)* (3897,6.011137008666992) (3785,5.686689853668213) (3916,5.611867904663086) (2858,5.424196720123291) (3755,5.283115386962891) (3513,5.228881359100342) (3565,5.067728042602539) (3617,5.061465740203857) (3300,4.9302287101745605) (3752,4.750223636627197) (3863,4.493196487426758)
2993: (1196,7.069349765777588) (260,6.818758010864258) (2997,6.742352485656738) (589,6.679932594299316) (2987,6.396446228027344) (1210,6.351625442504883) (2858,5.96890115737915) (2762,5.703765869140625) (593,5.447519302368164)* (2959,5.433286666870117)* (3793,5.356194972991943) (2028,5.013354301452637) (1240,5.012112617492676) (541,4.951321601867676) (1270,4.88156270980835) (32,4.868749618530273) (1617,4.7805256843566895) (1200,4.691607475280762) (1127,4.610041618347168) (608,4.481794834136963)
2994: (2000,6.926456928253174) (21,6.738197326660156)* (1,6.67112398147583)* (1220,6.4094438552856445) (1265,6.24605131149292) (1387,5.935309410095215) (2058,5.921865463256836) (1580,5.849438667297363)* (1079,5.653148174285889) (1500,5.296969413757324) (1923,5.2496538162231445) (1197,5.238619804382324) (1294,5.178518295288086) (1288,5.142072677612305) (1370,4.929636001586914) (3253,4.924988746643066) (2302,4.8754167556762695) (2194,4.866859436035156) (1954,4.865631103515625) (3362,4.761323928833008)
2995: (260,9.107748985290527)* (1374,8.402790069580078)* (3793,8.16781234741211)* (780,7.980616092681885)* (1356,7.722291946411133)* (2193,7.622129440307617)* (2115,7.454070568084717) (480,7.1508636474609375)* (2005,7.126367568969727) (329,6.592227935791016) (3034,6.383502006530762)* (2021,6.276157379150391)* (594,6.16417121887207) (2872,6.100614070892334)* (2,6.072419166564941)* (3479,6.050398826599121) (2989,6.024787902832031)* (2116,5.834768772125244) (457,5.785774230957031) (1907,5.754042625427246)
2996: (2571,7.436163902282715)* (1198,6.7102789878845215)* (2058,6.279879093170166) (648,6.2415995597839355) (356,5.979941368103027) (592,5.957650184631348) (1270,5.874045372009277)* (377,5.713954925537109)* (1573,5.583827018737793) (380,5.536673069000244) (2054,5.3983917236328125) (2706,5.396724700927734) (2006,5.338376998901367) (1240,5.329713344573975)* (165,5.285224914550781) (1097,5.2671661376953125) (10,5.263531684875488) (2694,5.137909412384033) (3147,5.047809600830078) (1722,4.989479064941406)
2997: (1307,7.995079040527344) (1197,7.526731967926025)* (1,6.6041579246521) (2858,6.454560279846191) (356,6.077396392822266) (1196,5.740265846252441) (1674,5.69052791595459)* (3072,5.6258649826049805) (2797,5.530797958374023)* (1704,5.46668815612793) (1270,5.458244323730469) (34,5.406196594238281) (265,5.296269416809082) (1188,5.265321254730225) (2028,5.249595642089844)* (2248,5.172612190246582) (457,5.165334701538086)* (590,5.054960250854492)* (1617,4.942826271057129) (1393,4.928389549255371)
2998: (1270,5.116306304931641)* (2858,4.324038505554199) (1721,4.278660297393799) (3408,4.195001602172852) (3114,4.182156562805176) (2396,4.159588813781738) (3753,4.0293707847595215) (2355,3.9505326747894287)* (356,3.9315361976623535) (2762,3.832406520843506) (110,3.7510693073272705) (588,3.614518880844116)* (2683,3.5619635581970215) (1307,3.4957265853881836) (593,3.461747169494629) (480,3.4553894996643066) (2706,3.4131736755371094) (3510,3.4092116355895996) (1704,3.3898024559020996) (1393,3.3024184703826904)
2999: (588,11.040889739990234) (2987,8.237933158874512) (595,8.216715812683105) (364,7.501412391662598) (2085,7.357670783996582) (2096,7.316157817840576) (2081,6.936219692230225) (1907,6.793941020965576) (2080,6.608088970184326) (1029,6.342892646789551)* (596,6.1521220207214355) (2355,6.049389362335205) (3114,6.0450897216796875)* (2018,6.017240524291992) (1032,5.955046653747559) (3034,5.8140459060668945) (1566,5.720218181610107) (2687,5.649267673492432) (1025,5.503007888793945) (2059,5.32382869720459)
3000: (1210,6.650547981262207)* (2571,6.168159484863281)* (1580,5.704598426818848) (541,5.449406623840332)* (1270,5.2703447341918945) (2916,4.961033821105957) (1374,4.878019332885742) (1291,4.873157978057861)* (2628,4.641885280609131) (3175,4.513570785522461) (1127,4.436554908752441) (924,4.3824334144592285) (110,4.345829010009766) (1376,4.252215385437012) (457,4.204853057861328) (2396,4.0697174072265625) (1610,4.046065330505371) (1,4.03419303894043) (2997,3.9803943634033203)* (2716,3.970494031906128)
3001: (589,12.214873313903809)* (110,8.52950668334961)* (733,8.131803512573242)* (296,7.1404523849487305)* (2916,7.0800676345825195)* (318,6.927587032318115) (2353,6.793980598449707) (1408,6.735511779785156)* (1201,6.400575637817383)* (2268,6.313370704650879) (1258,6.215338230133057)* (1552,6.1214494705200195) (3527,6.115653991699219)* (2194,6.075189113616943) (1198,5.842607021331787)* (1358,5.585484504699707) (2000,5.385381698608398) (3107,5.375192165374756) (1917,5.293017387390137) (32,5.25588321685791)
3002: (2997,9.537920951843262)* (1,9.457643508911133)* (1148,7.723149299621582)* (2396,7.111184120178223)* (3114,6.935798645019531) (1230,6.780178546905518)* (1265,6.537634372711182)* (2791,6.457359790802002) (2599,6.454640865325928)* (1278,6.354523658752441) (1256,6.010703086853027) (3751,5.8383588790893555) (2289,5.599734783172607) (910,5.575136184692383)* (541,5.557371139526367) (1259,5.462100028991699)* (260,5.384732723236084)* (1196,5.381411552429199) (908,5.2072296142578125) (1294,5.15463399887085)
3003: (589,7.665583610534668) (1210,7.595737457275391) (1198,6.856619834899902) (1197,6.386368751525879)* (480,6.137369155883789)* (1527,5.333683013916016) (1127,5.219568252563477)* (592,4.979828834533691)* (2105,4.896235466003418) (2968,4.579206943511963) (1036,4.461824893951416) (1967,4.38967227935791) (1372,4.3861284255981445) (2872,4.369524002075195) (3527,4.340669631958008) (1215,4.2910003662109375) (2021,4.221348762512207) (3479,4.152496337890625) (316,4.122365474700928)* (32,4.116988658905029)*
3004: (1617,6.484050273895264) (318,5.975382328033447) (2762,5.8651885986328125)* (47,5.652414321899414) (2571,5.478257179260254)* (2858,5.191400051116943) (457,5.084658622741699) (1358,5.026522159576416) (1198,4.98472261428833) (260,4.844124794006348) (32,4.56217098236084) (1196,4.521049499511719) (858,4.371013641357422) (111,4.336606025695801) (1247,4.285713195800781) (778,4.2080159187316895) (924,4.200620651245117) (1407,4.2004594802856445) (1200,4.139106750488281) (912,4.124335289001465)*
3005: (1127,8.880318641662598) (2987,8.288338661193848) (3471,8.044918060302734) (750,7.539438247680664) (3793,7.407670021057129) (1206,6.841129302978516) (2916,6.72046422958374) (1356,6.611080646514893) (3703,6.362813949584961) (2968,6.172578811645508) (1301,6.068889141082764) (480,6.0658369064331055) (2288,5.899667739868164) (2021,5.866588592529297) (1584,5.856203079223633) (1580,5.52609395980835) (1375,5.403774738311768) (2985,5.377263069152832) (1653,5.347812652587891) (1198,5.309658050537109)
3006: (2706,7.299399375915527) (2858,7.017624855041504)* (223,6.523945331573486) (593,6.400722503662109) (2959,5.7737932205200195) (318,5.630101203918457) (260,5.499093055725098)* (3578,5.494354724884033)* (2700,5.326729774475098) (2355,5.157477378845215) (1210,5.147617340087891) (2987,4.96088981628418) (1270,4.774496555328369) (2599,4.696524143218994) (2502,4.599390983581543) (2396,4.5459442138671875) (2716,4.501996040344238)* (785,4.3637189865112305) (50,4.353984832763672) (2395,4.278079509735107)
3007: (2997,5.722230911254883) (1569,5.564358234405518) (2762,5.271396636962891)* (357,5.1303534507751465) (3175,5.0947723388671875) (1265,5.043312072753906) (11,4.9962263107299805) (1641,4.972855567932129) (780,4.8768696784973145)* (500,4.875961780548096) (2355,4.703415870666504)* (2424,4.6192474365234375) (440,4.54665994644165) (2028,4.450643539428711) (708,4.432178974151611) (39,4.423306465148926) (3255,4.417337417602539) (318,4.407076835632324) (260,4.34384298324585) (1584,4.231081962585449)
3008: (589,8.618447303771973) (3793,5.937716484069824) (2628,5.212127685546875)* (1580,5.067618370056152) (780,4.976964473724365) (2916,4.5728559494018555) (1584,4.432704448699951)* (32,4.354155540466309)* (316,4.200639247894287)* (3175,4.1284637451171875) (1372,4.031264305114746) (1909,3.952460289001465) (1676,3.842902660369873) (329,3.818836212158203) (1210,3.7832250595092773) (1573,3.641787528991699) (1196,3.6301121711730957) (593,3.6203222274780273) (1,3.524712324142456) (2028,3.46868634223938)
3009: (3793,5.475000858306885)* (3753,4.751842975616455) (3510,4.29207181930542) (3798,4.064685821533203) (587,3.990713596343994) (3578,3.9574155807495117) (3555,3.8139543533325195) (3623,3.669684410095215) (356,3.3215603828430176)* (1721,3.3214282989501953) (3948,3.0425376892089844) (3916,3.0177783966064453) (1307,2.9840991497039795) (480,2.962338924407959) (780,2.9406347274780273) (2424,2.9399404525756836) (2881,2.9109277725219727) (377,2.7997326850891113) (11,2.7630510330200195) (1569,2.7486820220947266)
3010: (3793,7.680110454559326)* (1584,7.307404041290283) (1210,7.2898969650268555) (1253,6.71536922454834)* (3702,6.522918224334717) (3527,6.371428489685059) (480,6.136701583862305) (3703,6.001822471618652) (1301,5.907965660095215) (1376,5.744232654571533) (1097,5.586997985839844) (2105,5.576204299926758)* (1921,5.530849933624268) (780,5.527184009552002) (1270,5.426072597503662) (316,5.394009590148926) (2288,5.329691410064697) (3175,5.24985408782959)* (2985,5.235762596130371) (2140,5.043262481689453)
