userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
1312: (1196,4.661849021911621)* (594,4.51531982421875) (1907,4.472211837768555) (3114,4.196604251861572) (2096,4.16956901550293)* (2085,4.100002288818359) (3793,4.077866077423096) (1566,3.915668487548828) (2987,3.897721767425537) (1376,3.8381495475769043) (1028,3.8240933418273926) (2628,3.777317523956299) (1,3.7076125144958496) (480,3.6554901599884033) (661,3.5760414600372314) (1372,3.502488613128662) (1127,3.399111747741699) (1967,3.335688829421997) (2968,3.334876537322998) (3000,3.3334286212921143)
1389: (260,5.0264482498168945)* (110,4.301657676696777)* (1,4.288360595703125)* (2571,4.17111349105835)* (1270,4.0414581298828125)* (480,3.9533920288085938) (3114,3.8832435607910156)* (1036,3.8688390254974365)* (2000,3.5879902839660645)* (1200,3.5637521743774414)* (1136,3.5171635150909424)* (3147,3.5065269470214844)* (364,3.4409687519073486) (595,3.4337782859802246) (1233,3.4283101558685303)* (1262,3.401456832885742) (912,3.3559818267822266) (1287,3.353623867034912) (2406,3.3324408531188965) (1617,3.3287410736083984)
1415: (2324,3.350954532623291) (912,3.3467538356781006)* (34,3.315667152404785) (908,3.2443463802337646) (1704,3.240546226501465) (110,3.2026286125183105) (1196,3.1816391944885254)* (150,2.976895809173584) (1225,2.974609136581421) (1259,2.9522817134857178) (1207,2.914039134979248) (2762,2.904047966003418)* (1250,2.7515816688537598) (2997,2.717999219894409) (745,2.695584774017334)* (1270,2.6854357719421387) (1961,2.5998077392578125)* (953,2.5976929664611816)* (480,2.5901851654052734) (1947,2.576503276824951)
1594: (2997,4.35590934753418) (2396,3.9792466163635254) (3114,3.944659948348999) (2858,3.935377359390259)* (908,3.6238813400268555) (1284,3.5925140380859375) (1,3.569744110107422) (905,3.443269729614258)* (1148,3.4290289878845215) (955,3.3295466899871826)* (2716,3.3087971210479736) (745,3.276857614517212) (1235,3.2319953441619873) (899,3.158759593963623) (1294,3.114511251449585) (3671,3.0832767486572266) (3897,3.0536019802093506)* (1270,3.0467543601989746) (1077,3.007535457611084) (1292,3.002861499786377)
1607: (913,3.8504669666290283) (2908,3.7933850288391113)* (2997,3.7200002670288086)* (2333,3.542966842651367)* (1193,3.542015790939331) (111,3.237281084060669) (608,3.161665439605713) (1179,3.015772581100464) (2070,2.920365333557129) (2712,2.8617899417877197) (1617,2.8592138290405273) (3683,2.8092074394226074) (923,2.801392078399658) (1230,2.7769031524658203) (1959,2.7685112953186035) (1267,2.7432785034179688) (1244,2.7277979850769043) (2762,2.7039108276367188) (2734,2.649094581604004) (1233,2.6369686126708984)
1650: (2858,4.081253528594971) (541,3.5812830924987793)* (1148,3.578097343444824) (3114,3.5674996376037598)* (1617,3.547114610671997) (608,3.522900104522705) (1240,3.5198588371276855)* (2762,3.4416873455047607) (745,3.351609230041504) (110,3.3025622367858887) (2692,3.2080140113830566) (1270,3.100550413131714)* (2716,3.0892434120178223) (919,3.0402002334594727) (527,2.977132558822632)* (1288,2.936357259750366) (1206,2.9317564964294434) (1036,2.897639751434326) (457,2.874974012374878) (1259,2.826577663421631)
1675: (480,6.391341209411621)* (2628,5.577703475952148) (1200,5.536500930786133)* (1376,5.343526363372803)* (2455,5.173846244812012) (2826,5.1312360763549805) (1676,4.963903427124023) (2916,4.902008056640625) (1320,4.823908805847168)* (1573,4.533810138702393) (1019,4.517264366149902) (1375,4.5073089599609375) (1748,4.473358631134033) (1261,4.414159774780273) (3300,4.4098358154296875)* (1274,4.394606590270996) (3479,4.369572639465332)* (741,4.362084865570068) (1334,4.320302963256836) (541,4.251752853393555)*
1746: (1274,5.718292236328125)* (1356,5.373291015625)* (1372,5.364612579345703) (32,5.263810634613037)* (2664,5.18925666809082)* (3070,5.121796607971191)* (1527,4.997372150421143)* (1676,4.811285972595215)* (316,4.804647445678711)* (2985,4.621131420135498)* (3702,4.608073711395264)* (2011,4.34107780456543)* (1584,4.2961835861206055)* (671,4.245683193206787) (2700,4.241605758666992)* (2311,4.238309860229492) (2009,4.190168380737305)* (2078,4.187472820281982) (3033,4.148320198059082) (2628,4.0965046882629395)
1757: (1527,4.099802494049072)* (110,4.067922115325928)* (1573,3.9833717346191406)* (377,3.8191940784454346)* (1653,3.7837414741516113)* (1748,3.7530064582824707)* (2628,3.7030739784240723) (1396,3.694335460662842)* (595,3.636878490447998) (1617,3.604353904724121)* (1097,3.597053050994873)* (364,3.557483196258545)* (316,3.540534019470215) (733,3.5191173553466797) (1356,3.4507675170898438) (1967,3.415280342102051) (1036,3.4149115085601807) (1645,3.4089646339416504) (1374,3.3651251792907715)* (3578,3.28912353515625)
1903: (1252,4.165158271789551)* (541,4.072162628173828) (3114,3.898223638534546) (1221,3.8255417346954346)* (2858,3.6573548316955566) (2028,3.4896903038024902) (1089,3.4392433166503906) (913,3.3632452487945557) (1206,3.3277628421783447) (1233,3.148933172225952) (720,3.148907423019409) (1204,3.1483967304229736) (1193,3.1213083267211914) (2692,3.1067123413085938) (3683,3.105093002319336) (923,3.088458299636841) (457,3.078073263168335) (1394,3.01564884185791) (1080,3.013082981109619) (1284,3.006791591644287)
2063: (2694,5.266140937805176) (2710,5.118613243103027) (2700,5.078488349914551)* (2502,4.92066764831543)* (3617,4.616795539855957)* (70,4.579680919647217)* (104,4.461056709289551)* (1215,4.30472469329834)* (3753,4.292414665222168) (2858,4.274946212768555)* (785,4.083880424499512) (3717,4.014378547668457)* (1967,3.9877593517303467)* (2329,3.9719278812408447)* (1517,3.824310779571533) (3624,3.8121678829193115) (1257,3.7227303981781006) (2081,3.6842329502105713) (216,3.6247634887695312) (2826,3.622150421142578)
2074: (2028,2.913559913635254)* (260,2.8559000492095947) (1196,2.780654191970825) (3578,2.6413538455963135) (480,2.59443998336792) (2762,2.5577566623687744)* (1270,2.3921470642089844) (3114,2.3160688877105713) (1259,2.292651653289795) (527,2.2738277912139893) (3793,2.2012720108032227) (2571,2.1677675247192383) (2997,2.106659173965454) (1,2.0602545738220215) (2355,1.9821107387542725) (2628,1.9447698593139648) (3555,1.8747437000274658) (2396,1.8530242443084717) (2706,1.7942148447036743) (608,1.7790147066116333)
2077: (2997,4.421655654907227) (785,4.373319625854492)* (3510,4.360931396484375) (104,4.174009323120117) (3753,4.158999919891357) (3793,4.113154411315918)* (3253,4.05343770980835) (2599,4.050138473510742) (2329,4.031533241271973) (2762,3.9205827713012695)* (3081,3.907637357711792) (2710,3.9066386222839355)* (3147,3.8943440914154053) (1407,3.8295862674713135)* (3785,3.8158178329467773) (180,3.7436721324920654) (344,3.699124813079834) (2302,3.6972365379333496)* (70,3.687649726867676) (3555,3.633025646209717)
2100: (1028,4.766189098358154)* (2694,4.069772720336914) (39,3.9937734603881836)* (587,3.9880120754241943) (500,3.9801669120788574) (2572,3.9145023822784424) (1265,3.8873536586761475) (2396,3.8688900470733643) (1032,3.812126398086548) (2671,3.665309190750122)* (1721,3.6486682891845703) (3253,3.608598232269287) (2858,3.586784839630127) (141,3.582792043685913) (2502,3.5526504516601562)* (1566,3.543203353881836) (2394,3.518808364868164) (2687,3.476710557937622) (339,3.3787875175476074)* (34,3.263751983642578)
2121: (1248,5.041325092315674)* (3334,4.886624336242676) (969,4.876917839050293)* (922,4.859341144561768) (1252,4.378847122192383) (1944,4.234407901763916) (905,4.201831817626953) (899,3.7881627082824707) (3929,3.7111966609954834) (965,3.616732358932495) (2206,3.590944290161133) (1950,3.4903714656829834) (920,3.418809175491333) (3468,3.4179935455322266)* (1253,3.4102694988250732) (2948,3.400428533554077)* (3134,3.394458770751953) (945,3.3517463207244873) (3871,3.3473618030548096) (2208,3.2818007469177246)
2124: (1345,4.511645793914795)* (1982,4.425636291503906) (3499,4.359708309173584)* (2664,4.218567848205566) (3671,4.047735214233398) (2455,4.044852256774902)* (1208,3.6996374130249023) (1952,3.6645078659057617) (2716,3.662052631378174) (1206,3.6503772735595703) (111,3.6146514415740967) (3552,3.604825019836426) (2366,3.588639259338379)* (1084,3.5850813388824463)* (1207,3.4877543449401855) (2795,3.4185328483581543) (1028,3.407303810119629) (3396,3.3873348236083984) (3359,3.3822779655456543)* (3253,3.360222339630127)
2145: (1148,4.4896039962768555) (2571,4.420902252197266)* (2700,4.254977226257324) (2761,4.077415466308594) (671,3.9421582221984863)* (1967,3.9027841091156006) (745,3.8775453567504883) (364,3.871659278869629)* (1097,3.749704360961914)* (1200,3.7432658672332764)* (32,3.7168593406677246) (2081,3.674387216567993)* (1127,3.6144890785217285) (1527,3.5941200256347656)* (1907,3.560029983520508) (2080,3.5116724967956543) (2087,3.483370065689087) (1584,3.471717596054077) (2968,3.4335312843322754) (610,3.4226105213165283)
2255: (1,6.407102584838867)* (2355,5.675530433654785) (3114,5.630395889282227) (2087,4.5768866539001465)* (2797,4.008725166320801)* (1148,3.834012985229492) (1566,3.6830151081085205) (2918,3.655189037322998) (2761,3.6499338150024414) (1380,3.5528812408447266)* (1947,3.4308266639709473) (1035,3.409158229827881) (1136,3.3096752166748047) (2394,3.275944709777832) (745,3.2442924976348877) (2791,3.151031255722046) (3397,3.0585641860961914) (899,3.024467945098877) (1079,2.970139265060425)* (661,2.927624225616455)
2414: (527,4.05467414855957) (2571,3.9741649627685547) (2078,3.923461437225342) (1198,3.91618013381958) (2028,3.6981472969055176) (1246,3.5823862552642822)* (2762,3.54707670211792)* (150,3.4633607864379883)* (457,3.3958494663238525) (2628,3.3883445262908936) (1032,3.3828654289245605)* (2858,3.3633882999420166) (1907,3.354975700378418) (47,3.320314407348633)* (2096,3.3177242279052734)* (1090,3.181272506713867)* (2700,3.1312875747680664) (1225,3.1297621726989746) (3147,3.102146625518799) (2174,3.0797119140625)
2427: (2987,4.681009292602539) (3114,4.672643184661865)* (2761,4.458334922790527) (2858,4.4340739250183105)* (2700,4.401846885681152) (3408,4.170175552368164) (2394,4.122352600097656)* (3176,3.973938465118408)* (3159,3.8424220085144043) (3081,3.8311619758605957) (2706,3.661975145339966)* (595,3.468780517578125) (745,3.4534854888916016)* (3481,3.3275609016418457) (2908,3.3022217750549316) (2502,3.2476749420166016) (2686,3.2293734550476074) (3624,3.2180166244506836) (2333,3.214245557785034) (1907,3.154510498046875)*
2444: (2087,3.948455810546875) (594,3.8325772285461426) (2096,3.788597345352173) (2081,3.7303359508514404)* (2085,3.6441690921783447) (1028,3.551603078842163) (1032,3.5127530097961426) (2078,3.4604578018188477)* (2137,3.3697943687438965) (2355,3.347513437271118) (1566,3.3018226623535156)* (2687,3.1863903999328613) (3114,3.1106152534484863) (1967,3.0718610286712646) (1025,2.9915952682495117) (2394,2.87559175491333) (253,2.751298189163208) (48,2.737725019454956) (1345,2.7327513694763184) (661,2.6594135761260986)
2481: (1136,4.27284574508667) (908,4.212941646575928) (969,4.176645278930664) (1234,4.04920768737793) (1276,3.946552038192749) (1207,3.888512372970581) (1196,3.852215051651001) (3363,3.7638041973114014) (2791,3.5238819122314453) (903,3.4048867225646973)* (527,3.40083646774292) (1225,3.3752427101135254)* (899,3.357367753982544)* (1267,3.2642223834991455) (1265,3.2343504428863525) (1208,3.154390335083008) (1,3.1422247886657715) (3471,3.111802577972412)* (3037,3.0865886211395264) (2396,3.045034408569336)
2766: (1270,4.140679836273193)* (2396,3.297241687774658) (527,3.1873281002044678) (969,3.0785863399505615)* (588,3.073636054992676) (912,3.048527479171753)* (1234,3.0323596000671387)* (1136,2.993257522583008) (2762,2.9794809818267822) (2081,2.931087017059326) (480,2.9299559593200684) (1947,2.9250147342681885) (1035,2.921407699584961) (34,2.885380268096924) (899,2.866492986679077) (110,2.8252434730529785) (2791,2.782741069793701) (1265,2.771859645843506) (2987,2.7689132690429688) (2078,2.7359747886657715)
2840: (3578,4.009059429168701) (457,4.005590915679932)* (2706,3.890843391418457) (2762,3.580509662628174) (377,3.426243782043457) (3793,3.215930700302124) (733,3.1960339546203613) (480,3.194870710372925) (3408,3.0860209465026855) (3114,3.0545883178710938)* (1,3.0377068519592285)* (2355,3.0171120166778564) (296,2.9885571002960205)* (1923,2.988255500793457) (2353,2.9689478874206543) (1617,2.943410873413086) (3753,2.940622329711914) (474,2.899984359741211) (527,2.7943739891052246)* (648,2.7167484760284424)
2878: (1028,4.653789043426514) (2565,4.368165016174316) (17,4.2974090576171875) (899,4.257122039794922) (953,4.084140300750732)* (1097,4.031108856201172)* (969,3.9788336753845215)* (1019,3.9260764122009277) (916,3.702831268310547) (3668,3.6914100646972656) (933,3.658043146133423) (954,3.5805845260620117)* (150,3.5708136558532715) (1296,3.5594444274902344) (527,3.5537021160125732) (2087,3.5400280952453613)* (913,3.506941795349121) (3548,3.5012125968933105) (1959,3.4182004928588867) (595,3.4070262908935547)
2899: (2011,5.334205627441406)* (2968,4.800535202026367)* (1270,4.614418029785156) (2001,4.512992858886719) (1676,4.473629474639893)* (1127,4.3293867111206055) (610,4.234004020690918)* (2406,4.233584403991699) (1371,4.139736652374268) (2628,4.126696586608887) (2502,4.025602340698242) (1297,4.023476600646973) (2000,4.0124359130859375) (2134,4.007514476776123)* (21,3.9355592727661133) (3087,3.898144245147705)* (3638,3.8720695972442627)* (1485,3.8031601905822754)* (2124,3.800442695617676) (1275,3.757565975189209)
2996: (733,5.006387233734131)* (2706,4.229832649230957) (1196,3.9891934394836426)* (3114,3.9155869483947754) (2694,3.8737895488739014) (364,3.8574342727661133)* (648,3.813729763031006) (10,3.7286953926086426) (316,3.688231945037842)* (349,3.6763923168182373)* (165,3.6622207164764404) (2006,3.6362125873565674) (736,3.6179404258728027) (597,3.608245611190796)* (1573,3.5568370819091797) (2002,3.521665334701538) (1918,3.4822208881378174) (1569,3.382918119430542)* (3082,3.2942357063293457) (2617,3.2863030433654785)
3051: (2706,5.068825721740723) (2700,4.519474029541016) (457,4.164961338043213)* (1517,4.126984596252441)* (1923,3.995594024658203) (3578,3.9938347339630127) (733,3.857381582260132)* (3114,3.8474745750427246) (260,3.757131338119507)* (110,3.7354965209960938)* (104,3.6621804237365723)* (480,3.620177745819092) (3081,3.4692435264587402) (6,3.410252571105957) (1196,3.4043006896972656)* (1265,3.3864541053771973) (1060,3.3102447986602783) (2694,3.304971218109131)* (1215,3.2893319129943848) (1573,3.272989273071289)*
3155: (1196,5.258902549743652) (1225,4.0754241943359375) (920,3.782011032104492) (2028,3.7001595497131348) (969,3.4869768619537354) (1193,3.404877185821533) (1270,3.3756821155548096) (1221,3.3189706802368164) (1200,3.276146650314331) (1947,3.2299418449401855) (1250,3.219029426574707) (1242,3.192220449447632) (908,3.065434217453003) (2571,2.816474437713623) (1204,2.7783031463623047) (1231,2.7597994804382324) (1293,2.7590103149414062) (590,2.758960247039795) (2762,2.746670961380005) (1090,2.7214303016662598)*
3465: (541,3.6722021102905273) (3793,3.416031837463379) (1097,3.2405552864074707) (1198,3.1416707038879395) (2987,3.0616230964660645) (595,3.031339645385742) (3114,2.9575917720794678) (2761,2.940520763397217) (364,2.843353748321533) (1270,2.796396255493164) (1215,2.7583084106445312) (3578,2.650047779083252) (1148,2.6449246406555176) (1127,2.6443982124328613) (2087,2.616307258605957) (2078,2.5814929008483887) (919,2.563028573989868) (1206,2.5482497215270996) (1907,2.5472497940063477) (2716,2.5468902587890625)
3486: (2087,6.295012474060059) (594,6.226105690002441) (1032,5.474215507507324)* (2687,4.965585708618164)* (2987,4.267097473144531) (2761,4.257017135620117) (1035,4.0305376052856445) (2083,4.007742404937744) (2565,3.9848556518554688) (2090,3.978538990020752) (899,3.9368107318878174)* (48,3.8383166790008545) (1023,3.73174786567688) (3159,3.6726105213165283) (1031,3.4693024158477783) (3397,3.4116806983947754)* (3489,3.303865909576416) (3157,3.2844314575195312) (1148,3.2766144275665283) (1367,3.201721668243408)
3715: (2571,6.1810760498046875) (3114,5.490048408508301)* (2761,5.369693756103516)* (1274,5.102908134460449)* (2394,5.0775370597839355) (2096,4.793331623077393)* (1584,4.726286888122559) (2139,4.624968528747559)* (3489,4.60329532623291)* (1375,4.568867206573486) (2687,4.515325546264648)* (610,4.364442348480225) (1748,4.3570380210876465) (2011,4.133930683135986)* (2116,4.130237102508545) (1653,4.094503402709961) (2,4.026734352111816)* (1019,3.934417247772217) (2054,3.900385856628418) (3578,3.876297950744629)*
3979: (588,6.941460609436035)* (2096,6.242591857910156)* (1907,6.104921340942383)* (3114,4.834917068481445) (2761,4.609899520874023) (1,4.595345497131348) (2139,3.9969019889831543) (1023,3.8791728019714355) (2083,3.8380441665649414) (1367,3.790687084197998) (2987,3.7553224563598633) (3159,3.6125268936157227) (919,3.6113414764404297) (3157,3.5356030464172363) (1035,3.5295920372009277) (2565,3.4769930839538574) (1967,3.4134528636932373) (3489,3.294243335723877) (1947,3.2236382961273193) (317,3.214789867401123)
3992: (316,5.53438138961792)* (1101,5.223015785217285) (2628,5.214297294616699) (2115,4.9967427253723145)* (1375,4.87412691116333) (2081,4.825527191162109)* (2355,4.712586402893066) (2393,4.468949317932129)* (2006,4.374692916870117)* (3256,4.322999954223633)* (457,4.221155643463135)* (1907,4.188760280609131) (2011,4.135794162750244) (2054,4.117026329040527) (2617,4.106269836425781) (586,4.019906044006348)* (1876,3.9913759231567383) (1573,3.9611716270446777) (552,3.940707206726074) (2881,3.9337034225463867)
4053: (3471,4.811552047729492)* (1258,4.642734527587891) (2455,4.5570220947265625) (1206,4.490045070648193)* (1997,4.402153015136719)* (1201,4.325384616851807)* (1994,4.324251651763916) (2194,4.135212421417236) (1221,4.066893100738525)* (1036,4.0453081130981445) (1982,3.9677059650421143) (1345,3.9664549827575684) (3210,3.8859081268310547) (2985,3.8094229698181152) (2951,3.7983624935150146)* (2968,3.7779459953308105) (3508,3.7547950744628906) (2716,3.746589422225952) (1225,3.72598934173584) (2352,3.6158366203308105)
4186: (260,3.345553398132324)* (919,3.290203094482422) (2858,3.001336097717285) (1097,2.8687949180603027) (2987,2.84299898147583) (1259,2.8418121337890625) (1,2.7261457443237305) (912,2.6801202297210693) (2997,2.6485018730163574) (595,2.6272521018981934) (541,2.62562894821167)* (1356,2.608369827270508) (2080,2.6059927940368652) (32,2.553847312927246)* (1214,2.5416347980499268) (2599,2.504434585571289) (2028,2.491955280303955) (594,2.48488187789917) (2571,2.4538729190826416) (1028,2.440603256225586)
4206: (2355,3.4914402961730957) (3114,3.341663360595703) (1907,2.8473691940307617) (2081,2.8230299949645996) (2085,2.7031917572021484) (2080,2.694261074066162)* (2078,2.648585319519043) (2087,2.5813779830932617) (2687,2.515159845352173) (2096,2.454782724380493) (1566,2.2731173038482666) (2137,2.195923328399658) (2394,2.078495979309082) (1196,1.976296305656433) (2987,1.9690771102905273) (1688,1.946512222290039) (260,1.9167404174804688) (3793,1.8227750062942505) (1025,1.814140796661377) (1148,1.7827599048614502)
4276: (969,2.9249682426452637) (1200,2.3164494037628174) (1250,2.2718474864959717) (3471,2.202216863632202) (920,2.1794261932373047) (1674,2.1780190467834473) (260,2.1308774948120117)* (1196,2.129671812057495) (919,2.067484140396118) (1608,2.0103423595428467) (1208,1.9946717023849487) (1947,1.9775195121765137) (1035,1.9700002670288086) (3101,1.9517321586608887) (1097,1.9062403440475464) (480,1.891860008239746) (1272,1.880840539932251) (1262,1.8795557022094727) (150,1.8763177394866943) (1090,1.8600951433181763)
4401: (1267,4.280489444732666) (1284,4.280397415161133) (1248,4.215917587280273) (908,4.1164045333862305)* (1221,4.102387428283691)* (2019,3.952120304107666)* (912,3.881831645965576)* (3334,3.45089054107666) (2203,3.4037671089172363)* (903,3.3979592323303223)* (905,3.334179639816284) (899,3.298118829727173) (919,3.293876886367798) (1214,3.215062379837036) (1262,3.1800265312194824) (1250,3.011209011077881) (3134,2.998119354248047) (3307,2.9296631813049316)* (928,2.857515335083008) (1240,2.8286240100860596)*
4456: (595,4.66011905670166) (364,4.195653915405273)* (34,4.18960428237915) (588,3.980316162109375) (594,3.9753434658050537) (2997,3.924757957458496) (2858,3.687747001647949)* (745,3.6840767860412598) (2081,3.5584359169006348) (527,3.3612399101257324) (1223,3.356595516204834)* (2761,3.030759334564209) (720,3.0114405155181885) (2291,3.005504608154297) (2085,3.002837896347046) (3897,2.935370922088623) (1188,2.921537399291992)* (246,2.8948702812194824) (1907,2.820760726928711) (2700,2.7681612968444824)
4502: (1225,4.708873271942139) (111,4.578834533691406)* (1090,4.534445762634277) (1208,4.442071437835693)* (1299,4.2270283699035645)* (1252,4.214967727661133) (1952,4.108517169952393)* (1228,4.017498016357422)* (608,3.864826202392578)* (1674,3.8559861183166504)* (1231,3.829902172088623) (3543,3.739792823791504)* (1293,3.7257347106933594) (3363,3.699824571609497) (296,3.6875054836273193) (1272,3.5765140056610107) (1276,3.5748088359832764)* (913,3.562183141708374) (3468,3.561041831970215) (1198,3.55863094329834)
4507: (260,5.547873497009277)* (110,4.77132511138916)* (1215,4.162820816040039) (588,4.136285781860352) (2355,4.101302146911621) (1200,4.0399699211120605) (1036,3.9300971031188965) (2115,3.925769805908203)* (1967,3.908627510070801)* (364,3.8897085189819336) (1136,3.673875331878662)* (1201,3.5898523330688477) (2706,3.5877320766448975) (2087,3.5576019287109375) (595,3.5387990474700928) (1274,3.5084242820739746) (2194,3.4970529079437256) (1374,3.485579490661621) (296,3.4497201442718506) (780,3.4041616916656494)
4518: (1,4.458946228027344)* (3114,4.292999267578125) (1028,3.6119887828826904) (2761,3.5155222415924072) (2096,3.436825752258301) (1907,3.421912908554077) (3034,3.0704784393310547)* (2137,3.05946946144104) (34,2.9773201942443848) (2687,2.960761547088623) (1566,2.8611340522766113) (3000,2.773653984069824) (2858,2.719310760498047)* (919,2.62264084815979) (1136,2.607545852661133) (3396,2.5231587886810303) (3159,2.521548271179199) (741,2.510209083557129) (2692,2.504051923751831) (1288,2.4636430740356445)
4573: (908,3.1390044689178467) (913,3.054837703704834)* (1250,2.9721810817718506)* (1193,2.801921844482422) (1284,2.7222092151641846) (1204,2.67514705657959) (1233,2.6163134574890137)* (3671,2.584463596343994) (1953,2.5628342628479004) (3037,2.5291686058044434) (1294,2.463738441467285) (3471,2.4468843936920166) (1269,2.446514368057251) (1262,2.4376308917999268) (1234,2.4372329711914062) (1208,2.415607452392578) (1952,2.4111599922180176) (920,2.404172897338867) (111,2.3981540203094482) (3362,2.380585193634033)
4599: (595,3.9381117820739746) (3114,3.7843756675720215) (1,3.6685450077056885)* (594,3.1083459854125977) (2081,3.066556692123413) (2080,2.9599111080169678) (1907,2.9318602085113525) (2087,2.896116256713867) (2096,2.7502965927124023) (2085,2.653663396835327) (899,2.651416301727295) (2687,2.5285234451293945) (2396,2.48191499710083)* (1947,2.4791250228881836) (2761,2.3909029960632324) (2394,2.371042251586914) (1566,2.3592376708984375) (3157,2.350821018218994) (2565,2.3436717987060547) (1688,2.2663803100585938)
4631: (2858,3.9024338722229004) (1213,3.4801342487335205) (1221,3.3721859455108643) (527,3.21177077293396) (111,2.9207091331481934) (1193,2.9193947315216064) (1089,2.8625659942626953)* (1252,2.817458152770996) (1208,2.794306516647339) (2692,2.76694917678833) (1233,2.7503392696380615) (1198,2.748509168624878) (1204,2.7161624431610107) (541,2.710968494415283) (1196,2.672208070755005)* (246,2.663327693939209) (260,2.6627044677734375)* (913,2.539992332458496) (2599,2.5100669860839844) (912,2.423572540283203)
4744: (1193,3.5921428203582764) (919,3.532869338989258) (527,3.1954128742218018) (912,3.12129545211792)* (2858,3.03665828704834)* (908,3.0086092948913574) (2762,2.8924927711486816) (1097,2.8756890296936035) (1270,2.8214190006256104) (2028,2.8063406944274902) (608,2.6107711791992188) (2396,2.6080219745635986) (923,2.565521240234375) (1136,2.5409867763519287) (913,2.5137667655944824) (1221,2.4942104816436768) (541,2.417479991912842) (1961,2.3872931003570557) (2716,2.363664150238037) (1259,2.3345324993133545)
4823: (2997,5.067012310028076)* (1213,4.232694625854492) (1089,4.157402515411377)* (1206,3.845860004425049)* (1259,3.7416908740997314)* (608,3.6729416847229004)* (2324,3.6078951358795166) (1225,3.5529491901397705) (1080,3.4639101028442383) (2908,3.4006967544555664) (527,3.3402059078216553) (3911,3.338254690170288) (919,3.3172354698181152) (2712,3.2205970287323) (1207,3.21280574798584)* (2502,3.176807403564453)* (1617,3.1574959754943848)* (1148,3.1037521362304688) (2716,3.0792813301086426) (1090,3.0576794147491455)
4870: (2858,3.51562762260437) (3363,2.7148189544677734) (1269,2.663252353668213) (541,2.515087366104126) (1617,2.449014663696289) (913,2.369046211242676) (1259,2.353677272796631) (608,2.352081298828125) (527,2.193577289581299) (111,2.187793731689453) (1292,2.1325223445892334) (1294,2.120474338531494) (1234,2.041055917739868) (11,2.028700828552246) (1203,2.026510238647461) (1204,1.9824000597000122) (1299,1.942814588546753) (2396,1.9412755966186523) (1263,1.9330291748046875) (1136,1.918708086013794)
4942: (1270,5.598947525024414)* (1200,4.37652587890625) (1356,4.341038703918457) (527,4.219182968139648) (1376,4.157597064971924) (2762,3.7569761276245117) (912,3.5042152404785156)* (1250,3.4558486938476562)* (1136,3.428605556488037)* (1294,3.3770222663879395) (969,3.3305540084838867)* (457,3.32564640045166) (1206,3.314481258392334) (1127,3.2437734603881836) (316,3.2334413528442383) (1234,3.225756883621216) (32,3.2201621532440186) (2968,3.135115146636963) (1372,3.1269524097442627) (2396,3.1134438514709473)
5006: (1284,3.3287410736083984)* (899,3.32694673538208) (3334,3.1893653869628906) (930,3.1056299209594727)* (908,2.985530138015747) (969,2.8766775131225586) (905,2.8124241828918457) (1267,2.7079873085021973) (2203,2.698911190032959)* (2565,2.6346445083618164) (945,2.6172633171081543) (1212,2.469090700149536) (1248,2.4634599685668945) (920,2.4502053260803223) (916,2.3806445598602295) (594,2.371056079864502) (919,2.3482303619384766) (1944,2.345989465713501) (912,2.3436930179595947) (933,2.3362667560577393)
5026: (1262,4.876218318939209) (969,4.8504133224487305)* (1036,4.6896443367004395)* (1198,4.489031791687012)* (912,4.328282356262207)* (590,4.249247074127197) (2000,4.129809379577637)* (1035,4.122210502624512) (2565,4.070228576660156)* (1234,4.004608631134033)* (1207,3.9609313011169434) (1276,3.9544129371643066) (1947,3.9195170402526855) (3671,3.789956569671631) (899,3.7860121726989746) (1269,3.7853035926818848)* (1374,3.7788360118865967)* (3363,3.7625362873077393) (2948,3.7384591102600098)* (1204,3.718459367752075)*
5065: (3114,4.595385551452637)* (2355,4.235668182373047) (594,3.9998111724853516) (1198,3.9690403938293457) (1374,3.870750904083252) (912,3.725341320037842)* (1148,3.6795811653137207) (2087,3.609067440032959) (969,3.5777297019958496) (1947,3.5306761264801025) (1376,3.493637800216675)* (1240,3.391357898712158) (2096,3.305574655532837) (1136,3.2858591079711914)* (745,3.273639440536499) (1223,3.2430472373962402) (2085,3.1869864463806152) (913,3.182046890258789) (2761,3.134045124053955) (2174,3.1007399559020996)
5111: (509,4.409305572509766) (2908,4.356748580932617) (899,4.113535404205322) (2289,3.9395484924316406) (36,3.929713487625122) (2971,3.739232063293457) (2739,3.7275643348693848)* (345,3.673452377319336) (3546,3.6381444931030273) (2096,3.5416622161865234) (1673,3.5313005447387695)* (1028,3.5100414752960205)* (2132,3.447951316833496) (3152,3.4430651664733887)* (34,3.4279494285583496) (342,3.4056310653686523) (1380,3.398271083831787) (3549,3.396909236907959)* (1081,3.3914318084716797) (3251,3.3801887035369873)
