userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
1628: (15,2.7634119987487793) (215,2.7092928886413574) (81,2.674785614013672) (167,2.61047101020813) (364,2.560805320739746) (11,2.5597729682922363) (211,2.5021791458129883) (360,2.4631733894348145) (1196,2.3992714881896973) (382,2.3874402046203613) (0,2.351438045501709) (721,2.3432438373565674) (48,2.3419086933135986) (810,2.309300184249878) (94,2.2720351219177246) (18,2.264435291290283) (226,2.2532801628112793) (199,2.2210283279418945) (17,2.1927168369293213) (421,2.156802177429199)
1629: (167,6.816746234893799) (560,6.725579261779785) (1144,6.271742820739746) (67,5.97623348236084) (48,5.776353359222412) (215,5.584394931793213) (168,5.448492050170898) (941,5.41127872467041) (875,5.371974468231201) (366,5.369183540344238) (1063,5.336634635925293) (170,5.282242298126221) (324,5.24372673034668) (806,5.220262050628662) (166,5.2068376541137695) (107,5.203850746154785) (11,5.144564628601074) (147,5.114579200744629) (625,5.105959892272949) (367,4.994089126586914)
1630: (559,5.343634605407715) (136,5.272278785705566) (762,5.212465286254883) (1040,5.211568355560303) (539,5.090843200683594) (476,4.787919044494629) (53,4.762289047241211) (512,4.525669097900391) (1207,4.486146926879883) (519,4.40109920501709) (2757,4.345761299133301) (174,4.333913803100586) (135,4.267014503479004) (89,4.230348110198975) (3019,4.225667953491211) (2014,4.222878456115723) (265,4.22023868560791) (2196,4.168180465698242) (181,4.145785331726074) (183,4.118467807769775)*
1632: (5832,1.1476351022720337) (808,1.1353925466537476) (897,1.0592042207717896) (4341,1.043074369430542) (2199,1.028420329093933) (2143,1.0219117403030396) (6998,0.9904718995094299) (2322,0.9859752058982849) (6090,0.9679173827171326)* (6575,0.9322712421417236) (22044,0.9275845885276794) (19516,0.9190030097961426) (806,0.9172419309616089) (15107,0.9171866774559021) (1349,0.916131317615509) (3709,0.8994136452674866) (4445,0.8980627059936523) (6495,0.892646074295044) (6100,0.8872658014297485) (3347,0.8739876747131348)
1633: (1260,11.587617874145508)* (705,11.40569019317627)* (6363,11.399606704711914) (779,10.259824752807617)* (911,10.249323844909668) (164,9.843379974365234) (3336,9.568603515625)* (81,9.552573204040527)* (3206,9.37783432006836) (166,9.27680778503418) (4092,9.270831108093262) (1993,8.944528579711914)* (3802,8.797239303588867) (85,8.684209823608398) (1495,8.514703750610352) (17,8.485112190246582) (546,8.435508728027344)* (2177,8.426702499389648)* (1248,8.381082534790039)* (2546,8.357479095458984)
1634: (16,2.5795891284942627)* (661,2.215317726135254) (3750,2.2138116359710693) (88,2.13571834564209) (248,2.132185220718384) (266,2.019753932952881) (964,1.966241717338562) (340,1.9659457206726074) (3709,1.9067164659500122) (247,1.9054620265960693) (949,1.8624407052993774) (174,1.8602879047393799) (3780,1.8576966524124146) (18,1.828728199005127) (9,1.8076692819595337) (2899,1.784584879875183) (3939,1.7579400539398193) (258,1.754608154296875) (229,1.7176963090896606) (5737,1.711531162261963)
1635: (4489,10.241546630859375) (345,9.127861022949219) (3542,9.043939590454102) (2830,8.796442031860352) (744,8.545452117919922) (2328,8.278172492980957)* (3495,7.955111503601074) (4623,7.8524556159973145) (8829,7.783795356750488) (4517,7.570006370544434) (8854,7.492573261260986) (4561,7.424591541290283) (342,7.423407554626465) (4553,7.361506938934326) (4544,7.342496871948242) (2627,7.311202049255371) (2673,7.225431442260742) (304,7.155029296875) (3310,7.078195571899414) (14567,7.063817977905273)
1636: (560,9.916067123413086) (592,9.611116409301758) (1144,9.027338027954102) (147,8.803441047668457) (642,7.827089309692383) (136,7.736057281494141) (2609,7.633557319641113) (546,7.596282958984375) (493,7.50306510925293) (519,7.371110916137695) (570,7.077159404754639) (2082,6.869803428649902) (15,6.827599048614502) (539,6.700654983520508) (2066,6.567300796508789) (625,6.543549537658691) (575,6.445417404174805) (3266,6.427213668823242) (1790,6.413692951202393) (915,6.371633529663086)
1637: (131,11.299699783325195)* (592,10.18892765045166) (107,9.92218017578125) (157,9.42574691772461) (2997,9.231954574584961)* (185,9.083738327026367)* (2131,9.021027565002441)* (215,8.987296104431152)* (371,8.93421745300293) (354,8.787155151367188)* (806,8.780123710632324)* (66,8.646293640136719)* (14,8.494463920593262) (360,8.469470024108887) (67,8.396368026733398)* (906,8.302701950073242)* (142,8.227143287658691) (17,8.1830472946167) (922,8.165994644165039)* (175,8.164092063903809)
1638: (421,5.663262844085693) (0,5.285520553588867) (364,5.204720497131348) (721,5.147315979003906) (685,5.136236190795898) (226,4.955941200256348) (664,4.793966293334961) (810,4.7712531089782715) (2148,4.69034481048584) (3864,4.6416473388671875) (420,4.623936653137207) (2173,4.623343467712402) (722,4.56734561920166) (4122,4.561603546142578) (359,4.556393623352051) (677,4.5120134353637695) (683,4.487618446350098) (219,4.441742897033691) (1289,4.3884501457214355) (201,4.3820366859436035)
1639: (592,9.607840538024902)* (1273,9.375175476074219) (15,8.367295265197754)* (1144,7.994787693023682) (67,7.405328750610352) (3346,7.36608362197876)* (159,7.178618431091309)* (2899,7.146692276000977) (167,7.094900131225586) (48,7.022853851318359) (3808,7.003384590148926) (1134,6.883725166320801) (875,6.662259101867676) (2082,6.661075592041016) (312,6.619222640991211)* (4,6.580143928527832) (107,6.497346878051758) (844,6.487054347991943) (366,6.449764728546143) (674,6.368778228759766)
1640: (131,8.350445747375488)* (3310,8.314458847045898)* (3499,7.768360614776611) (2014,7.641001224517822) (561,7.634817123413086) (4,7.54682731628418) (1180,7.541080951690674) (3543,7.447029113769531) (762,7.226957321166992) (2077,6.969188690185547) (2673,6.948280334472656) (3346,6.923336982727051) (434,6.919525623321533) (345,6.869891166687012) (493,6.843995094299316) (2594,6.813719749450684) (313,6.767050743103027) (1780,6.7537841796875) (4292,6.7248215675354)* (136,6.661838531494141)
1641: (147,4.773624897003174) (2779,4.508044242858887) (185,4.413729667663574) (2956,4.20455265045166) (560,4.145246505737305) (2096,4.093212604522705) (592,4.046402931213379) (136,3.997370958328247) (493,3.9730310440063477) (806,3.9511260986328125) (1144,3.8766472339630127) (3280,3.8706471920013428) (1062,3.8053512573242188) (952,3.781611204147339) (2069,3.6802470684051514) (519,3.661867618560791) (512,3.6547775268554688) (3347,3.618929386138916) (1116,3.6027274131774902) (178,3.5546953678131104)
1642: (135,5.650615692138672) (115,5.263890266418457) (240,5.201693534851074) (48,5.112576007843018) (170,4.968133926391602) (2328,4.828982353210449) (113,4.786177158355713)* (189,4.737342357635498)* (9,4.719978332519531) (219,4.70543909072876) (217,4.631726264953613) (11,4.604408264160156) (270,4.5931925773620605) (298,4.544966220855713) (14,4.432931900024414) (553,4.420908451080322)* (3445,4.391688823699951) (439,4.382519721984863) (4181,4.363407135009766) (15,4.336603164672852)
1643: (17,11.287681579589844)* (661,9.762346267700195)* (243,9.661066055297852)* (217,9.099954605102539) (6566,8.942483901977539)* (1337,8.834657669067383)* (4869,8.814826965332031) (945,8.72053337097168)* (952,8.671002388000488)* (3033,8.44631290435791)* (211,8.431330680847168)* (4169,8.430682182312012)* (229,8.429842948913574)* (2026,8.338130950927734)* (3270,8.329368591308594) (201,8.303442001342773)* (174,8.272422790527344) (5451,8.218217849731445) (1281,8.203866958618164)* (2318,8.195403099060059)
1644: (167,11.287031173706055)* (440,11.063865661621094)* (17,9.247862815856934)* (632,9.166875839233398) (385,8.782293319702148) (215,8.559471130371094) (226,8.400300979614258) (11,8.398605346679688)* (1202,8.144149780273438)* (203,8.123564720153809) (444,8.094833374023438) (986,8.084012985229492) (101,7.990781307220459) (130,7.934575080871582) (222,7.819266319274902)* (6,7.757782459259033) (8,7.592504501342773) (717,7.497446060180664) (5,7.424314498901367) (363,7.3550004959106445)
1646: (48,10.940435409545898)* (159,10.361455917358398) (168,9.227599143981934)* (11,9.134471893310547) (82,9.02455997467041) (4,8.982337951660156)* (298,8.89799976348877)* (14,8.849267959594727) (269,8.757883071899414)* (131,8.640445709228516) (670,8.57585620880127) (263,8.511308670043945) (592,8.313077926635742) (265,8.279748916625977)* (9,8.24164867401123) (18,8.170336723327637) (270,8.103139877319336)* (219,8.043403625488281) (72,8.040717124938965) (185,7.972675323486328)
1647: (560,9.24708080291748)* (178,9.216053009033203)* (512,9.005877494812012)* (373,8.519317626953125)* (4074,8.06899642944336)* (4345,7.96707010269165)* (2137,7.958642482757568) (941,7.829198837280273) (642,7.608569145202637)* (891,7.491819381713867) (2069,7.401611328125) (2014,7.352113723754883) (915,7.322481155395508)* (9746,7.302809715270996) (343,7.302664756774902) (3266,7.296422004699707) (952,7.267436981201172)* (161,7.223677635192871) (916,7.180078506469727) (2114,7.169128894805908)
1648: (15,2.252490282058716) (185,2.132706642150879) (806,2.0542941093444824) (167,1.935259461402893) (642,1.8907238245010376) (168,1.8478695154190063) (575,1.8107713460922241) (560,1.7930641174316406) (159,1.7901543378829956) (48,1.7817072868347168) (941,1.7564641237258911) (512,1.7544713020324707) (67,1.7475981712341309) (131,1.7293519973754883) (147,1.7202670574188232) (2131,1.691786766052246) (493,1.6806728839874268) (113,1.6387712955474854) (11,1.6343127489089966) (3280,1.612159252166748)
1649: (54,7.329580307006836) (115,7.321921348571777) (131,7.264995574951172) (82,7.259751319885254) (14,7.140895843505859) (276,6.950969219207764) (67,6.601305961608887) (174,6.597387790679932) (107,6.571430206298828) (670,6.384415149688721)* (922,6.313333988189697) (265,6.261707782745361) (300,6.074267387390137) (262,6.059475421905518) (263,6.0444440841674805)* (72,5.946591377258301) (324,5.927053451538086) (9,5.899835109710693) (215,5.8980865478515625) (173,5.8698906898498535)
1651: (4321,6.95649528503418) (4359,6.752424716949463) (2243,6.413352966308594) (263,6.385303020477295) (4908,6.111856460571289) (4966,6.017564296722412) (34356,5.963311195373535) (3873,5.8805694580078125) (3730,5.837133407592773) (4416,5.819214820861816) (5011,5.732599258422852) (4311,5.7163543701171875)* (2706,5.662703514099121) (4008,5.581159591674805) (5735,5.551281929016113) (4901,5.54776668548584) (4383,5.5203399658203125) (5832,5.488037586212158) (802,5.482741355895996) (2533,5.448442459106445)
1654: (1091,8.897466659545898)* (147,8.701492309570312)* (210,7.772499084472656)* (366,7.628751754760742) (2137,7.573118209838867) (626,7.404520034790039) (941,7.0510125160217285) (136,6.86082124710083) (178,6.739798545837402) (17,6.73795223236084) (66,6.662333965301514) (167,6.607605934143066)* (658,6.580441474914551) (551,6.550191879272461) (806,6.527287483215332)* (215,6.411462306976318) (640,6.342391014099121) (166,6.322765350341797) (1780,6.2845845222473145) (1144,6.259235382080078)
1656: (185,4.626680850982666) (560,4.42742919921875) (147,4.313730239868164) (1273,4.177335739135742) (493,4.048929214477539) (136,4.009583950042725) (1144,3.9706404209136963) (707,3.9513328075408936) (166,3.781940221786499) (2069,3.7143077850341797) (575,3.691993474960327) (153,3.5823476314544678) (1062,3.5035717487335205) (1063,3.416168689727783) (1116,3.380796432495117) (915,3.344562530517578) (520,3.3158366680145264) (2779,3.189645528793335) (190,3.174088954925537) (2082,3.089387893676758)
1657: (512,10.554285049438477) (67,10.156545639038086)* (324,9.966859817504883)* (1144,9.180843353271484) (721,8.88642692565918)* (162,8.698038101196289)* (210,8.343998908996582)* (185,8.176071166992188)* (388,8.11086368560791)* (1209,8.069574356079102) (363,7.95782470703125)* (686,7.8000359535217285) (106,7.799577236175537) (1202,7.789676189422607) (481,7.679233551025391) (186,7.672300338745117) (20672,7.616457462310791)* (385,7.48300313949585) (88,7.4552531242370605) (2012,7.338393211364746)
1658: (345,6.774214744567871)* (302,6.058079719543457) (1265,5.766486167907715) (592,5.636302471160889) (312,5.504135608673096) (313,5.46661376953125) (50,5.373722553253174) (1063,5.2034525871276855) (107,5.18303108215332) (1144,5.145442008972168) (168,5.067347526550293) (512,4.979735374450684) (2069,4.883117198944092) (493,4.882318019866943) (48,4.8260979652404785) (366,4.742464065551758) (15,4.725015640258789) (158,4.652122974395752) (693,4.631236553192139) (2627,4.628931045532227)
1659: (190,6.282435417175293) (2997,6.239548683166504) (806,5.769763946533203)* (2131,5.50452184677124) (2141,5.129734992980957) (642,5.003832817077637)* (625,4.884731769561768) (1682,4.83494234085083)* (1100,4.784801483154297) (1144,4.7641801834106445) (932,4.747570037841797) (575,4.745846748352051) (6703,4.683393478393555) (3977,4.6667890548706055) (1091,4.6557817459106445) (626,4.652237415313721) (1099,4.639072418212891)* (1626,4.605669021606445) (200,4.519320487976074) (2813,4.430105209350586)
1660: (15,1.2892320156097412) (265,1.288956642150879) (48,1.2530038356781006) (279,1.2443466186523438) (135,1.212890625) (54,1.1684633493423462) (115,1.1273036003112793) (159,1.1067111492156982) (167,1.1062390804290771) (168,1.0770552158355713) (670,1.0709946155548096) (11,1.009919285774231) (215,1.0032801628112793) (174,0.9999300837516785) (262,0.9976000785827637) (113,0.9880430102348328) (170,0.9875074625015259) (142,0.9849047064781189) (269,0.9847140908241272) (300,0.9821953177452087)
1662: (15,7.555330276489258) (265,7.304113864898682) (135,7.129655838012695) (276,7.125685214996338) (159,6.788112640380859) (67,6.190662384033203) (174,6.175868034362793) (113,6.145246505737305)* (131,6.022151947021484) (72,5.997694492340088) (170,5.9971466064453125) (9,5.95435905456543) (262,5.926849842071533) (670,5.914019584655762) (592,5.885458946228027) (16,5.862797737121582) (270,5.75458288192749) (661,5.744924545288086)* (269,5.743294715881348) (2328,5.536640167236328)
1664: (207,10.811075210571289)* (1385,10.528228759765625)* (1386,10.408406257629395)* (956,10.128373146057129)* (203,9.980118751525879)* (716,9.616741180419922)* (389,9.431673049926758)* (140,9.42984390258789)* (833,9.373710632324219)* (2630,9.188332557678223)* (1028,9.118066787719727) (1238,8.981788635253906) (719,8.97355842590332) (1239,8.9429931640625)* (124,8.882184028625488)* (447,8.798689842224121) (144,8.754243850708008)* (1462,8.693666458129883)* (1024,8.622692108154297)* (365,8.590306282043457)
1665: (178,10.212467193603516)* (185,8.540002822875977)* (1759,8.461177825927734) (4167,8.415136337280273)* (664,8.093771934509277) (2137,7.670755386352539)* (560,7.649086952209473)* (4092,7.43276309967041)* (11465,7.283156394958496) (1267,7.248539924621582) (8,7.10916805267334)* (342,7.107110023498535)* (1276,7.0774054527282715) (3655,7.010776996612549) (4,7.010022163391113)* (419,7.000507354736328) (570,6.9882049560546875) (705,6.975622177124023) (3346,6.9663190841674805) (3864,6.939578533172607)*
1666: (135,9.379889488220215)* (159,8.531810760498047) (90,7.869520664215088) (512,7.822568893432617) (276,7.815855979919434)* (337,7.713128566741943) (1242,7.543858051300049) (2846,7.479373931884766) (169,7.479025363922119)* (625,7.450529098510742) (559,7.383910655975342) (363,7.22747802734375) (99,7.218598365783691) (166,7.21563720703125) (73,7.053667068481445)* (123,6.974748611450195) (1273,6.885801315307617) (136,6.861590385437012) (84,6.824801921844482) (1063,6.7961320877075195)
1668: (185,1.615661382675171) (560,1.4504694938659668) (1144,1.3759112358093262) (15,1.282515287399292) (512,1.2036652565002441) (147,1.1907358169555664) (575,1.1642307043075562) (166,1.1386512517929077) (2609,1.1318904161453247) (136,1.118655800819397) (153,1.1020474433898926)* (806,1.0832276344299316) (941,1.0804775953292847) (642,1.0730376243591309) (707,1.064831018447876) (1063,1.0527294874191284) (625,1.0468015670776367) (167,1.004976511001587) (2114,0.9857392311096191) (190,0.9651674032211304)
1669: (2328,5.588385105133057) (952,5.436668395996094)* (269,5.238821983337402) (131,5.216634273529053) (72,4.925139427185059) (270,4.9022698402404785) (1180,4.862071990966797) (54,4.777985572814941) (18,4.729771614074707) (16,4.538531303405762) (3445,4.495113849639893) (4468,4.44174861907959) (9,4.410852432250977) (159,4.393379211425781) (689,4.3560404777526855) (11,4.2389726638793945) (1273,4.221704006195068) (242,4.188109397888184) (113,4.185189247131348) (276,4.155285358428955)
1670: (2318,6.872923851013184)* (5216,5.867958068847656) (2361,5.76399040222168) (3628,5.6890058517456055) (13002,5.635832786560059) (10219,5.621425151824951) (4618,5.604080677032471) (1029,5.577845573425293) (919,5.526253700256348)* (7824,5.522360324859619) (5090,5.5096540451049805) (5084,5.454353332519531) (5313,5.390463352203369)* (3035,5.358758926391602) (5071,5.322843551635742) (3566,5.268815517425537) (3346,5.265050411224365) (4488,5.244156837463379) (20465,5.206375598907471) (12466,5.152425765991211)
1671: (48,3.571467161178589) (167,3.4962170124053955) (159,3.311023473739624) (298,2.9837486743927) (168,2.927624225616455) (371,2.7744088172912598) (366,2.77205753326416) (4,2.771491050720215) (170,2.7541604042053223) (169,2.748955726623535) (324,2.723043203353882) (107,2.721665382385254) (185,2.720341682434082) (101,2.6576449871063232) (215,2.617053270339966) (674,2.6106579303741455) (262,2.6040306091308594)* (363,2.6012444496154785) (312,2.575406551361084) (276,2.5583157539367676)
1672: (701,11.576830863952637)* (863,11.289360046386719) (1235,11.173807144165039)* (368,11.158646583557129)* (245,10.893301010131836)* (848,10.828588485717773)* (2582,10.671611785888672)* (312,9.756753921508789) (1918,9.748990058898926) (1183,9.735028266906738)* (560,9.685930252075195) (3934,9.543495178222656) (875,9.533675193786621) (2907,9.511140823364258)* (2423,9.446161270141602)* (1357,9.420783042907715) (355,9.39336109161377)* (1,9.302450180053711)* (6575,9.098628997802734) (1935,8.98828411102295)
1673: (625,11.083353042602539)* (806,11.018913269042969)* (649,10.110556602478027)* (200,9.583691596984863)* (941,9.333246231079102) (626,8.989412307739258)* (1062,8.882926940917969) (660,8.460003852844238)* (1099,8.458418846130371)* (1683,8.28066635131836)* (650,8.275285720825195) (2134,8.261039733886719) (1298,8.242506980895996) (3977,8.187667846679688) (1315,8.13180160522461) (2138,8.114767074584961)* (3280,7.8964457511901855) (2116,7.760474681854248) (187,7.755698204040527)* (633,7.73744535446167)
1674: (855,2.2718420028686523) (731,2.267122507095337) (721,2.178837776184082) (425,2.0138869285583496) (746,1.9610329866409302) (2171,1.848688006401062) (413,1.8101723194122314) (722,1.7818094491958618) (1260,1.7773208618164062) (3102,1.7049856185913086) (1202,1.6515982151031494) (969,1.6196953058242798) (3232,1.5992484092712402) (1018,1.58929443359375) (2932,1.5792169570922852) (81,1.54583740234375) (397,1.5153517723083496) (2105,1.5152359008789062) (889,1.501923680305481) (1235,1.5011727809906006)
1675: (1100,9.207568168640137)* (625,8.992289543151855)* (1027,8.789137840270996) (618,8.402039527893066) (116,8.111518859863281)* (628,8.100914001464844)* (575,7.914976596832275)* (2609,7.810723781585693) (102,7.650467872619629) (1063,7.640102386474609)* (1055,7.527594566345215) (1091,7.521778106689453) (440,7.485750198364258)* (632,7.424198627471924) (472,7.411872863769531)* (649,7.36759090423584)* (1095,7.230227947235107)* (1071,7.220202922821045) (806,7.209240913391113) (1298,7.200313568115234)
1676: (560,6.726633071899414) (592,6.43061637878418) (147,6.344653129577637) (1063,6.327755928039551) (153,5.997854709625244) (166,5.878811836242676) (1790,5.647314071655273) (528,5.515697479248047) (178,5.414020538330078) (136,5.359389305114746) (570,5.322048187255859) (519,5.261817455291748) (3655,5.240801811218262) (2609,5.150243759155273) (1278,4.998359680175781) (2066,4.985843658447266) (707,4.975527763366699) (563,4.9718427658081055) (896,4.924874305725098) (520,4.9213786125183105)
1677: (875,9.679544448852539) (89,8.399711608886719)* (747,7.869251728057861)* (94,7.7918701171875) (81,7.6884846687316895) (106,7.639148712158203)* (842,7.225186347961426) (1260,7.004246711730957)* (1252,6.949999809265137) (1061,6.938629627227783) (851,6.906830787658691) (828,6.796290397644043) (1008,6.752065181732178) (1935,6.593688011169434) (154,6.579654693603516) (1248,6.537265777587891)* (3483,6.491885185241699) (764,6.483881950378418) (1518,6.462739944458008)* (876,6.233075141906738)
1678: (15,5.862782001495361) (168,5.488689422607422) (113,5.261491775512695) (11,5.229531288146973) (48,5.1336565017700195) (131,5.088842868804932) (158,5.076810836791992) (439,5.021263122558594) (167,4.924352169036865) (54,4.679980754852295) (67,4.670100212097168) (661,4.667663097381592) (16,4.609975814819336) (17,4.47540283203125) (366,4.419029235839844) (115,4.39580774307251)* (674,4.357291221618652) (9,4.350667476654053) (922,4.350472927093506) (142,4.323976039886475)
1679: (106,1.5268235206604004) (81,1.4579229354858398) (130,1.3142368793487549) (1260,1.2624449729919434) (889,1.2379459142684937) (1027,1.2367043495178223) (116,1.2290053367614746) (15,1.2253918647766113) (87,1.1975224018096924) (394,1.1955369710922241) (71,1.181964635848999) (1187,1.1731467247009277) (85,1.1662743091583252) (94,1.1615594625473022) (143,1.159298062324524) (125,1.155879020690918) (419,1.1447290182113647) (102,1.1432421207427979) (1061,1.136921763420105) (2170,1.1211137771606445)
1680: (512,4.385232925415039) (493,4.351466178894043) (147,4.0064377784729) (136,3.8426427841186523) (560,3.730595111846924) (1273,3.62642502784729) (519,3.576768636703491) (185,3.4988107681274414) (130,3.347297430038452) (520,3.2703845500946045) (592,3.2606987953186035) (707,3.215400218963623) (164,3.173051118850708) (166,3.144310474395752) (153,3.1402363777160645) (539,3.0588583946228027) (559,2.8885583877563477) (1063,2.883145332336426) (1144,2.869767189025879) (915,2.8562769889831543)
1681: (15,2.3101184368133545) (512,2.2646985054016113) (493,2.246256113052368) (560,2.2256460189819336) (136,2.1274452209472656) (707,2.0883517265319824) (147,2.0846757888793945) (1273,2.062825918197632) (592,2.0328664779663086) (519,2.0166099071502686) (185,1.975056529045105) (159,1.9091017246246338) (366,1.8885009288787842) (48,1.8416922092437744) (1144,1.8079144954681396) (131,1.7851972579956055) (1063,1.7648471593856812) (2066,1.753792405128479) (130,1.7523834705352783) (2069,1.7299888134002686)
1682: (721,8.807425498962402)* (364,8.16378116607666)* (11,7.716838359832764) (0,7.282900810241699)* (226,6.970221519470215) (512,6.551939964294434) (560,6.539644241333008) (1202,6.523934364318848)* (67,6.471408367156982) (106,6.445481300354004)* (136,6.441847801208496) (139,6.299780368804932) (18,6.236221790313721) (669,6.175690650939941) (810,6.148870468139648) (9,6.1322479248046875) (170,6.129284858703613) (1061,6.126891136169434) (366,6.091153144836426) (632,6.0665507316589355)
1683: (364,8.497751235961914)* (360,8.476951599121094)* (94,8.36695671081543) (722,8.229822158813477)* (512,8.050477981567383) (366,7.941255569458008) (915,7.888613224029541)* (689,7.7580108642578125)* (592,7.573854923248291)* (1281,7.288262367248535)* (1246,7.213925361633301) (210,7.1415557861328125)* (2231,7.050984859466553) (419,7.0355024337768555)* (2120,7.011467933654785)* (1202,7.005496025085449) (219,6.948114395141602) (1336,6.926718235015869)* (1144,6.918299674987793) (1858,6.910661220550537)
1684: (2613,5.823730945587158) (157,5.800561904907227) (414,5.609507083892822) (15,5.550539970397949) (3519,5.446682453155518) (692,5.241508483886719) (2828,5.194393157958984) (2622,5.155745506286621) (922,5.100308418273926) (2582,5.04292106628418) (4221,4.892986297607422) (1352,4.8520307540893555) (686,4.802289009094238) (327,4.789547443389893) (218,4.729165077209473) (371,4.7115373611450195) (240,4.671552658081055) (2576,4.646690368652344) (2057,4.6406426429748535) (3224,4.634115219116211)
1686: (108,9.435935020446777) (519,8.930366516113281)* (2945,8.678651809692383)* (116,8.667401313781738)* (1116,8.464550018310547) (901,8.355605125427246) (3216,8.20093822479248)* (914,8.121152877807617)* (1253,7.808600425720215) (5791,7.757539749145508) (1569,7.754909992218018) (1553,7.739118576049805) (3128,7.653881072998047) (1175,7.508552551269531)* (3803,7.45461368560791) (884,7.436911582946777)* (20672,7.409173011779785) (1314,7.388226509094238) (99,7.384246826171875) (833,7.35484504699707)
1687: (159,9.98092269897461)* (136,9.901239395141602)* (185,9.818313598632812)* (592,9.090068817138672)* (130,8.865123748779297) (1242,8.849119186401367) (440,8.836709976196289) (364,8.824745178222656) (520,8.621994018554688) (48,8.524457931518555)* (1144,8.470142364501953) (519,8.332271575927734) (169,8.277523040771484)* (2,8.220458984375) (5,8.151351928710938) (371,8.128891944885254)* (147,8.025160789489746) (6,8.024312973022461) (34,8.020284652709961)* (1195,7.794286251068115)
1688: (240,5.243801116943359) (1186,4.542788982391357) (1813,4.2099199295043945) (2849,4.0509209632873535) (842,3.9977641105651855) (414,3.9617867469787598) (371,3.919686794281006) (1357,3.885532855987549) (3024,3.8326454162597656) (369,3.7548534870147705) (358,3.7496988773345947) (2613,3.6742258071899414) (218,3.6000723838806152) (2732,3.5663089752197266)* (823,3.524354934692383) (2119,3.4773809909820557) (189,3.4706733226776123) (2101,3.4262351989746094) (686,3.410658597946167) (129,3.4069881439208984)
1689: (2328,10.649352073669434)* (4561,10.647335052490234)* (6670,9.79714584350586)* (4623,9.79494571685791) (3374,9.699085235595703) (6718,9.380833625793457)* (12160,9.104776382446289) (2673,8.99819278717041) (789,8.935218811035156) (12192,8.733235359191895) (6996,8.72001838684082) (5806,8.692118644714355) (8679,8.662206649780273) (4544,8.54000473022461) (4995,8.47560977935791) (4489,8.382101058959961) (4517,8.338140487670898) (8678,8.23594856262207) (1177,8.214706420898438)* (9287,8.07259464263916)
1690: (420,8.863261222839355)* (388,8.820568084716797)* (703,8.684385299682617) (1100,8.386444091796875)* (2814,8.3129301071167) (735,8.251121520996094) (1044,8.164037704467773)* (144,8.120784759521484)* (440,8.100101470947266)* (669,8.096513748168945)* (981,8.04114818572998) (1863,7.784230709075928) (722,7.7838873863220215) (185,7.696674346923828)* (625,7.579497814178467) (1867,7.497822284698486) (632,7.443478584289551) (17,7.378072261810303) (675,7.350645542144775)* (721,7.335607528686523)*
1691: (324,11.053775787353516) (211,10.829449653625488) (6,9.760059356689453) (0,9.58163070678711)* (317,9.498628616333008)* (11,9.49423599243164) (215,9.178977966308594) (168,9.141111373901367) (1812,8.972002983093262) (123,8.871992111206055) (382,8.866018295288086)* (359,8.850555419921875)* (17,8.73873519897461) (48,8.683362007141113) (263,8.644937515258789) (4887,8.628507614135742)* (4181,8.625983238220215) (384,8.404186248779297)* (670,8.376289367675781) (274,8.310896873474121)
1692: (226,4.08074951171875) (810,4.005672454833984) (139,3.9974722862243652) (364,3.9772963523864746) (0,3.9667599201202393) (81,3.922010898590088)* (203,3.9010558128356934) (421,3.8679513931274414) (2148,3.8225600719451904) (2,3.674954891204834) (420,3.6547069549560547) (167,3.6426711082458496) (6,3.5714163780212402) (1392,3.543759822845459) (440,3.479300022125244) (981,3.4668831825256348)* (632,3.462575674057007) (222,3.4556994438171387) (324,3.444512367248535) (344,3.439621925354004)
1693: (1894,8.855331420898438) (3141,7.8489179611206055) (4489,7.619396209716797) (4561,7.5921173095703125) (1180,7.576273441314697) (312,7.136466026306152) (998,7.032912731170654) (952,6.908531188964844) (3944,6.839110851287842) (3188,6.769403457641602)* (3941,6.616211891174316)* (12120,6.495902061462402) (3877,6.436824798583984) (4544,6.427334785461426) (1196,6.398258209228516) (3674,6.325064659118652) (1900,6.315224647521973) (3437,6.287448883056641) (4536,6.257542610168457) (18,6.225852012634277)
1694: (147,6.884110450744629) (806,6.343308925628662) (3346,6.060722827911377) (2137,5.955564022064209) (1790,5.865240573883057) (2120,5.712054252624512) (575,5.707889080047607) (2997,5.412199974060059) (1273,5.390935897827148) (1802,5.346920013427734) (3266,5.296929359436035) (519,5.2867536544799805) (642,5.263197422027588) (1063,5.238702297210693) (941,5.210857391357422) (459,5.203108787536621)* (707,5.195699691772461) (190,5.126533508300781) (1116,5.073988914489746) (896,5.072131156921387)
