userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.260698318481445)* (265,7.40818452835083) (11,7.243408203125)* (324,7.1678900718688965) (215,7.024662017822266) (48,7.00746488571167)* (170,6.78004264831543)* (53,6.7480974197387695)* (276,6.73099422454834) (300,6.5774736404418945) (674,6.513030529022217) (279,6.449097633361816) (169,6.3520097732543945)* (107,6.321380615234375)* (371,6.212302207946777) (1187,6.1766357421875) (203,6.117630958557129) (262,6.080989837646484) (632,5.9167585372924805) (440,5.913481712341309)
1209: (167,4.072596549987793) (592,3.877284049987793) (131,3.6232309341430664) (48,3.453953266143799) (11,3.3114891052246094) (512,3.259312629699707) (324,3.2076878547668457) (560,3.198737144470215) (107,3.131960868835449) (113,3.127608299255371) (81,3.1070010662078857) (674,3.1055617332458496) (136,3.034359931945801) (366,3.028644561767578) (101,2.9955599308013916) (371,2.9605326652526855) (419,2.9317355155944824) (170,2.9083924293518066) (123,2.9028375148773193) (135,2.8342018127441406)*
1210: (185,7.539212226867676) (560,6.753972053527832)* (147,6.202728748321533) (642,5.461045742034912) (932,5.4214887619018555) (153,5.270395278930664) (941,5.248680591583252) (1091,5.200465202331543) (625,5.157291412353516) (2609,5.157021999359131) (3266,5.137015342712402) (575,5.12514591217041) (1100,5.1034698486328125)* (512,5.036786079406738) (2779,4.970366954803467) (190,4.870723247528076) (1072,4.850763320922852) (136,4.770827293395996) (1790,4.66828727722168) (570,4.648616790771484)
1211: (387,8.211697578430176) (2846,8.207832336425781) (2131,8.1610107421875) (559,8.110142707824707)* (592,8.068246841430664)* (172,7.695103168487549)* (99,7.676220893859863) (806,7.650380611419678) (190,7.6292524337768555) (265,7.410456657409668) (575,7.364561080932617) (2114,7.131459712982178)* (2143,6.934189796447754) (135,6.910797595977783) (123,6.901606559753418) (1100,6.84953498840332)* (48,6.791815757751465) (131,6.7491044998168945) (101,6.737460613250732) (159,6.6348347663879395)
1212: (364,7.281338214874268)* (167,6.687404155731201)* (15,6.652673721313477)* (420,6.563494682312012) (685,6.513514041900635)* (385,6.170133590698242) (162,6.078544616699219)* (388,5.995037078857422) (440,5.9360527992248535) (324,5.79512882232666) (359,5.671026229858398) (344,5.559103012084961)* (1322,5.529968738555908) (632,5.513181686401367) (444,5.490163803100586) (205,5.477765083312988) (222,5.477358818054199) (1949,5.452118873596191) (4122,5.402921199798584) (11,5.2708001136779785)
1213: (721,6.2783660888671875) (324,5.716954231262207)* (364,5.693626403808594) (810,5.614448070526123) (722,5.612612724304199) (366,5.606358528137207) (1281,5.405949592590332)* (210,5.401850700378418) (11,5.339726448059082) (668,5.327290058135986) (226,5.275215148925781)* (717,5.267990589141846) (81,5.1647562980651855) (162,5.124044418334961) (8,5.103097438812256) (211,5.09932804107666)* (301,5.083785533905029) (986,5.066902160644531) (4,4.973525047302246)* (716,4.933698654174805)
1214: (130,3.7914047241210938) (136,3.7328479290008545) (560,3.652418375015259) (707,3.637521982192993) (4,3.5707573890686035) (493,3.5251100063323975) (106,3.5248560905456543) (512,3.4938650131225586) (81,3.46873140335083) (2066,3.3463850021362305) (875,3.3253085613250732) (95,3.250553846359253) (167,3.128408193588257) (952,3.102431535720825) (134,3.081599235534668) (185,3.040210247039795) (48,3.0272257328033447) (434,3.0230789184570312) (915,3.0040857791900635) (345,2.970630407333374)
1215: (2830,2.404496669769287) (3936,2.317720890045166) (4544,2.163109540939331) (751,2.160429000854492) (4561,2.1433849334716797) (11260,2.104170799255371) (4957,2.0951809883117676) (792,2.0921292304992676) (1723,2.0810086727142334) (3882,2.069209575653076) (8676,2.0188519954681396) (4519,2.0116541385650635) (789,2.0007057189941406) (4507,1.993734359741211) (4314,1.9928127527236938) (4489,1.9921305179595947) (8671,1.9826631546020508) (12120,1.9597434997558594) (756,1.9317350387573242)* (4521,1.9119689464569092)
1216: (15,9.595417022705078)* (512,8.09426498413086) (366,8.01408576965332)* (560,7.979055404663086) (131,7.935275554656982)* (67,7.46908712387085) (707,7.2174391746521) (592,7.176943778991699) (367,7.113767623901367) (419,7.076697826385498) (168,7.015666961669922) (170,7.011092185974121) (371,6.871945858001709) (363,6.770740032196045) (11,6.755805492401123) (674,6.744288444519043) (1144,6.6855788230896)* (130,6.666862487792969) (1063,6.498307228088379)* (35,6.484948635101318)
1217: (6215,9.650647163391113) (3750,9.197630882263184) (5823,8.934951782226562)* (16,8.70297908782959) (3709,8.518351554870605) (72,8.179741859436035) (5737,7.919966220855713) (6090,7.776325225830078) (7339,7.577698230743408) (248,7.55582332611084) (285,7.521679401397705) (4494,7.417795181274414) (3717,7.288833141326904) (387,7.28192663192749)* (5369,7.188907623291016)* (661,7.102524757385254) (949,6.947800159454346) (3730,6.879145622253418) (266,6.807866096496582)* (2899,6.807634353637695)*
1218: (560,10.347779273986816)* (512,9.849778175354004)* (522,9.613646507263184) (1063,9.612549781799316)* (459,8.942975997924805)* (3646,8.825053215026855)* (116,8.570250511169434)* (5811,8.327007293701172) (1126,8.233718872070312)* (1241,8.22207260131836) (192,8.117842674255371)* (530,8.00520133972168) (1008,8.001750946044922) (136,7.969573974609375)* (3265,7.9250712394714355) (555,7.820823669433594)* (154,7.727341651916504) (529,7.693592548370361)* (1144,7.530256271362305)* (2790,7.3763933181762695)
1219: (48,3.875016212463379) (54,3.8197906017303467) (3445,3.6986846923828125) (142,3.588855266571045) (312,3.5818986892700195) (16,3.400798797607422) (237,3.3540525436401367) (9,3.324549913406372) (189,3.3025660514831543) (168,3.2392234802246094) (11,3.171659469604492) (18,3.1576895713806152) (131,3.1478052139282227) (82,3.121582508087158) (279,3.1109766960144043) (2862,3.0991547107696533) (13,3.09657621383667) (174,3.036695718765259) (263,2.9899325370788574) (211,2.989840507507324)
1220: (15,7.818636417388916)* (199,7.760001182556152)* (434,7.103187561035156)* (81,7.0041961669921875) (1894,6.947350025177002) (48,6.5638017654418945) (1196,6.536046981811523) (210,6.521866321563721)* (67,6.385928153991699) (388,6.332681655883789)* (204,6.319036483764648)* (810,6.302772521972656) (18,6.192787170410156) (1336,6.188717842102051)* (493,6.161382675170898) (364,6.15095329284668)* (2864,6.08331298828125)* (1337,6.024444580078125) (2779,6.01497220993042)* (592,5.954493522644043)
1221: (974,11.50882625579834) (5683,10.803839683532715) (1034,10.580411911010742)* (1875,10.46713638305664)* (2005,10.188753128051758) (6186,10.122978210449219)* (2085,9.59643840789795)* (150,9.45393180847168) (1987,9.31881046295166)* (195,9.308085441589355)* (6370,9.229204177856445)* (1863,9.11138916015625) (6132,8.977010726928711) (5633,8.843690872192383) (147,8.83200454711914)* (876,8.823591232299805)* (6050,8.777257919311523) (4,8.772592544555664)* (5621,8.764884948730469) (6242,8.713754653930664)
1223: (345,2.9076478481292725) (4,2.7514936923980713) (1972,2.679295063018799)* (329,2.630370616912842) (1814,2.5268354415893555) (1279,2.4492461681365967) (302,2.4432103633880615) (242,2.421833038330078) (744,2.3612403869628906) (342,2.3269155025482178) (8829,2.3260345458984375) (2627,2.318871021270752) (168,2.309370517730713) (2077,2.307832717895508) (787,2.201978921890259) (48,2.1861345767974854) (952,2.178489923477173) (15,2.1539106369018555) (2868,2.109632968902588) (1780,2.0980887413024902)
1224: (413,7.90721321105957)* (889,7.620136737823486)* (1279,7.57157039642334)* (4,7.411367416381836) (818,6.774145126342773) (2066,6.762007713317871)* (226,6.622325420379639) (731,6.507059097290039) (1289,6.458865642547607) (810,6.358794689178467) (394,6.329380989074707) (2,6.2727813720703125) (1336,6.230119705200195) (147,6.1606550216674805)* (560,6.143460273742676) (6,6.139036178588867) (492,6.108992576599121) (1061,6.0785393714904785) (779,6.073760032653809) (685,6.065521240234375)*
1225: (2561,9.795903205871582)* (13,9.669052124023438)* (237,8.78561019897461) (354,8.775260925292969)* (2423,8.74293327331543) (2328,8.73206901550293) (269,8.323263168334961) (3736,8.30192756652832) (842,8.156970977783203)* (4952,8.079421043395996) (142,8.045135498046875) (952,7.9340105056762695) (3402,7.870433807373047) (987,7.72686243057251) (1831,7.676926612854004) (6159,7.5560712814331055) (382,7.529238224029541) (368,7.522921562194824) (240,7.479706764221191)* (211,7.3566718101501465)
1226: (592,5.416507720947266) (1144,5.386483192443848) (185,4.417566299438477) (15,4.2732648849487305) (512,4.227522850036621) (806,4.106333255767822) (941,4.027943134307861) (625,3.9911768436431885) (3655,3.941171407699585) (642,3.878416061401367)* (166,3.832653045654297) (546,3.8027138710021973) (2609,3.775613784790039) (1091,3.762685775756836) (2137,3.681518077850342) (164,3.671017646789551) (130,3.6098012924194336) (167,3.571948528289795) (570,3.5508534908294678) (1100,3.5462639331817627)*
1227: (625,8.152700424194336) (2814,7.220691204071045)* (592,7.183080673217773) (2137,6.800549030303955)* (650,6.734234809875488)* (185,6.569822311401367) (942,6.514308452606201)* (3114,6.493443965911865) (3255,6.446122646331787) (642,6.408672332763672) (1093,6.405351638793945)* (1087,6.376413822174072)* (1649,6.180278778076172)* (653,6.159945487976074)* (2114,5.946801662445068) (3266,5.827605724334717) (626,5.779437065124512)* (651,5.759458065032959)* (1099,5.587268829345703) (2120,5.542414665222168)
1228: (211,9.261709213256836) (722,8.997272491455078)* (1202,8.76560115814209) (360,8.729622840881348)* (215,8.374048233032227) (366,7.973602294921875) (48,7.94167423248291) (413,7.6554856300354) (421,7.567824840545654)* (1289,7.507376670837402)* (2119,7.453723907470703)* (221,7.369664192199707) (168,7.351645469665527) (1353,7.1533660888671875) (1858,7.074548244476318)* (382,7.039946556091309) (669,6.96439266204834) (113,6.946323394775391) (3437,6.94515323638916) (3862,6.9445271492004395)*
1229: (592,3.9384586811065674)* (560,3.8757121562957764) (166,3.2904515266418457) (520,3.2475876808166504) (707,3.181959867477417) (546,3.077423095703125) (1063,3.0050110816955566) (147,3.0012478828430176) (136,2.9993977546691895) (625,2.880615711212158) (1144,2.8607537746429443) (130,2.814779281616211) (164,2.806511878967285) (915,2.803276538848877) (1278,2.798067569732666) (539,2.7947025299072266) (642,2.7516231536865234) (575,2.698085308074951) (2609,2.606193780899048)* (15,2.602299690246582)
1230: (18,9.14824104309082) (1202,9.067184448242188) (159,8.643202781677246) (142,8.50604248046875)* (262,8.007406234741211) (366,7.5315704345703125)* (82,7.407561302185059) (263,7.286588668823242) (952,7.276000022888184)* (820,7.256758213043213) (123,7.200328350067139) (1196,7.13967227935791)* (364,7.073010444641113) (374,7.029811382293701) (14,6.947836399078369) (211,6.911504745483398) (827,6.896530628204346) (169,6.8286519050598145) (107,6.812405586242676) (3865,6.79502534866333)
1231: (3347,8.639312744140625) (592,8.436554908752441)* (3808,8.240042686462402)* (2120,7.9373579025268555) (3892,7.790626525878906)* (2997,7.733567237854004)* (941,7.70772647857666) (808,7.4595947265625) (6891,7.407890319824219)* (2096,7.3229594230651855) (3894,7.121729850769043) (1147,7.076512336730957)* (4096,7.019198417663574) (2143,6.799604415893555)* (1780,6.791598796844482) (2114,6.74210786819458) (1091,6.6229329109191895) (1100,6.565616607666016) (952,6.530673503875732) (3204,6.529146194458008)
1232: (185,4.35524320602417)* (2997,4.132168292999268) (1144,4.063821792602539) (592,4.0542497634887695) (15,3.96734881401062) (625,3.8501083850860596)* (2790,3.787710666656494) (575,3.711712121963501) (1100,3.6615042686462402) (3280,3.6296918392181396)* (265,3.538001775741577) (312,3.501132011413574) (48,3.4873361587524414) (3346,3.4673328399658203) (3344,3.4510812759399414) (147,3.4468138217926025) (952,3.3602712154388428) (1091,3.3555309772491455) (1553,3.3553414344787598) (802,3.348177433013916)
1233: (1278,8.175037384033203)* (546,7.980185508728027) (707,7.722356796264648)* (1058,7.445291042327881) (130,7.348231315612793) (1298,7.118199348449707) (1027,6.908897876739502) (2116,6.863924026489258) (1267,6.856154918670654) (2120,6.808765411376953)* (1055,6.636394023895264) (1100,6.405892372131348) (1144,6.367428779602051) (889,6.333305835723877) (1061,6.333296775817871) (640,6.311003684997559) (566,6.3008222579956055) (530,6.185375213623047) (2082,6.055761814117432) (779,6.032052040100098)
1234: (512,5.058879375457764) (560,4.562047481536865) (707,4.457427978515625)* (136,4.295098304748535) (147,4.283961296081543) (185,4.165931701660156) (915,4.126690864562988)* (153,3.972106695175171) (15,3.9408278465270996)* (875,3.8887078762054443) (166,3.8544864654541016) (904,3.8336024284362793)* (1116,3.706660747528076) (167,3.701502799987793) (164,3.616239547729492) (1062,3.6065673828125) (1063,3.5821399688720703) (1144,3.538658857345581)* (1267,3.5245442390441895) (159,3.5190086364746094)
1235: (5659,14.937372207641602)* (5683,13.507617950439453)* (740,13.352234840393066)* (6242,13.246570587158203)* (2144,12.87407398223877)* (6386,12.856588363647461)* (6050,12.686493873596191) (6132,12.105400085449219)* (6027,11.990796089172363) (2605,11.61435317993164)* (4150,11.59398078918457)* (1863,11.561467170715332)* (9703,11.332985877990723)* (2014,11.1611967086792) (5294,10.970765113830566) (2159,10.955272674560547)* (9368,10.948732376098633) (976,10.93320083618164)* (4692,10.88101577758789)* (17390,10.8671293258667)
1236: (185,3.9525859355926514) (592,3.8444743156433105) (560,3.7577619552612305) (4,3.7347123622894287) (15,3.717620372772217) (131,3.698535919189453)* (434,3.6473381519317627) (366,3.634612560272217) (136,3.5819344520568848)* (1144,3.570394277572632) (312,3.438441753387451) (512,3.435272693634033) (1813,3.429837942123413) (167,3.414135456085205) (2997,3.2474489212036133) (8,3.2230148315429688) (210,3.212580680847168)* (342,3.126166820526123) (367,3.114833354949951) (941,3.114807367324829)
1237: (592,6.896466255187988) (15,6.76814079284668)* (185,5.598903656005859)* (147,5.338947296142578) (366,5.315701484680176) (48,5.272663116455078) (153,5.2303290367126465) (915,5.1123151779174805) (707,5.073492527008057) (9,5.022217750549316) (123,4.986958980560303) (1790,4.973660945892334) (546,4.946316719055176) (2026,4.919118881225586) (1144,4.903217315673828) (669,4.901594638824463) (2066,4.889965057373047) (721,4.827474594116211)* (570,4.817041397094727)* (130,4.812017440795898)
1238: (48,6.27422571182251) (131,5.7896904945373535) (312,5.711732864379883) (15,5.651513576507568) (434,5.61092472076416) (185,5.584051132202148) (159,5.405684947967529) (4,5.308157920837402) (265,5.279626369476318) (54,5.271036148071289) (298,5.174578666687012) (952,5.048768997192383)* (276,5.04847526550293) (168,5.030130863189697) (136,5.005712509155273) (67,4.975679397583008) (142,4.919266223907471) (1813,4.880034446716309) (1180,4.8724775314331055) (368,4.826513290405273)
1239: (15,8.028488159179688)* (366,7.136814594268799) (592,6.8795318603515625) (168,6.849977970123291) (215,6.5547685623168945) (67,6.508356094360352) (922,6.4628520011901855) (185,6.401825904846191) (312,6.3748273849487305) (560,6.339428901672363) (107,6.257503509521484)* (354,6.158604145050049) (674,5.990636348724365)* (54,5.946760654449463)* (298,5.832827568054199)* (4,5.8204169273376465) (82,5.768847942352295)* (11,5.666861534118652) (374,5.638279914855957) (371,5.631353378295898)
1240: (215,5.848726749420166)* (159,5.7868146896362305) (48,5.641476631164551) (11,5.550657272338867) (131,5.379843711853027) (674,5.233224868774414)* (162,5.081797122955322) (107,5.002040386199951) (113,4.9334516525268555) (4,4.849790096282959) (173,4.783398151397705) (101,4.690077781677246) (364,4.687648773193359) (721,4.656911849975586)* (371,4.561151027679443) (35,4.5550761222839355) (312,4.483010768890381) (142,4.481603622436523) (81,4.454683303833008) (0,4.3621931076049805)
1241: (15,4.612644195556641) (167,4.342308521270752) (324,4.048292636871338) (139,3.7590150833129883) (440,3.643841505050659) (632,3.606503963470459) (106,3.588681697845459)* (81,3.5100245475769043) (674,3.4829208850860596) (2,3.457749843597412) (4,3.4377212524414062) (363,3.4372267723083496) (161,3.433218002319336)* (35,3.429490566253662) (419,3.4166102409362793) (222,3.3793246746063232) (818,3.375694513320923) (162,3.3753299713134766) (159,3.3384952545166016) (101,3.3326377868652344)
1242: (15,6.374162673950195) (48,5.249043941497803) (215,5.200681686401367) (159,5.056814670562744) (11,5.04637336730957) (366,4.796834945678711) (324,4.722775936126709) (142,4.655735015869141) (107,4.53232479095459) (360,4.467273235321045) (113,4.466989994049072) (4,4.428379058837891)* (312,4.422296524047852) (211,4.3666534423828125) (162,4.327252388000488) (364,4.310857772827148) (721,4.292974472045898)* (9,4.239501953125) (669,4.13368034362793) (1202,4.026864528656006)*
1243: (15,8.648176193237305) (324,6.561046600341797) (366,6.51237678527832)* (168,6.028674125671387)* (35,5.9958391189575195) (674,5.960155010223389) (173,5.934166431427002) (101,5.710983753204346) (371,5.6265974044799805) (210,5.609546184539795) (170,5.546255111694336) (364,5.521444320678711) (113,5.4988203048706055) (107,5.497073173522949)* (4,5.350977897644043) (367,5.313662528991699) (0,5.286056041717529) (17,5.252179145812988) (810,5.210579872131348)* (142,5.1901445388793945)
1244: (136,5.077784061431885) (560,4.967787742614746) (153,4.3395586013793945) (166,4.232177734375) (915,4.231269836425781) (130,4.190568923950195) (2069,4.163653373718262)* (3346,4.032284736633301) (1063,3.945279836654663) (2026,3.8761963844299316) (2609,3.8407979011535645) (2779,3.806403636932373)* (904,3.73947811126709) (1518,3.691338539123535) (1062,3.645012378692627)* (546,3.6408283710479736) (419,3.487029552459717) (806,3.4600887298583984) (570,3.4234023094177246) (1280,3.3489437103271484)
1245: (1144,6.110374450683594) (625,5.456015586853027) (592,5.430844783782959) (1100,5.40013313293457) (560,5.349830627441406) (15,5.014375686645508) (1063,4.898014068603516) (147,4.857854843139648) (806,4.696041584014893) (2997,4.6422014236450195) (3266,4.511957168579102) (1553,4.502208709716797) (941,4.495209693908691)* (431,4.494705677032471) (2137,4.463235378265381)* (1072,4.45957088470459) (642,4.4199604988098145) (559,4.318872451782227) (130,4.261208534240723)* (520,4.257791996002197)
1247: (6090,2.458125591278076) (6987,2.2817161083221436) (7339,1.9198986291885376) (80,1.8886638879776) (3747,1.887477159500122) (7374,1.8633248805999756) (6989,1.7387019395828247) (6985,1.6714694499969482) (306,1.6648693084716797) (3750,1.5963321924209595) (8015,1.5930150747299194) (1735,1.5567243099212646) (6280,1.515002965927124)* (10015,1.4655852317810059) (4410,1.4539318084716797) (6501,1.4364702701568604) (7825,1.4351036548614502) (5737,1.4255149364471436) (6498,1.417374849319458) (6993,1.4108829498291016)
1248: (15,12.102545738220215) (539,11.411540031433105)* (116,10.678174018859863) (528,10.09636116027832)* (106,9.936705589294434)* (1072,9.574516296386719)* (560,9.173081398010254)* (481,8.987122535705566)* (520,8.875548362731934)* (4,8.868171691894531)* (67,8.861907958984375)* (1053,8.500375747680664)* (1259,8.331056594848633)* (1242,8.321601867675781)* (134,8.182394981384277)* (1055,8.170438766479492)* (674,8.144939422607422)* (1435,8.026795387268066) (774,8.022645950317383) (649,8.007525444030762)*
1250: (512,5.375433921813965) (519,5.179744720458984) (1116,4.769664764404297) (493,4.380809783935547) (185,4.3240065574646) (560,4.294148921966553) (2069,4.274830341339111) (932,4.0385966300964355) (575,4.016252040863037) (190,3.940037727355957) (147,3.9109320640563965)* (1172,3.9035377502441406) (592,3.890800952911377) (1062,3.788414478302002) (1144,3.751477003097534) (2997,3.7325968742370605) (136,3.698911190032959) (2713,3.6429038047790527) (862,3.6005454063415527) (1022,3.561187267303467)
1251: (941,6.621695518493652)* (592,6.1406145095825195) (1099,5.729306697845459) (185,5.660499572753906) (190,5.395378112792969) (649,5.36276912689209) (2143,5.266836643218994) (660,5.115508556365967) (1144,5.094576358795166) (2199,4.915253639221191) (1091,4.868439674377441) (642,4.866645812988281) (1682,4.857585430145264) (932,4.8120622634887695)* (3280,4.811055660247803) (2132,4.790011405944824) (658,4.75783109664917) (2137,4.610917091369629) (3381,4.606932163238525) (1095,4.586383819580078)*
1253: (560,4.005407333374023) (147,3.8770220279693604) (592,3.781867265701294) (1144,3.488262176513672) (512,3.2617921829223633) (130,3.0724191665649414) (1063,3.028014898300171) (707,2.9190917015075684) (1278,2.880575180053711) (493,2.776501417160034) (539,2.742288589477539) (153,2.7264366149902344) (15,2.7119131088256836) (1072,2.6923489570617676) (519,2.6530282497406006) (3266,2.623589515686035) (575,2.6058382987976074) (541,2.551731586456299) (625,2.5475592613220215) (166,2.5269784927368164)
1254: (130,8.923652648925781)* (889,8.267223358154297) (1260,8.255255699157715)* (779,8.094331741333008) (116,7.663730621337891) (143,7.417344093322754) (864,7.402729511260986) (1267,7.334320545196533)* (520,7.196974754333496) (2059,7.058243274688721) (134,7.006527423858643) (707,6.996250152587891) (3307,6.9258503913879395) (990,6.831264972686768) (419,6.667212009429932) (911,6.619800567626953) (94,6.511548042297363) (164,6.443833351135254) (431,6.417666912078857)* (746,6.400074005126953)
1255: (5319,9.968160629272461)* (1875,8.180193901062012)* (3236,7.953102111816406)* (413,7.556842803955078) (5485,7.530477046966553)* (5314,7.462735176086426)* (127,7.150192737579346) (3680,7.051514148712158) (3228,7.0369720458984375) (2085,6.966038227081299)* (4547,6.903632640838623) (2192,6.897809982299805) (1044,6.896466255187988) (1838,6.882240295410156) (2621,6.877401351928711) (735,6.8419952392578125)* (3206,6.709846019744873) (731,6.5903706550598145) (6826,6.581047058105469) (301,6.540905475616455)
1257: (2096,10.446624755859375)* (522,9.783164024353027) (178,9.098123550415039)* (1813,8.800945281982422)* (932,8.664922714233398) (523,8.632636070251465)* (135,8.559720993041992)* (2945,8.372566223144531)* (617,8.358978271484375)* (865,8.346839904785156)* (576,8.300357818603516)* (1103,8.214609146118164) (559,8.166179656982422)* (2220,8.133918762207031) (1224,8.102201461791992)* (1147,8.072811126708984)* (3216,8.048301696777344) (298,8.015203475952148)* (501,7.989518165588379)* (182,7.924105644226074)*
1258: (168,5.596767425537109) (167,5.129635810852051) (48,4.938661575317383) (107,4.638211250305176) (67,4.598160743713379) (11,4.589822769165039) (215,4.428077697753906) (17,4.352723121643066) (13,4.244688987731934) (674,4.197946548461914) (366,4.126015663146973) (661,4.116718769073486) (312,3.926292896270752) (4,3.9052176475524902) (113,3.8677704334259033) (72,3.8462538719177246) (300,3.841214418411255) (324,3.8379437923431396) (262,3.834367275238037) (302,3.8062620162963867)
1259: (592,2.0764145851135254) (1144,1.819697380065918) (560,1.7434056997299194) (147,1.6973845958709717) (136,1.5295554399490356) (512,1.525681734085083) (153,1.5006210803985596) (1063,1.4723001718521118) (166,1.4609801769256592) (625,1.4474204778671265) (575,1.4446845054626465) (932,1.4072675704956055) (1553,1.4017462730407715) (539,1.371225357055664) (2779,1.3677561283111572) (3346,1.3308082818984985) (2609,1.31488835811615) (806,1.3052818775177002) (642,1.295492172241211) (178,1.2863599061965942)
1260: (167,7.996190071105957)* (48,7.604921340942383)* (159,7.529599189758301)* (168,7.435499668121338)* (922,6.748308181762695) (371,6.585253715515137)* (158,6.442132949829102) (170,6.270997524261475) (173,6.20952033996582)* (670,6.091070175170898) (4,6.085132122039795) (265,6.0641279220581055) (101,6.04416561126709) (211,5.962882995605469) (82,5.930139541625977) (276,5.92869758605957) (54,5.910653114318848) (17,5.902161598205566) (14,5.879886150360107) (115,5.866842269897461)
1261: (17,10.049627304077148)* (964,9.243844985961914) (18,9.034589767456055) (2026,8.823387145996094)* (11,8.496997833251953) (4468,8.29912281036377) (81,8.290550231933594)* (9,8.262399673461914) (4181,8.157037734985352) (217,8.043362617492676) (248,7.890219688415527) (186,7.834820747375488) (2187,7.772630214691162) (949,7.771585464477539) (72,7.75980281829834) (990,7.697834491729736) (6215,7.6939287185668945) (439,7.596382141113281) (4887,7.572598457336426)* (238,7.434939861297607)
1262: (15,8.549372673034668) (167,8.40806770324707)* (185,8.025676727294922)* (159,7.4083251953125) (131,7.210315227508545) (592,7.0376386642456055)* (1144,6.900759696960449) (2069,6.831876754760742)* (366,6.825901031494141)* (265,6.820728302001953)* (8,6.790611267089844) (371,6.740464210510254)* (2997,6.727976322174072)* (324,6.7084431648254395) (364,6.69304084777832) (670,6.6656389236450195) (129,6.655872821807861) (107,6.624095916748047) (2779,6.588116645812988)* (1242,6.5598039627075195)
1263: (142,6.53641414642334) (226,6.358283996582031) (15,6.3072967529296875) (11,6.264626979827881) (1336,5.801967620849609) (388,5.732706069946289)* (324,5.532793998718262) (17,5.532181739807129) (366,5.515432357788086) (81,5.495876312255859) (18,5.41298770904541) (48,5.268439769744873) (668,5.228165149688721)* (301,5.20014762878418) (382,5.171389102935791)* (717,5.154791831970215) (201,5.1303582191467285)* (420,5.113064765930176) (159,5.085883140563965) (986,5.07669734954834)
1264: (4,7.651017189025879) (48,7.51463508605957) (15,7.408263206481934) (345,7.213701248168945) (1279,7.195307731628418)* (312,7.066620826721191)* (342,6.905122756958008) (167,6.568480968475342) (159,6.209251880645752) (67,6.138713836669922) (298,6.135473251342773)* (329,6.088248252868652)* (51,6.0696120262146) (168,5.917124271392822) (129,5.765817165374756) (1972,5.725996971130371) (185,5.6902923583984375) (2328,5.6600494384765625)* (2077,5.648000717163086) (560,5.532313346862793)*
1265: (300,11.707653045654297)* (661,10.849564552307129) (72,10.005821228027344)* (6215,9.336834907531738)* (174,9.243186950683594) (964,9.195262908935547) (123,9.116704940795898) (248,8.957857131958008) (2883,8.835868835449219)* (949,8.805974960327148) (354,8.634490966796875) (156,8.576494216918945)* (1131,8.57048511505127)* (5823,8.515411376953125)* (2266,8.387640953063965) (4952,8.34812068939209)* (823,8.289812088012695) (6541,8.253588676452637)* (215,8.224822998046875) (2318,8.214486122131348)
1266: (17,5.169992446899414) (18,4.944154739379883) (721,4.801131248474121) (215,4.716555595397949) (167,4.600563049316406) (722,4.436164379119873) (9,4.3908891677856445) (15,4.278779029846191) (689,4.272680282592773) (1202,4.164437770843506) (364,4.091156482696533) (301,3.9541141986846924) (661,3.9375314712524414) (123,3.8983218669891357) (2152,3.8735709190368652) (668,3.8728694915771484) (0,3.8412551879882812) (211,3.8402621746063232) (219,3.836852788925171) (5059,3.829949140548706)
1267: (15,8.269214630126953) (167,7.59065580368042) (81,7.0187859535217285) (11,6.834357738494873) (48,6.770894527435303)* (512,6.73894739151001) (130,6.638469696044922)* (136,6.465914726257324) (18,6.285721778869629) (1273,5.963678359985352) (142,5.8702497482299805)* (17,5.763044357299805)* (952,5.603096008300781) (312,5.484203338623047) (131,5.479890823364258) (2069,5.425973892211914) (519,5.422467231750488) (164,5.372956275939941) (366,5.2963337898254395) (360,5.2937421798706055)
1268: (559,10.237760543823242)* (123,9.916074752807617)* (539,9.628105163574219)* (1088,9.366683959960938)* (4887,8.896244049072266) (395,8.793863296508789)* (2195,8.732575416564941)* (11,8.71621036529541)* (1204,8.673938751220703)* (4122,8.577675819396973)* (5163,8.557652473449707)* (423,8.515987396240234)* (510,8.473783493041992)* (703,8.447742462158203)* (481,8.417623519897461)* (3108,8.355835914611816)* (2131,8.332612037658691)* (5211,8.291546821594238)* (2187,8.257909774780273)* (990,8.233800888061523)
1270: (15,9.440361022949219)* (167,8.368980407714844)* (324,7.972999572753906) (395,7.705434799194336) (1832,7.695002555847168)* (539,7.58434534072876)* (510,7.420832633972168) (44,7.404871940612793) (298,7.398568630218506)* (373,7.392322540283203)* (472,7.32837438583374)* (385,7.191767692565918)* (371,7.102353572845459) (398,6.9190497398376465)* (67,6.896230697631836)* (522,6.817722320556641) (113,6.800449371337891)* (129,6.789242744445801)* (4397,6.700182914733887) (123,6.65548038482666)
1271: (159,8.648954391479492)* (139,8.367365837097168)* (11,8.12157154083252) (17,7.771985054016113) (170,7.754513263702393)* (419,7.74056339263916)* (625,7.539994239807129)* (5,7.428678512573242)* (6,7.301340103149414) (131,7.291918754577637)* (1278,7.094222068786621) (71,7.042471885681152) (520,7.0372467041015625) (35,7.010112285614014) (222,6.94926643371582) (1187,6.854701519012451)* (818,6.849414825439453) (166,6.749083042144775) (404,6.726800918579102) (8,6.665933609008789)*
