userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
1341: (302,3.262542247772217) (1340,3.095851421356201) (876,3.0436480045318604) (240,3.0342109203338623) (48,3.0164661407470703) (130,2.974113702774048) (136,2.9617793560028076) (371,2.8848776817321777) (844,2.8839941024780273) (274,2.851492404937744) (10872,2.8131160736083984) (131,2.771091938018799) (374,2.7644011974334717) (174,2.7598488330841064) (215,2.7332217693328857) (10951,2.727980375289917) (67,2.7236452102661133) (2452,2.7208681106567383) (18979,2.717487335205078) (354,2.704758644104004)
1303: (15,5.2006731033325195) (185,5.021495819091797) (48,4.935610294342041) (172,4.770309925079346) (67,4.708564758300781) (560,4.628630638122559) (2328,4.625030994415283) (374,4.623932361602783) (131,4.557175636291504) (312,4.5556135177612305) (2779,4.535876750946045) (823,4.517787933349609) (1144,4.516971111297607) (1717,4.487966537475586) (276,4.466540813446045) (167,4.430356025695801) (215,4.429311752319336) (512,4.4128923416137695) (952,4.392297267913818) (136,4.389511585235596)
655: (185,4.702751159667969) (15,4.516797065734863) (560,4.368715763092041) (167,4.3073577880859375) (48,4.261919021606445) (512,4.105159759521484) (312,4.050234794616699) (1273,4.007216453552246) (147,4.00364351272583) (215,3.986748456954956) (130,3.9753575325012207) (1063,3.9692978858947754) (67,3.935410976409912) (95,3.8929169178009033) (1144,3.8588008880615234) (575,3.8446197509765625) (823,3.837563991546631) (131,3.80558443069458) (932,3.800625801086426) (875,3.8001766204833984)
1313: (185,5.467541694641113) (560,5.201176643371582) (130,5.0543012619018555) (2137,4.962102890014648) (512,4.94351863861084) (2779,4.915963172912598) (2609,4.830535411834717) (166,4.821904182434082) (941,4.807881832122803) (625,4.791354179382324) (136,4.790400981903076) (1063,4.725489616394043) (15,4.672039985656738) (1144,4.670137405395508) (575,4.621304988861084) (1273,4.609868049621582) (164,4.596555233001709) (1100,4.5051655769348145)* (2069,4.50242805480957) (904,4.493537425994873)
685: (185,2.5396788120269775) (15,2.437429189682007) (560,2.287141799926758) (512,2.2459888458251953) (136,2.218928337097168) (167,2.1975362300872803) (67,2.1817514896392822) (130,2.1677064895629883) (1144,2.161792755126953) (674,2.1417484283447266) (147,2.1137890815734863) (48,2.1096012592315674) (823,2.092531442642212) (324,2.091949224472046) (1063,2.0771827697753906) (575,2.046736001968384) (625,2.043907880783081) (1273,2.036912441253662) (190,2.0253520011901855) (686,2.024312734603882)
1293: (4,2.265139102935791) (15,2.1642649173736572) (130,2.1290700435638428) (185,2.077512741088867) (312,2.0600156784057617) (560,2.0553441047668457) (167,2.053823471069336) (434,1.9973514080047607) (2077,1.9795652627944946) (48,1.9717893600463867) (67,1.9684983491897583) (329,1.9660831689834595) (459,1.9468295574188232) (147,1.935311198234558) (1814,1.933337926864624) (136,1.9279735088348389) (131,1.9270515441894531) (215,1.9077342748641968) (71,1.8804748058319092) (744,1.8685989379882812)
1053: (385,5.555420875549316) (2150,5.491765022277832) (15,5.474903583526611) (204,5.4694623947143555) (440,5.367961883544922) (388,5.346158981323242) (364,5.344160079956055) (420,5.343556880950928) (359,5.3238677978515625) (1197,5.313233375549316) (2173,5.276954174041748) (444,5.264583587646484) (1064,5.244902610778809) (1281,5.232303619384766) (324,5.21134090423584) (1221,5.202265739440918) (1390,5.189297199249268) (199,5.183950424194336) (94,5.178348541259766) (421,5.177740097045898)
2879: (15,1.0122121572494507) (520,0.9838503003120422) (130,0.9694803357124329) (1260,0.9512399435043335) (364,0.9368247985839844) (85,0.9354381561279297) (990,0.9324278831481934) (164,0.9258909225463867) (721,0.9247902035713196) (889,0.9239603281021118) (731,0.9164928197860718) (413,0.9123401641845703) (1061,0.9109079837799072) (1940,0.9062315225601196) (1063,0.9048426151275635) (67,0.9047002792358398) (123,0.902052640914917) (167,0.9017705917358398) (404,0.8968523740768433) (94,0.895933985710144)
792: (15,1.6221156120300293) (167,1.5603609085083008) (4,1.5080173015594482) (48,1.499976634979248) (8,1.4299736022949219) (210,1.4222080707550049) (67,1.4173266887664795) (324,1.412215232849121) (721,1.4100182056427002) (130,1.3895230293273926) (312,1.3804457187652588) (215,1.3672471046447754) (162,1.3639600276947021) (131,1.3614119291305542) (222,1.358466625213623) (674,1.3533987998962402) (421,1.3302994966506958) (107,1.3259658813476562) (161,1.3251301050186157) (51,1.324230432510376)
2517: (185,9.875743865966797) (560,9.263370513916016) (625,9.12718391418457) (941,8.83061408996582)* (147,8.672832489013672) (2137,8.547393798828125) (166,8.25789737701416) (1063,8.248675346374512) (1100,8.201786994934082)* (1144,8.14404296875) (932,8.050599098205566) (1553,8.019599914550781) (136,7.967546463012695) (649,7.934866905212402) (561,7.8305253982543945)* (539,7.7112555503845215) (190,7.644499778747559) (628,7.6147332191467285) (459,7.614063262939453) (130,7.6014909744262695)
2687: (896,6.1637163162231445) (560,6.026027679443359) (1063,6.02531099319458) (625,5.936567306518555) (147,5.881194114685059) (185,5.827450275421143) (130,5.788999080657959) (1100,5.778839111328125) (2609,5.6966962814331055) (166,5.6484479904174805) (1790,5.520820617675781) (650,5.432787895202637)* (2120,5.3948469161987305) (628,5.391806602478027) (618,5.372452259063721) (2114,5.361812591552734) (3892,5.322812080383301) (913,5.263324737548828) (642,5.186653137207031) (1144,5.151260852813721)
846: (2143,9.383174896240234) (941,8.776046752929688) (2137,8.612936019897461) (2779,8.587005615234375) (660,8.566326141357422) (640,8.501386642456055) (3346,8.312423706054688) (932,8.0150146484375)* (3274,7.96919059753418) (3270,7.963581085205078) (618,7.937283515930176) (1100,7.931334495544434) (200,7.876988410949707) (1099,7.837789058685303) (2814,7.813802719116211) (2114,7.805480003356934) (2837,7.786711692810059) (1103,7.749109745025635) (190,7.689340591430664) (575,7.636616230010986)
23: (15,2.9294919967651367) (130,2.8721566200256348) (167,2.808504819869995) (67,2.770326614379883) (48,2.675499200820923) (4,2.660891532897949) (161,2.63041353225708) (136,2.6211624145507812) (673,2.6177544593811035) (404,2.5650453567504883) (131,2.5607900619506836) (818,2.5503451824188232) (116,2.5378503799438477) (324,2.532982110977173) (107,2.5106379985809326) (185,2.50545334815979) (560,2.486358642578125) (1063,2.4860095977783203) (222,2.484797239303589) (51,2.479328155517578)
2905: (560,7.023525238037109) (539,6.968155384063721) (185,6.8936004638671875) (1553,6.781996250152588) (486,6.654880523681641) (625,6.466320991516113) (1278,6.407344341278076) (1063,6.39274787902832) (649,6.355694770812988) (660,6.268502712249756) (136,6.251511573791504) (147,6.203943252563477) (20672,6.020345211029053) (1435,5.980955123901367) (265,5.947877883911133) (153,5.94624662399292) (130,5.933462142944336) (777,5.929015636444092) (4397,5.908527374267578) (172,5.896291732788086)
1679: (130,2.014470100402832) (185,1.9928021430969238) (15,1.9895920753479004) (560,1.9801846742630005) (1063,1.8850189447402954) (147,1.8503477573394775) (512,1.8427642583847046) (136,1.836725115776062) (520,1.8317734003067017) (2609,1.830301284790039) (164,1.8034842014312744) (166,1.7888102531433105) (1278,1.7835936546325684) (167,1.772581934928894) (1144,1.7441987991333008) (67,1.7424689531326294) (2137,1.7348864078521729) (419,1.7080268859863281) (625,1.6836671829223633) (153,1.6759183406829834)
1280: (48,1.0271942615509033) (4,1.004676103591919) (312,0.9906633496284485) (15,0.9741467237472534) (167,0.9401057362556458) (298,0.9212384223937988) (131,0.9069367051124573) (129,0.894008219242096) (95,0.8888162970542908) (67,0.8860371112823486) (130,0.8854693174362183) (434,0.881100058555603) (215,0.8731334209442139) (259,0.8710836172103882) (161,0.8547827005386353) (89,0.8536301851272583) (2328,0.8497670888900757) (210,0.8481056094169617) (265,0.8452333211898804) (1814,0.8421422243118286)
947: (185,2.768639087677002) (167,2.7252426147460938) (560,2.605438709259033) (48,2.6015114784240723) (512,2.541835308074951) (130,2.541217803955078) (136,2.533480405807495) (1144,2.5209736824035645) (147,2.5060572624206543) (312,2.4875967502593994) (131,2.4626107215881348) (215,2.4501399993896484) (823,2.4490742683410645) (1063,2.4347927570343018) (674,2.423642158508301) (324,2.415797233581543) (2069,2.37699556350708) (1273,2.3743896484375) (166,2.36911678314209) (164,2.3350205421447754)
1710: (1100,6.1611199378967285) (185,6.008185386657715) (625,5.850431442260742) (560,5.713640213012695) (1144,5.636712074279785) (2609,5.590464115142822) (575,5.576354026794434) (1553,5.497983932495117) (2137,5.475933074951172) (1095,5.466848850250244) (649,5.395380020141602) (1063,5.391781330108643) (166,5.361729621887207) (941,5.339808464050293) (628,5.26200008392334) (539,5.257702827453613) (618,5.254167556762695) (147,5.235320091247559) (642,5.227232933044434) (1278,5.219642162322998)
2302: (539,5.951177597045898) (649,5.3178629875183105) (1553,5.026934623718262) (529,4.870604038238525) (618,4.855808734893799) (404,4.758790969848633) (1027,4.668664932250977) (2839,4.648116111755371) (486,4.54987907409668) (1100,4.513101100921631) (625,4.505728721618652) (1224,4.484989166259766) (560,4.44755220413208) (1435,4.434203147888184) (116,4.431437015533447) (1063,4.40712308883667) (451,4.3924055099487305) (2814,4.359184265136719) (164,4.357231140136719) (1649,4.350461959838867)
2137: (560,3.719377040863037) (15,3.704301357269287) (147,3.610401153564453) (1063,3.563802719116211) (130,3.5408973693847656) (2609,3.5369796752929688) (625,3.5283875465393066) (166,3.4425430297851562) (2137,3.4418551921844482) (1100,3.439777374267578) (1144,3.4177708625793457) (136,3.378627300262451) (512,3.3699352741241455) (941,3.264679431915283) (164,3.250430107116699) (2779,3.2481331825256348) (520,3.2455766201019287) (167,3.2335033416748047) (575,3.232180595397949) (153,3.2097463607788086)
2865: (1190,7.459061622619629) (95,7.2602949142456055) (459,7.0537309646606445) (3622,7.017514228820801) (2790,6.981241226196289) (312,6.976894378662109) (1626,6.8907365798950195) (842,6.7802228927612305) (764,6.696558475494385) (1273,6.691706657409668) (952,6.674375534057617) (185,6.637481689453125) (3511,6.594760417938232) (2096,6.588417053222656)* (2328,6.558750152587891) (1717,6.552318096160889) (2779,6.525448799133301) (2069,6.451144218444824) (1894,6.431643486022949) (875,6.373634338378906)
2022: (15,1.097337245941162) (185,1.090558409690857) (130,1.0807998180389404) (404,1.0682053565979004) (560,1.0522656440734863) (1278,1.0420632362365723) (1027,1.032113790512085) (116,1.031908631324768) (1100,1.0241670608520508) (164,1.0229010581970215) (539,1.0216509103775024) (265,1.0189268589019775) (1063,1.0072156190872192) (324,0.9986374974250793) (913,0.9986000061035156) (1553,0.9980709552764893) (520,0.9968200325965881) (385,0.9949972629547119) (625,0.9938219785690308) (136,0.992512047290802)
2685: (1002,3.5819931030273438) (2846,3.432150363922119) (1684,3.39450740814209) (4144,3.349072217941284) (2172,3.2201783657073975) (865,3.187966823577881) (2020,3.1264877319335938) (1010,3.094571113586426) (1906,3.024526596069336) (415,3.0155248641967773) (1553,2.9986438751220703) (4744,2.995055675506592) (1100,2.9285314083099365) (4750,2.90403151512146) (1103,2.885185718536377) (660,2.8828487396240234) (1717,2.878225803375244) (1224,2.8143622875213623) (294,2.8110132217407227) (420,2.7968966960906982)
2145: (539,6.954410552978516) (559,6.48470401763916) (560,6.4724812507629395) (185,6.415866374969482) (147,6.280271530151367) (2779,6.013569355010986) (172,6.010245323181152) (625,5.90538215637207) (1144,5.771908760070801) (136,5.74174690246582) (540,5.594226837158203) (932,5.5478410720825195) (1378,5.528433799743652) (555,5.497439861297607) (2790,5.465970039367676) (2087,5.455354690551758) (572,5.445730686187744) (1103,5.434878826141357) (1062,5.385519504547119) (2761,5.358036994934082)
2444: (1780,11.127386093139648) (2790,9.70285701751709) (4799,9.401335716247559) (459,8.999274253845215) (3585,8.990968704223633) (1102,8.566219329833984) (1689,8.535820960998535) (3646,8.47191047668457) (6670,8.432123184204102) (4623,8.403907775878906) (3612,8.341111183166504) (3622,8.302816390991211) (4557,8.126543045043945) (4530,8.074156761169434) (5883,8.033674240112305) (3214,8.00293254852295) (4540,7.994921684265137) (12160,7.994577884674072) (185,7.97878360748291) (3141,7.907081127166748)
615: (185,5.240660667419434) (670,5.21540641784668) (1186,4.90963077545166) (269,4.856745719909668) (932,4.827571868896484) (842,4.8095903396606445) (1273,4.808558464050293) (48,4.769832611083984) (263,4.761514186859131) (258,4.75799036026001) (802,4.739569187164307) (72,4.73220157623291) (89,4.671347618103027) (2328,4.667052268981934) (189,4.65483283996582) (2069,4.630836009979248) (167,4.628292560577393) (1210,4.614374160766602) (354,4.607765197753906) (1717,4.5993194580078125)
977: (686,5.676490306854248) (324,5.669738292694092) (2761,5.624780178070068) (173,5.624213218688965) (674,5.6224164962768555) (135,5.53278923034668) (156,5.439764976501465) (181,5.434741020202637) (1360,5.380256175994873) (363,5.372617244720459) (136,5.345816612243652) (823,5.335966110229492) (265,5.284667491912842) (371,5.2820892333984375) (665,5.269433975219727) (1131,5.257376194000244) (404,5.199760437011719) (137,5.149961471557617) (2012,5.095086097717285) (188,5.061282157897949)
2354: (1186,7.581192493438721) (89,7.526080131530762) (87,7.522211074829102) (185,7.475851058959961) (560,7.428317070007324) (875,7.40277099609375) (15,7.320016860961914) (130,7.287136077880859) (48,7.139192581176758) (1187,7.128185272216797) (136,7.125619411468506) (147,7.124104976654053) (312,7.091217041015625) (67,7.068145751953125) (265,7.061623573303223) (952,7.054507732391357) (129,6.981025218963623) (2069,6.967334747314453) (20672,6.929949760437012) (167,6.9221343994140625)
2507: (15,4.974545955657959) (185,4.970770835876465) (147,4.599661827087402) (136,4.582103729248047) (560,4.55844259262085) (167,4.45748233795166) (1144,4.44447135925293) (512,4.438159942626953) (1273,4.437309265136719) (48,4.433455467224121) (130,4.32033634185791) (2069,4.271120548248291) (1063,4.2281646728515625) (575,4.200795650482178) (862,4.176985263824463) (166,4.097326278686523) (823,4.094109058380127) (172,4.055787086486816) (539,4.029737949371338) (674,4.016870975494385)
191: (185,4.0718817710876465) (560,3.787238359451294) (147,3.6950464248657227) (575,3.522106647491455) (512,3.5170793533325195) (625,3.466341018676758) (2779,3.4586191177368164) (15,3.448572874069214) (941,3.4258811473846436) (166,3.3554022312164307) (2609,3.3453104496002197) (190,3.332754135131836) (1100,3.3284919261932373) (1273,3.3005740642547607) (932,3.275035858154297) (2096,3.2344326972961426) (2137,3.2281570434570312) (2069,3.2281265258789062)* (167,3.2063746452331543) (1062,3.201490879058838)
426: (15,6.178416728973389) (560,5.93218994140625) (130,5.881289005279541) (512,5.797472953796387) (136,5.728379726409912) (1063,5.604485034942627) (166,5.561224460601807) (625,5.5257110595703125) (167,5.5118865966796875) (48,5.510725498199463) (67,5.406815528869629) (1144,5.388040542602539) (164,5.379884719848633) (2069,5.368956089019775) (2137,5.252665042877197) (941,5.241884231567383) (932,5.240499019622803) (2609,5.216614723205566) (312,5.189424514770508) (520,5.152308464050293)
1005: (802,6.158339500427246) (560,6.122147560119629) (575,6.078571796417236) (512,6.016837120056152) (136,5.994749546051025) (1144,5.971783638000488) (190,5.925846099853516) (941,5.915470123291016) (2131,5.72348690032959) (2779,5.717018127441406) (2069,5.711835861206055) (932,5.683745861053467) (1553,5.683462619781494) (172,5.645919322967529) (642,5.640810012817383) (2143,5.620434761047363) (1099,5.6149444580078125) (166,5.596374988555908) (1689,5.495645523071289) (2790,5.484055042266846)
1412: (185,6.445695877075195) (560,6.079777717590332) (512,6.006773471832275) (15,5.916109085083008) (136,5.896679401397705) (147,5.869994163513184) (1063,5.80286979675293) (130,5.765983581542969) (1144,5.636628150939941) (2069,5.604384422302246) (1273,5.587613582611084) (167,5.494418621063232) (166,5.478776454925537) (67,5.387375831604004) (539,5.281793117523193) (48,5.21165657043457) (153,5.207204818725586) (625,5.169877052307129) (131,5.093090534210205) (674,5.060275077819824)
1466: (72,1.4735496044158936) (185,1.4635242223739624) (2328,1.4623955488204956) (952,1.4620823860168457) (269,1.4180688858032227) (312,1.3829047679901123) (2779,1.3704159259796143) (2069,1.3387583494186401) (48,1.3260412216186523) (512,1.315406322479248) (237,1.3130834102630615) (1180,1.2984740734100342) (3344,1.2794567346572876) (2790,1.277308464050293) (560,1.2620186805725098) (670,1.2594540119171143) (1273,1.2569143772125244) (215,1.2452266216278076) (553,1.2441147565841675) (147,1.2430660724639893)
1858: (15,4.627368927001953) (185,4.589832305908203) (2609,4.585018634796143) (2137,4.5173845291137695) (2779,4.448337554931641) (1144,4.39484977722168) (941,4.289958477020264) (1790,4.289755344390869) (48,4.182614326477051) (642,4.182271957397461) (560,4.18174934387207) (3346,4.139928817749023) (2120,4.055141448974609) (1063,4.036401748657227) (575,4.022332191467285) (952,4.007802963256836) (3977,4.002139568328857) (3204,3.966984987258911) (3655,3.9519336223602295) (190,3.9476840496063232)
2484: (185,5.815828800201416) (15,5.41070556640625) (560,5.009367942810059) (130,5.005148410797119) (312,4.997352123260498) (1063,4.965713977813721) (1717,4.951094627380371) (2609,4.947597503662109) (512,4.938317775726318) (670,4.934234142303467) (48,4.883416652679443) (67,4.868343353271484) (1100,4.8603973388671875) (147,4.853400230407715) (136,4.849057674407959) (913,4.7377119064331055) (129,4.726706504821777) (575,4.72335147857666) (1553,4.7089033126831055) (265,4.704054355621338)
2746: (3141,8.80583381652832) (2830,8.426507949829102) (3585,8.059998512268066) (5698,8.051780700683594) (744,7.712349891662598) (3542,7.548948287963867) (3873,7.458822250366211) (2328,7.451512336730957) (1723,7.4181952476501465) (3499,7.417641639709473) (12086,7.405519008636475) (3543,7.350012302398682) (6670,7.243821144104004) (4504,7.2434186935424805) (8829,7.072725772857666) (3188,6.956421852111816) (8854,6.873112678527832) (2667,6.858719348907471) (3731,6.731316566467285) (11261,6.656620025634766)
2908: (185,1.3539369106292725) (625,1.3006153106689453) (539,1.253002643585205) (560,1.2377244234085083) (1553,1.2346110343933105) (136,1.2039926052093506) (147,1.1938159465789795) (1144,1.159104347229004) (575,1.158012866973877) (1100,1.1318597793579102) (512,1.120111346244812) (1063,1.112752914428711) (1224,1.1078855991363525) (932,1.095184087753296) (649,1.0948270559310913) (1095,1.089124083518982) (941,1.0879837274551392) (190,1.0870778560638428) (660,1.0787564516067505) (1273,1.0732839107513428)
64: (1273,7.827444076538086)* (2096,7.469590187072754) (2975,7.1517133712768555) (523,7.108075141906738) (2039,6.870743274688721) (2761,6.80778169631958) (182,6.732387542724609) (1773,6.729813575744629) (258,6.593959808349609) (7426,6.552639484405518) (842,6.515576362609863) (897,6.450847625732422) (1294,6.44290828704834)* (1220,6.439846038818359) (3008,6.401713848114014) (263,6.400975227355957) (2132,6.345720291137695) (1581,6.341446876525879) (3344,6.316943168640137) (802,6.316567420959473)
1656: (185,3.2976455688476562) (147,3.118431806564331) (560,3.07613205909729) (1144,2.9604220390319824) (941,2.9582748413085938) (2779,2.9274721145629883) (2137,2.924118995666504) (625,2.9239859580993652) (2609,2.9100306034088135) (512,2.867974281311035)* (136,2.862776756286621) (575,2.8606367111206055) (166,2.8464128971099854) (1273,2.793506145477295) (15,2.7824158668518066) (130,2.776291847229004) (1063,2.7757067680358887) (1100,2.7264699935913086) (190,2.6984877586364746) (3346,2.6912503242492676)
469: (1278,3.988219738006592) (539,3.979032278060913) (185,3.8383517265319824) (649,3.7706847190856934) (560,3.769631862640381) (1553,3.7643537521362305) (896,3.7302234172821045) (2096,3.7240712642669678) (459,3.635586738586426) (555,3.6153597831726074) (625,3.6123883724212646) (660,3.6089892387390137) (2102,3.559990644454956) (2790,3.550205945968628) (486,3.543412208557129) (1062,3.536694049835205) (116,3.5012173652648926) (136,3.4624080657958984) (932,3.4576194286346436) (20672,3.455211877822876)
474: (185,2.0809969902038574) (147,1.917173981666565) (560,1.897796630859375) (130,1.8463032245635986) (1063,1.8372726440429688) (166,1.7855678796768188) (2790,1.7736494541168213) (2069,1.7496743202209473) (625,1.7483251094818115) (312,1.7331011295318604) (15,1.731621503829956) (896,1.7288317680358887) (555,1.7158609628677368) (4,1.7069016695022583) (2096,1.699075698852539) (1278,1.6853464841842651) (512,1.6844085454940796) (1553,1.68192458152771) (2328,1.673120141029358) (539,1.6646623611450195)
1269: (185,2.3069119453430176) (15,2.189094066619873) (560,2.186140537261963) (130,2.154381036758423) (147,2.1206064224243164) (136,2.086270809173584) (1063,2.008294105529785) (166,2.0033011436462402) (167,1.9839022159576416) (48,1.9819326400756836) (2609,1.968498945236206) (520,1.9557256698608398)* (1144,1.9540162086486816) (1273,1.9427375793457031) (67,1.9214551448822021) (2069,1.917887806892395) (625,1.902984619140625) (2137,1.8940153121948242) (2779,1.8820327520370483) (875,1.8708341121673584)
1287: (185,3.479781150817871) (560,3.275953769683838) (15,3.2626993656158447) (147,3.1733338832855225) (512,3.0768229961395264) (130,3.0758907794952393) (1144,3.024630546569824) (136,3.018357038497925) (167,2.997549533843994) (941,2.9893229007720947) (2609,2.9893155097961426) (2137,2.982438087463379) (1063,2.9597041606903076) (2779,2.947622299194336) (48,2.8955442905426025) (2069,2.8833909034729004) (625,2.8732004165649414) (67,2.8528990745544434) (1273,2.8489270210266113) (642,2.842975616455078)
1576: (185,4.531838417053223) (560,4.138832092285156) (136,4.105098724365234) (130,4.076381683349609) (575,3.9842679500579834) (147,3.9237446784973145) (15,3.9195523262023926) (1063,3.8515968322753906) (265,3.844200849533081) (539,3.797346830368042) (1273,3.786045789718628) (625,3.7859129905700684) (167,3.7441835403442383) (1553,3.721829891204834) (1144,3.7202162742614746) (48,3.6934561729431152) (164,3.688328742980957) (87,3.675375461578369) (135,3.657796621322632) (1186,3.632293462753296)
1602: (2790,4.456507682800293) (185,3.9830996990203857) (1553,3.7410197257995605) (2069,3.737276792526245) (3585,3.637019395828247) (2328,3.5460925102233887) (1273,3.520437479019165) (1780,3.481238842010498) (560,3.4495928287506104) (387,3.4360928535461426) (802,3.4070382118225098) (932,3.3778953552246094) (555,3.376058578491211) (1062,3.3644092082977295) (1894,3.357949733734131) (670,3.3365237712860107) (512,3.326580047607422) (575,3.320737600326538) (2779,3.3123512268066406) (182,3.294954776763916)
2468: (185,4.750940322875977) (560,4.634885787963867) (147,4.452724456787109) (1063,4.441882133483887) (1553,4.413356781005859) (625,4.305873870849609) (2069,4.198362350463867) (512,4.188736438751221) (15,4.186355113983154) (130,4.17524528503418) (2137,4.117413520812988) (1717,4.104343414306641) (952,4.101454257965088) (3344,4.097384452819824) (1144,4.090141296386719) (2790,4.084731101989746) (555,4.0598907470703125) (2096,4.057223320007324) (941,4.056448459625244) (1273,4.054529190063477)*
2931: (185,7.360836982727051) (560,6.921255111694336) (147,6.900197982788086) (625,6.688253402709961) (130,6.665620803833008) (15,6.651022911071777) (1063,6.570662021636963) (575,6.47037935256958) (2137,6.469709873199463) (166,6.469573020935059) (1144,6.413583755493164) (512,6.323030471801758) (1100,6.31705904006958) (932,6.221245765686035) (2609,6.1995415687561035) (2779,6.138278961181641) (642,6.126741409301758) (164,6.1246562004089355) (1273,6.108445167541504) (520,6.0690155029296875)
1852: (4540,6.496176719665527) (3141,6.153756141662598) (3585,6.031384468078613) (2790,5.9692277908325195) (4517,5.968178749084473) (1780,5.782388687133789) (459,5.6414313316345215) (6670,5.563606262207031) (3310,5.558781623840332) (561,5.554326057434082) (3543,5.482843399047852) (2069,5.448977470397949) (560,5.423202991485596) (1063,5.348105430603027) (625,5.336638927459717) (4544,5.3347697257995605) (147,5.325614929199219) (744,5.252967357635498) (4,5.2290754318237305) (3499,5.227740287780762)
2461: (560,1.3250056505203247) (185,1.3115979433059692) (147,1.3044047355651855) (625,1.282261610031128) (136,1.2821288108825684) (539,1.2810559272766113) (1063,1.2473193407058716) (1553,1.2291258573532104) (559,1.208303451538086) (130,1.205369472503662) (649,1.2028957605361938) (1278,1.1950888633728027) (164,1.1622741222381592) (520,1.1363412141799927) (512,1.1361498832702637) (1072,1.133821725845337) (628,1.128936529159546) (1144,1.1218832731246948) (486,1.1043047904968262) (1378,1.1010035276412964)
1967: (3374,5.71025276184082) (561,5.404651641845703) (5712,5.2774577140808105) (4359,5.18504524230957) (5011,5.091763973236084) (4397,5.083989143371582) (4971,5.037668228149414) (4293,4.9638800621032715) (9278,4.937790870666504) (3376,4.93511438369751) (3445,4.927898406982422) (5816,4.906252861022949) (2790,4.887133598327637) (6158,4.883368015289307) (660,4.861752510070801) (3310,4.766304969787598) (783,4.749228000640869) (4623,4.715231895446777) (777,4.708406925201416)* (11617,4.697823524475098)
1370: (3782,5.271227836608887) (33071,4.783441543579102) (33069,4.783441543579102) (33070,4.783441543579102) (35999,4.022266387939453) (21431,3.2604613304138184) (22167,2.6842596530914307) (22168,2.6842596530914307) (29390,1.510650396347046) (29391,1.510650396347046) (21989,1.35114586353302) (17949,1.1547844409942627) (17968,1.1547844409942627) (17966,1.1547844409942627) (17964,1.1547844409942627) (17955,1.1547844409942627) (17956,1.1547844409942627) (17961,1.1547844409942627) (17953,1.1547844409942627) (17960,1.1547844409942627)
1215: (2830,3.2647786140441895) (14567,3.2461376190185547) (1723,3.104857921600342) (11261,3.0927743911743164)* (3944,3.0066452026367188) (3936,3.0024046897888184) (5698,2.976594924926758) (6670,2.974675178527832) (4544,2.9589409828186035) (3585,2.9402360916137695) (3741,2.908949375152588) (5704,2.908210277557373) (3929,2.899102210998535) (12582,2.8786606788635254) (8676,2.875034809112549) (12238,2.847273111343384) (3141,2.8417813777923584) (789,2.801741123199463) (9278,2.793836832046509) (4557,2.7504465579986572)
2414: (185,3.357477903366089) (265,3.029247522354126) (136,2.9430665969848633) (147,2.889793872833252) (539,2.889097213745117)* (1224,2.8527581691741943) (486,2.8451383113861084) (15,2.836230993270874) (130,2.8221194744110107) (1553,2.8151726722717285) (625,2.809943675994873) (1278,2.7932329177856445) (1063,2.7842023372650146)* (135,2.7663776874542236) (172,2.7383644580841064) (1717,2.7137503623962402) (312,2.712689161300659) (459,2.6900253295898438) (512,2.6786019802093506) (48,2.6773505210876465)
1380: (185,3.4466006755828857) (560,3.299316883087158) (15,3.1829490661621094) (512,3.0571341514587402) (166,3.0491418838500977) (130,3.038127899169922) (136,2.9696364402770996) (147,2.962069034576416) (2609,2.9554386138916016) (941,2.944931983947754) (167,2.936514377593994) (1063,2.930426836013794) (1144,2.9303486347198486) (520,2.9022927284240723) (625,2.875387191772461) (153,2.871000051498413) (2137,2.8672356605529785) (164,2.864194869995117) (642,2.8267133235931396) (67,2.8141093254089355)
1833: (185,1.0843439102172852) (575,1.015674352645874) (560,0.9976434111595154) (136,0.9954969882965088) (2096,0.9760531187057495) (2779,0.974457859992981) (147,0.9677927494049072) (625,0.9626383781433105) (1144,0.9598022699356079) (512,0.9489600658416748) (172,0.943493127822876) (1273,0.9253487586975098) (2069,0.9073784351348877) (932,0.9036855101585388) (164,0.8874655961990356) (3344,0.8866957426071167) (802,0.8824918270111084) (166,0.8776406049728394) (130,0.877171516418457) (1553,0.8758052587509155)
1559: (952,2.5967636108398438)* (2779,2.4040040969848633) (312,2.382680654525757) (2328,2.3443384170532227) (48,2.3150031566619873) (185,2.301462411880493) (896,2.3012125492095947) (4540,2.2786288261413574) (3808,2.267544746398926) (147,2.2502591609954834) (2790,2.2076849937438965) (3280,2.199880838394165) (2956,2.1956310272216797) (2096,2.190563678741455) (2677,2.17008113861084) (2137,2.159376621246338) (3350,2.15891170501709) (3347,2.1514697074890137) (2069,2.144172430038452) (298,2.1302881240844727)
